Index Title,Top Level Index Category,Total Number of Links to Index,Word Count of Primary Version,Number of Links / Number of Words,Number of distinct texts linked to this text,Number of top-level Categories linked,Number of distinct texts linked from Tanakh,Total number of links from Tanakh,Number of distinct texts linked from Mishnah,Total number of links from Mishnah,Number of distinct texts linked from Talmud,Total number of links from Talmud,Number of distinct texts linked from Midrash,Total number of links from Midrash,Number of distinct texts linked from Halakhah,Total number of links from Halakhah,Number of distinct texts linked from Kabbalah,Total number of links from Kabbalah,Number of distinct texts linked from Liturgy,Total number of links from Liturgy,Number of distinct texts linked from Jewish Thought,Total number of links from Jewish Thought,Number of distinct texts linked from Tosefta,Total number of links from Tosefta,Number of distinct texts linked from Chasidut,Total number of links from Chasidut,Number of distinct texts linked from Musar,Total number of links from Musar,Number of distinct texts linked from Responsa,Total number of links from Responsa,Number of distinct texts linked from Second Temple,Total number of links from Second Temple,Number of distinct texts linked from Reference,Total number of links from Reference
Mesorat HaShas on Tractate Kutim,Talmud,22,115,0.19130434782608696,1,1,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitzpeh Etan on Avot D'Rabbi Natan,Talmud,11,134,0.08208955223880597,1,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahalat Yaakov on Tractate Gerim,Talmud,70,7442,0.009406073636119323,4,2,1,1,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahalat Yaakov on Tractate Derekh Eretz Rabbah,Talmud,174,7914,0.021986353297952996,2,1,0,0,0,0,2,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahalat Yaakov on Tractate Kallah,Talmud,105,3587,0.02927237245609144,1,1,0,0,0,0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahalat Yaakov on Tractate Derekh Eretz Zuta,Talmud,105,2577,0.04074505238649592,2,1,0,0,0,0,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahalat Yaakov on Tractate Soferim,Talmud,950,33423,0.028423540675582684,13,2,11,12,0,0,2,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahalat Yaakov on Tractate Semachot,Talmud,473,22133,0.02137080377716532,2,1,0,0,0,0,2,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Nuschah on Tractate Gerim,Talmud,55,428,0.12850467289719625,2,2,1,1,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuschaot from Manuscripts on Tractate Soferim,Talmud,118,1513,0.07799074686054197,4,1,0,0,0,0,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rishon Letzion on Avot D'Rabbi Natan,Talmud,8,239,0.03347280334728033,1,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rishon Letzion on Tractate Soferim,Talmud,6,197,0.030456852791878174,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumat Yesharim on Avot D'Rabbi Natan,Talmud,127,2513,0.050537206526064464,2,1,0,0,0,0,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerusalem Talmud Berakhot,Talmud,5946,40015,0.14859427714607024,221,10,39,522,35,141,91,4091,19,305,6,6,0,0,0,0,0,0,24,159,4,4,1,1,0,0,1,1,1,673
Jerusalem Talmud Peah,Talmud,3583,20533,0.17449958603224078,162,8,22,166,25,173,75,2778,17,78,2,2,0,0,0,0,0,0,18,100,0,0,0,0,2,2,0,0,1,258
Jerusalem Talmud Demai,Talmud,2646,16590,0.15949367088607594,135,7,7,29,32,150,66,2026,6,7,2,2,0,0,0,0,0,0,21,238,0,0,0,0,0,0,0,0,1,178
Jerusalem Talmud Kilayim,Talmud,2736,19071,0.14346389806512505,136,6,18,73,24,150,62,2076,14,34,0,0,0,0,0,0,0,0,17,84,0,0,0,0,0,0,0,0,1,261
Jerusalem Talmud Sheviit,Talmud,3349,21170,0.15819555975436939,174,8,20,113,35,208,71,2422,13,40,1,1,0,0,0,0,0,0,32,263,0,0,0,0,1,1,0,0,1,276
Jerusalem Talmud Terumot,Talmud,3620,25867,0.13994665017203387,158,7,12,114,40,218,71,2808,8,19,2,4,0,0,0,0,0,0,24,212,0,0,0,0,0,0,0,0,1,218
Jerusalem Talmud Maasrot,Talmud,1578,11195,0.1409557838320679,103,6,7,35,22,114,50,1189,7,14,0,0,0,0,0,0,0,0,16,85,0,0,0,0,0,0,0,0,1,123
Jerusalem Talmud Maaser Sheni,Talmud,1874,14801,0.12661306668468347,138,7,14,83,30,158,66,1415,8,16,2,2,0,0,0,0,0,0,17,83,0,0,0,0,0,0,0,0,1,94
Jerusalem Talmud Challah,Talmud,1417,11014,0.12865443980388597,103,6,8,116,22,99,52,1036,6,15,0,0,0,0,0,0,0,0,14,62,0,0,0,0,0,0,0,0,1,66
Jerusalem Talmud Orlah,Talmud,1147,9312,0.12317439862542956,87,6,7,54,17,95,48,888,4,13,0,0,0,0,0,0,0,0,10,28,0,0,0,0,0,0,0,0,1,50
Jerusalem Talmud Bikkurim,Talmud,1065,7530,0.14143426294820718,116,7,16,126,19,63,57,730,8,24,2,2,0,0,0,0,0,0,13,32,0,0,0,0,0,0,0,0,1,75
Jerusalem Talmud Shabbat,Talmud,12030,49063,0.24519495342722622,199,8,26,274,41,374,86,10255,14,66,1,2,0,0,0,0,0,0,29,246,0,0,1,1,0,0,0,0,1,700
Jerusalem Talmud Eruvin,Talmud,6170,26841,0.2298722104243508,136,6,22,63,31,209,58,5511,9,9,0,0,0,0,0,0,0,0,15,117,0,0,0,0,0,0,0,0,1,175
Jerusalem Talmud Pesachim,Talmud,7718,34876,0.22129831402683794,197,8,22,337,44,262,83,6591,13,57,4,4,0,0,2,2,0,0,28,185,0,0,0,0,0,0,0,0,1,226
Jerusalem Talmud Yoma,Talmud,5072,24221,0.20940506172329795,164,8,27,380,33,166,67,4092,16,77,0,0,0,0,1,4,0,0,18,97,0,0,0,0,1,1,0,0,1,218
Jerusalem Talmud Shekalim,Talmud,3862,17409,0.22183927853409155,168,7,26,255,37,155,65,3060,13,59,1,1,0,0,0,0,0,0,25,81,0,0,0,0,0,0,0,0,1,227
Jerusalem Talmud Sukkah,Talmud,3226,13240,0.24365558912386706,147,7,26,131,26,146,59,2677,15,42,0,0,0,0,0,0,0,0,19,80,0,0,1,1,0,0,0,0,1,133
Jerusalem Talmud Rosh Hashanah,Talmud,2617,12105,0.21619165634035523,116,6,27,191,14,61,48,2149,17,74,0,0,0,0,0,0,0,0,9,48,0,0,0,0,0,0,0,0,1,90
Jerusalem Talmud Beitzah,Talmud,2977,11645,0.25564620008587374,110,7,7,26,27,113,54,2597,9,11,1,1,0,0,0,0,0,0,11,79,0,0,0,0,0,0,0,0,1,137
Jerusalem Talmud Taanit,Talmud,3855,19871,0.19400130843943436,148,9,32,304,21,84,63,2942,18,132,3,3,0,0,0,0,0,0,5,52,0,0,1,1,0,0,4,4,1,321
Jerusalem Talmud Megillah,Talmud,4650,19453,0.23903768056340924,175,7,32,323,29,124,70,3684,20,113,7,9,0,0,0,0,0,0,16,107,0,0,0,0,0,0,0,0,1,268
Jerusalem Talmud Chagigah,Talmud,2692,13522,0.19908297589114035,143,8,20,163,31,115,59,2144,16,66,1,1,0,0,0,0,0,0,13,53,0,0,0,0,0,0,1,1,2,134
Jerusalem Talmud Moed Katan,Talmud,2607,12499,0.2085766861348908,134,7,22,73,19,51,64,2232,14,47,1,1,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,0,2,166
Jerusalem Talmud Yevamot,Talmud,10164,44939,0.22617325708182204,165,7,27,336,31,346,66,8902,15,75,0,0,0,0,0,0,0,0,24,143,1,1,0,0,0,0,0,0,1,233
Jerusalem Talmud Sotah,Talmud,6721,26889,0.24995351258879095,183,7,30,558,37,181,71,5415,19,154,0,0,0,0,0,0,0,0,23,128,0,0,0,0,0,0,2,4,1,234
Jerusalem Talmud Ketubot,Talmud,8433,37378,0.2256139975386591,148,7,19,143,28,333,66,7406,12,48,1,1,0,0,0,0,0,0,21,149,0,0,0,0,0,0,0,0,1,266
Jerusalem Talmud Nedarim,Talmud,4542,20641,0.22004747831984883,139,8,22,152,23,164,52,3872,15,29,3,4,0,0,0,0,0,0,22,83,0,0,1,1,0,0,0,0,1,188
Jerusalem Talmud Nazir,Talmud,5033,23006,0.21876901677823177,126,7,14,181,33,201,50,4377,7,31,0,0,0,0,0,0,0,0,20,89,0,0,0,0,0,0,1,1,1,102
Jerusalem Talmud Gittin,Talmud,5775,25138,0.22973188002227704,112,6,13,55,30,251,44,5159,5,8,0,0,0,0,0,0,0,0,19,99,0,0,0,0,0,0,0,0,1,161
Jerusalem Talmud Kiddushin,Talmud,5796,28004,0.20697043279531496,185,8,29,316,32,180,75,4838,19,134,1,1,1,1,0,0,0,0,27,106,0,0,0,0,0,0,0,0,1,192
Jerusalem Talmud Bava Kamma,Talmud,2509,16803,0.14931857406415522,83,6,10,114,18,143,40,2050,4,4,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,1,88
Jerusalem Talmud Bava Metzia,Talmud,2261,15592,0.14501026167265263,79,6,10,76,16,116,37,1861,7,10,0,0,0,0,0,0,0,0,8,97,0,0,0,0,0,0,0,0,1,90
Jerusalem Talmud Bava Batra,Talmud,2263,15908,0.14225546894644203,87,7,15,39,14,121,41,1932,4,4,0,0,0,0,0,0,0,0,11,63,0,0,0,0,1,1,0,0,1,93
Jerusalem Talmud Sanhedrin,Talmud,9420,40952,0.2300253955850752,178,9,35,792,32,203,71,7711,20,170,1,1,0,0,0,0,1,1,16,86,0,0,0,0,0,0,1,1,1,407
Jerusalem Talmud Shevuot,Talmud,3685,20524,0.1795458974858702,100,6,14,180,22,122,38,3233,9,20,0,0,0,0,0,0,0,0,16,43,0,0,0,0,0,0,0,0,1,70
Jerusalem Talmud Avodah Zarah,Talmud,3250,21055,0.15435763476608882,183,7,30,177,33,159,62,2383,18,55,7,8,0,0,0,0,0,0,31,98,0,0,0,0,0,0,0,0,2,355
Jerusalem Talmud Makkot,Talmud,1034,5137,0.2012847965738758,66,5,14,109,8,43,32,856,5,8,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0
Jerusalem Talmud Horayot,Talmud,1292,10280,0.12568093385214008,112,6,23,143,20,71,43,944,13,25,0,0,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,1,63
Jerusalem Talmud Niddah,Talmud,954,7705,0.12381570408825437,50,6,5,19,9,50,24,781,2,3,0,0,0,0,0,0,0,0,9,40,0,0,0,0,0,0,0,0,1,48
Ohr LaYesharim on Jerusalem Talmud Berakhot,Talmud,661,452019,0.0014623279109948917,3,2,2,2,0,0,1,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Peah,Talmud,909,167747,0.005418874853201547,85,6,28,308,26,108,23,473,3,5,1,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Shekalim,Talmud,895,193891,0.004615995585148356,121,5,30,351,39,135,34,383,2,2,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Sukkah,Talmud,642,129718,0.004949197489939715,96,5,29,194,27,93,23,326,9,9,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Rosh Hashanah,Talmud,801,176332,0.004542567429621396,100,5,32,422,25,57,32,307,4,6,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Beitzah,Talmud,393,97177,0.0040441668295995966,67,5,11,40,23,55,20,275,5,5,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Taanit,Talmud,1253,205419,0.0060997278732736505,106,5,37,742,21,39,31,433,7,22,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Megillah,Talmud,1005,203892,0.004929080101230063,114,6,32,533,34,88,32,358,7,13,0,0,1,1,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Chagigah,Talmud,590,122559,0.00481400794719278,89,5,25,261,33,103,22,213,6,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Moed Katan,Talmud,472,150915,0.003127588377563529,94,6,27,164,21,38,32,248,3,5,2,3,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0
Ohr LaYesharim on Jerusalem Talmud Sanhedrin,Talmud,614,346632,0.0017713309792517712,11,3,7,17,0,0,3,596,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steinsaltz on Jerusalem Talmud Shekalim,Talmud,247,58763,0.004203325221653081,14,3,9,16,2,2,3,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Berakhot,Talmud,65,7198,0.009030286190608503,4,2,0,0,0,0,3,63,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Peah,Talmud,19,2084,0.009117082533589251,1,1,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Demai,Talmud,13,866,0.015011547344110854,1,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Kilayim,Talmud,9,584,0.015410958904109588,1,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Terumot,Talmud,9,844,0.01066350710900474,2,2,0,0,0,0,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Maaser Sheni,Talmud,5,1023,0.004887585532746823,2,2,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Challah,Talmud,5,529,0.00945179584120983,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Orlah,Talmud,6,1190,0.005042016806722689,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Bikkurim,Talmud,8,791,0.010113780025284451,1,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Shabbat,Talmud,40,3986,0.010035122930255895,3,2,1,1,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Eruvin,Talmud,11,258,0.04263565891472868,1,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Pesachim,Talmud,46,3926,0.011716760061130923,1,1,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Yoma,Talmud,7,738,0.009485094850948509,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Shekalim,Talmud,13,993,0.013091641490433032,2,2,1,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Sukkah,Talmud,14,1868,0.007494646680942184,1,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Rosh Hashanah,Talmud,18,1796,0.01002227171492205,1,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Beitzah,Talmud,32,3403,0.009403467528651191,2,1,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Taanit,Talmud,14,1298,0.01078582434514638,2,1,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Megillah,Talmud,44,8946,0.0049183992845964674,5,4,1,1,1,1,2,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Chagigah,Talmud,10,1627,0.006146281499692686,2,2,0,0,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Moed Katan,Talmud,17,2271,0.007485689123734038,2,2,0,0,0,0,1,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Yevamot,Talmud,52,6593,0.0078871530411042,7,2,0,0,0,0,3,38,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Sotah,Talmud,10,922,0.010845986984815618,3,2,0,0,0,0,2,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Ketubot,Talmud,26,2573,0.010104935872522347,2,2,0,0,0,0,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Nedarim,Talmud,21,3856,0.005446058091286307,4,2,0,0,0,0,2,19,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Nazir,Talmud,9,1204,0.007475083056478406,2,2,0,0,0,0,1,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Gittin,Talmud,35,5602,0.006247768654052124,4,3,0,0,1,1,2,33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Kiddushin,Talmud,23,3229,0.00712294828120161,4,2,0,0,0,0,2,19,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Bava Kamma,Talmud,7,686,0.01020408163265306,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Bava Metzia,Talmud,11,1314,0.00837138508371385,2,1,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Bava Batra,Talmud,13,4006,0.0032451323015476783,3,3,1,1,0,0,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Sanhedrin,Talmud,8,1506,0.005312084993359893,1,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Shevuot,Talmud,11,1500,0.007333333333333333,3,2,0,0,0,0,1,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Avodah Zarah,Talmud,30,1904,0.015756302521008403,3,2,0,0,0,0,2,27,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Makkot,Talmud,1,55,0.01818181818181818,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Horayot,Talmud,1,584,0.0017123287671232876,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amudei Yerushalayim on Jerusalem Talmud Niddah,Talmud,29,1364,0.02126099706744868,3,2,0,0,0,0,1,27,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Berakhot,Talmud,48,7553,0.00635509069244009,1,1,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Peah,Talmud,187,13428,0.013926124515936849,1,1,0,0,0,0,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Demai,Talmud,119,22843,0.005209473361642516,1,1,0,0,0,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Kilayim,Talmud,49,7568,0.006474630021141649,1,1,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Sheviit,Talmud,107,17238,0.006207216614456433,1,1,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Terumot,Talmud,165,27089,0.006091033260733139,1,1,0,0,0,0,1,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Maasrot,Talmud,55,8345,0.006590772917914919,1,1,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Maaser Sheni,Talmud,113,16451,0.006868883350556197,1,1,0,0,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Challah,Talmud,83,14288,0.005809070548712206,1,1,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Orlah,Talmud,71,10083,0.007041555092730338,1,1,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Bikkurim,Talmud,54,6467,0.008350085047162517,1,1,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Shabbat,Talmud,93,21126,0.004402158477705197,1,1,0,0,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Pesachim,Talmud,73,19915,0.003665578709515441,1,1,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Yoma,Talmud,47,9629,0.00488108837885554,1,1,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Shekalim,Talmud,0,6397,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Sukkah,Talmud,30,6121,0.004901159941186081,1,1,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Rosh Hashanah,Talmud,15,830,0.018072289156626505,1,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Beitzah,Talmud,36,7982,0.0045101478326234025,1,1,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Megillah,Talmud,54,9103,0.005932110293309898,1,1,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Chagigah,Talmud,23,6313,0.003643275780136227,1,1,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Moed Katan,Talmud,21,4837,0.004341534008683068,1,1,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Yevamot,Talmud,136,27673,0.004914537635962852,1,1,0,0,0,0,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Sotah,Talmud,27,5408,0.004992603550295858,1,1,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Ketubot,Talmud,66,24125,0.0027357512953367874,1,1,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Nedarim,Talmud,44,11052,0.003981179876945349,1,1,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Nazir,Talmud,66,24073,0.002741660781788726,1,1,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Gittin,Talmud,63,17872,0.0035250671441360787,1,1,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Kiddushin,Talmud,51,13752,0.0037085514834205935,1,1,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiddushei Ridbaz on Jerusalem Talmud Bava Kamma,Talmud,65,14577,0.004459079371612815,1,1,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
