Ref;Number
Numbers_3:48;1
Numbers_3:49;4
Numbers_3:50;4
Numbers_3:51;2
Numbers_4:1;0
Numbers_4:2;4
Numbers_4:3;3
Numbers_4:4;3
Numbers_4:5;6
Numbers_4:6;4
Numbers_4:7;4
Numbers_4:8;1
Numbers_4:9;3
Numbers_4:10;6
Numbers_4:11;2
Numbers_4:12;3
Numbers_4:13;4
Numbers_4:14;2
Numbers_4:15;4
Numbers_4:16;7
Numbers_4:17;1
Numbers_4:18;5
Numbers_4:19;5
Numbers_4:20;8
Numbers_4:21;2
Numbers_4:22;7
Numbers_4:23;2
Numbers_4:24;3
Numbers_4:25;5
Numbers_4:26;6
Numbers_4:27;6
Numbers_4:28;2
Numbers_4:29;2
Numbers_4:30;1
Numbers_4:31;1
Numbers_4:32;4
Numbers_4:33;1
Numbers_4:34;2
Numbers_4:35;0
Numbers_4:36;2
Numbers_4:37;2
Numbers_4:38;0
Numbers_4:39;0
Numbers_4:40;1
Numbers_4:41;1
Numbers_4:42;0
Numbers_4:43;0
Numbers_4:44;0
Numbers_4:45;0
Numbers_4:46;0
Numbers_4:47;5
Numbers_4:48;0
Numbers_4:49;8
Numbers_5:1;1
Numbers_5:2;9
Numbers_5:3;4
Numbers_5:4;2
Numbers_5:5;1
Numbers_5:6;7
Numbers_5:7;6
Numbers_5:8;7
Numbers_5:9;7
Numbers_5:10;9
Numbers_5:11;0
Numbers_5:12;9
Numbers_5:13;7
Numbers_5:14;5
Numbers_5:15;9
Numbers_5:16;2
Numbers_5:17;6
Numbers_5:18;7
Numbers_5:19;8
Numbers_5:20;6
Numbers_5:21;6
Numbers_5:22;6
Numbers_5:23;3
Numbers_5:24;4
Numbers_5:25;2
Numbers_5:26;2
Numbers_5:27;4
Numbers_5:28;9
Numbers_5:29;2
Numbers_5:30;3
Numbers_5:31;7
Numbers_6:1;1
Numbers_6:2;8
Numbers_6:3;7
Numbers_6:4;6
Numbers_6:5;6
Numbers_6:6;4
Numbers_6:7;2
Numbers_6:8;4
Numbers_6:9;6
Numbers_6:10;2
Numbers_6:11;7
Numbers_6:12;3
Numbers_6:13;6
Numbers_6:14;3
Numbers_6:15;3
Numbers_6:16;2
Numbers_6:17;3
Numbers_6:18;5
Numbers_6:19;4
Numbers_6:20;3
Numbers_6:21;7
Numbers_6:22;0
Numbers_6:23;9
Numbers_6:24;9
Numbers_6:25;7
Numbers_6:26;9
Numbers_6:27;8
Numbers_7:1;9
Numbers_7:2;8
Numbers_7:3;8
Numbers_7:4;0
Numbers_7:5;2
Numbers_7:6;0
Numbers_7:7;2
Numbers_7:8;1
Numbers_7:9;3
Numbers_7:10;6
Numbers_7:11;3
Numbers_7:12;6
Numbers_7:13;10
Numbers_7:14;5
Numbers_7:15;4
Numbers_7:16;3
Numbers_7:17;2
Numbers_7:18;5
Numbers_7:19;3
Numbers_7:20;1
Numbers_7:21;1
Numbers_7:22;1
Numbers_7:23;1
Numbers_7:24;3
Numbers_7:25;0
Numbers_7:26;0
Numbers_7:27;0
Numbers_7:28;0
Numbers_7:29;0
Numbers_7:30;1
Numbers_7:31;0
Numbers_7:32;0
Numbers_7:33;0
Numbers_7:34;0
Numbers_7:35;0
Numbers_7:36;1
Numbers_7:37;0
Numbers_7:38;0
Numbers_7:39;0
Numbers_7:40;0
Numbers_7:41;0
Numbers_7:42;1
Numbers_7:43;0
Numbers_7:44;0
Numbers_7:45;0
Numbers_7:46;0
Numbers_7:47;0
Numbers_7:48;4
Numbers_7:49;0
Numbers_7:50;0
Numbers_7:51;1
Numbers_7:52;0
Numbers_7:53;1
Numbers_7:54;1
Numbers_7:55;0
Numbers_7:56;0
Numbers_7:57;0
Numbers_7:58;0
Numbers_7:59;0
Numbers_7:60;1
Numbers_7:61;0
Numbers_7:62;0
Numbers_7:63;0
Numbers_7:64;0
Numbers_7:65;0
Numbers_7:66;1
Numbers_7:67;0
Numbers_7:68;0
Numbers_7:69;0
Numbers_7:70;0
Numbers_7:71;0
Numbers_7:72;3
Numbers_7:73;0
Numbers_7:74;0
Numbers_7:75;0
Numbers_7:76;0
Numbers_7:77;0
Numbers_7:78;1
Numbers_7:79;0
Numbers_7:80;0
Numbers_7:81;0
Numbers_7:82;0
Numbers_7:83;0
Numbers_7:84;6
Numbers_7:85;3
Numbers_7:86;3
Numbers_7:87;2
Numbers_7:88;2
Numbers_7:89;7
Numbers_8:1;1
Numbers_8:2;11
Numbers_8:3;5
Numbers_8:4;8
Numbers_8:5;2
Numbers_8:6;6
Numbers_8:7;6
Numbers_8:8;4
Numbers_8:9;3
Numbers_8:10;2
Numbers_8:11;5
Numbers_8:12;2
Numbers_8:13;3
Numbers_8:14;3
Numbers_8:15;3
Numbers_8:16;6
Numbers_8:17;4
Numbers_8:18;2
Numbers_8:19;8
Numbers_8:20;6
Numbers_8:21;3
Numbers_8:22;5
Numbers_8:23;0
Numbers_8:24;7
Numbers_8:25;6
Numbers_8:26;4
Numbers_9:1;9
Numbers_9:2;6
Numbers_9:3;5
Numbers_9:4;4
Numbers_9:5;1
Numbers_9:6;5
Numbers_9:7;8
Numbers_9:8;2
Numbers_9:9;0
Numbers_9:10;6
Numbers_9:11;0
Numbers_9:12;1
Numbers_9:13;5
Numbers_9:14;7
Numbers_9:15;8
Numbers_9:16;1
Numbers_9:17;6
Numbers_9:18;4
Numbers_9:19;4
Numbers_9:20;3
Numbers_9:21;5
Numbers_9:22;6
Numbers_9:23;4
Numbers_10:1;0
Numbers_10:2;9
Numbers_10:3;5
Numbers_10:4;5
Numbers_10:5;5
Numbers_10:6;5
Numbers_10:7;4
Numbers_10:8;3
Numbers_10:9;3
Numbers_10:10;6
Numbers_10:11;6
Numbers_10:12;4
Numbers_10:13;1
Numbers_10:14;4
Numbers_10:15;0
Numbers_10:16;0
Numbers_10:17;4
Numbers_10:18;1
Numbers_10:19;0
Numbers_10:20;1
Numbers_10:21;5
Numbers_10:22;0
Numbers_10:23;0
Numbers_10:24;0
Numbers_10:25;6
Numbers_10:26;0
Numbers_10:27;0
Numbers_10:28;5
Numbers_10:29;7
Numbers_10:30;6
Numbers_10:31;9
Numbers_10:32;6
Numbers_10:33;9
Numbers_10:34;6
Numbers_10:35;11
Numbers_10:36;7
Numbers_11:1;12
Numbers_11:2;5
Numbers_11:3;2
Numbers_11:4;9
Numbers_11:5;7
Numbers_11:6;4
Numbers_11:7;4
Numbers_11:8;6
Numbers_11:9;0
Numbers_11:10;6
Numbers_11:11;6
Numbers_11:12;10
Numbers_11:13;4
Numbers_11:14;5
Numbers_11:15;9
Numbers_11:16;10
Numbers_11:17;9
Numbers_11:18;6
Numbers_11:19;5
Numbers_11:20;10
Numbers_11:21;9
Numbers_11:22;8
Numbers_11:23;7
Numbers_11:24;3
Numbers_11:25;5
Numbers_11:26;8
Numbers_11:27;7
Numbers_11:28;10
Numbers_11:29;8
Numbers_11:30;4
Numbers_11:31;7
Numbers_11:32;5
Numbers_11:33;6
Numbers_11:34;3
Numbers_11:35;4
Numbers_12:1;10
Numbers_12:2;8
Numbers_12:3;7
Numbers_12:4;8
Numbers_12:5;5
Numbers_12:6;11
Numbers_12:7;6
Numbers_12:8;8
Numbers_12:9;6
Numbers_12:10;6
Numbers_12:11;4
Numbers_12:12;8
Numbers_12:13;8
Numbers_12:14;7
Numbers_12:15;6
Numbers_12:16;3
Numbers_13:1;2
Numbers_13:2;12
Numbers_13:3;6
Numbers_13:4;3
Numbers_13:5;0
Numbers_13:6;0
Numbers_13:7;0
Numbers_13:8;0
Numbers_13:9;0
Numbers_13:10;1
Numbers_13:11;2
Numbers_13:12;0
Numbers_13:13;0
Numbers_13:14;0
Numbers_13:15;1
Numbers_13:16;10
Numbers_13:17;8
Numbers_13:18;9
Numbers_13:19;8
Numbers_13:20;10
Numbers_13:21;4
Numbers_13:22;8
Numbers_13:23;4
Numbers_13:24;6
Numbers_13:25;4
Numbers_13:26;6
Numbers_13:27;8
Numbers_13:28;5
Numbers_13:29;5
Numbers_13:30;11
Numbers_13:31;6
Numbers_13:32;10
Numbers_13:33;9
Numbers_14:1;5
Numbers_14:2;6
Numbers_14:3;5
Numbers_14:4;4
Numbers_14:5;5
Numbers_14:6;3
Numbers_14:7;4
Numbers_14:8;3
Numbers_14:9;10
Numbers_14:10;5
Numbers_14:11;7
Numbers_14:12;4
Numbers_14:13;10
Numbers_14:14;9
Numbers_14:15;5
Numbers_14:16;8
Numbers_14:17;11
Numbers_14:18;6
Numbers_14:19;3
Numbers_14:20;9
Numbers_14:21;9
Numbers_14:22;6
Numbers_14:23;7
Numbers_14:24;9
Numbers_14:25;7
Numbers_14:26;4
Numbers_14:27;6
Numbers_14:28;6
Numbers_14:29;4
Numbers_14:30;2
Numbers_14:31;3
Numbers_14:32;6
Numbers_14:33;7
Numbers_14:34;7
Numbers_14:35;3
Numbers_14:36;6
Numbers_14:37;8
Numbers_14:38;7
Numbers_14:39;1
Numbers_14:40;4
Numbers_14:41;8
Numbers_14:42;2
Numbers_14:43;6
Numbers_14:44;8
Numbers_14:45;6
Numbers_15:1;1
Numbers_15:2;5
Numbers_15:3;6
Numbers_15:4;4
Numbers_15:5;2
Numbers_15:6;3
Numbers_15:7;0
Numbers_15:8;1
Numbers_15:9;1
Numbers_15:10;1
Numbers_15:11;3
Numbers_15:12;5
Numbers_15:13;2
Numbers_15:14;2
Numbers_15:15;4
Numbers_15:16;2
Numbers_15:17;0
Numbers_15:18;2
Numbers_15:19;1
Numbers_15:20;6
Numbers_15:21;5
Numbers_15:22;9
Numbers_15:23;4
Numbers_15:24;4
Numbers_15:25;5
Numbers_15:26;2
Numbers_15:27;5
Numbers_15:28;2
Numbers_15:29;2
Numbers_15:30;7
Numbers_15:31;7
Numbers_15:32;9
Numbers_15:33;3
Numbers_15:34;5
Numbers_15:35;4
Numbers_15:36;3
Numbers_15:37;1
Numbers_15:38;10
Numbers_15:39;10
Numbers_15:40;3
Numbers_15:41;5
Numbers_16:1;13
Numbers_16:2;7
Numbers_16:3;7
Numbers_16:4;10
Numbers_16:5;8
Numbers_16:6;3
Numbers_16:7;6
Numbers_16:8;1
Numbers_16:9;5
Numbers_16:10;5
Numbers_16:11;10
Numbers_16:12;7
Numbers_16:13;5
Numbers_16:14;9
Numbers_16:15;10
Numbers_16:16;7
Numbers_16:17;3
Numbers_16:18;3
Numbers_16:19;7
Numbers_16:20;0
Numbers_16:21;9
Numbers_16:22;9
Numbers_16:23;0
Numbers_16:24;6
Numbers_16:25;5
Numbers_16:26;7
Numbers_16:27;6
Numbers_16:28;7
Numbers_16:29;7
Numbers_16:30;10
Numbers_16:31;3
Numbers_16:32;5
Numbers_16:33;6
Numbers_16:34;7
Numbers_16:35;2
Numbers_17:1;1
Numbers_17:2;8
Numbers_17:3;7
Numbers_17:4;3
Numbers_17:5;9
Numbers_17:6;8
Numbers_17:7;2
Numbers_17:8;2
Numbers_17:9;0
Numbers_17:10;7
Numbers_17:11;6
Numbers_17:12;3
Numbers_17:13;7
Numbers_17:14;1
Numbers_17:15;4
Numbers_17:16;1
Numbers_17:17;5
Numbers_17:18;5
Numbers_17:19;2
Numbers_17:20;6
Numbers_17:21;3
Numbers_17:22;1
Numbers_17:23;9
Numbers_17:24;5
Numbers_17:25;8
Numbers_17:26;2
Numbers_17:27;3
Numbers_17:28;6
Numbers_18:1;8
Numbers_18:2;6
Numbers_18:3;4
Numbers_18:4;6
Numbers_18:5;5
Numbers_18:6;5
Numbers_18:7;8
Numbers_18:8;10
Numbers_18:9;9
Numbers_18:10;6
Numbers_18:11;8
Numbers_18:12;4
Numbers_18:13;3
Numbers_18:14;1
Numbers_18:15;4
Numbers_18:16;2
Numbers_18:17;3
Numbers_18:18;3
Numbers_18:19;7
Numbers_18:20;5
Numbers_18:21;2
Numbers_18:22;2
Numbers_18:23;5
Numbers_18:24;4
Numbers_18:25;1
Numbers_18:26;3
Numbers_18:27;6
Numbers_18:28;2
Numbers_18:29;4
Numbers_18:30;3
Numbers_18:31;3
Numbers_18:32;5
Numbers_19:1;2
Numbers_19:2;11
Numbers_19:3;6
Numbers_19:4;3
Numbers_19:5;5
Numbers_19:6;3
Numbers_19:7;4
Numbers_19:8;0
Numbers_19:9;6
Numbers_19:10;2
Numbers_19:11;2
Numbers_19:12;3
Numbers_19:13;6
Numbers_19:14;6
Numbers_19:15;5
Numbers_19:16;6
Numbers_19:17;5
Numbers_19:18;2
Numbers_19:19;3
Numbers_19:20;4
Numbers_19:21;6
Numbers_19:22;5
Numbers_20:1;10
Numbers_20:2;4
Numbers_20:3;9
Numbers_20:4;4
Numbers_20:5;3
Numbers_20:6;2
Numbers_20:7;0
Numbers_20:8;12
Numbers_20:9;3
Numbers_20:10;8
Numbers_20:11;5
Numbers_20:12;7
Numbers_20:13;8
Numbers_20:14;8
Numbers_20:15;4
Numbers_20:16;5
Numbers_20:17;9
Numbers_20:18;5
Numbers_20:19;7
Numbers_20:20;4
Numbers_20:21;2
Numbers_20:22;4
Numbers_20:23;3
Numbers_20:24;3
Numbers_20:25;3
Numbers_20:26;8
Numbers_20:27;3
Numbers_20:28;1
Numbers_20:29;5
Numbers_21:1;9
Numbers_21:2;5
Numbers_21:3;4
Numbers_21:4;7
Numbers_21:5;9
Numbers_21:6;6
Numbers_21:7;3
Numbers_21:8;9
Numbers_21:9;5
Numbers_21:10;4
Numbers_21:11;3
Numbers_21:12;3
Numbers_21:13;6
Numbers_21:14;11
Numbers_21:15;9
Numbers_21:16;5
Numbers_21:17;9
Numbers_21:18;8
Numbers_21:19;5
Numbers_21:20;6
Numbers_21:21;5
Numbers_21:22;6
Numbers_21:23;4
Numbers_21:24;5
Numbers_21:25;4
Numbers_21:26;6
Numbers_21:27;9
Numbers_21:28;7
Numbers_21:29;7
Numbers_21:30;9
Numbers_21:31;2
Numbers_21:32;5
Numbers_21:33;2
Numbers_21:34;6
Numbers_21:35;2
Numbers_22:1;2
Numbers_22:2;11
Numbers_22:3;8
Numbers_22:4;11
Numbers_22:5;9
Numbers_22:6;12
Numbers_22:7;8
Numbers_22:8;8
Numbers_22:9;6
Numbers_22:10;3
Numbers_22:11;4
Numbers_22:12;7
Numbers_22:13;7
Numbers_22:14;4
Numbers_22:15;3
Numbers_22:16;2
Numbers_22:17;3
Numbers_22:18;4
Numbers_22:19;5
Numbers_22:20;8
Numbers_22:21;4
Numbers_22:22;11
Numbers_22:23;9
Numbers_22:24;5
Numbers_22:25;4
Numbers_22:26;2
Numbers_22:27;2
Numbers_22:28;4
Numbers_22:29;4
Numbers_22:30;7
Numbers_22:31;4
Numbers_22:32;9
Numbers_22:33;11
Numbers_22:34;5
Numbers_22:35;8
Numbers_22:36;6
Numbers_22:37;4
Numbers_22:38;3
Numbers_22:39;4
Numbers_22:40;6
Numbers_22:41;8
Numbers_23:1;6
Numbers_23:2;3
Numbers_23:3;8
Numbers_23:4;7
Numbers_23:5;4
Numbers_23:6;1
Numbers_23:7;9
Numbers_23:8;8
Numbers_23:9;9
Numbers_23:10;11
Numbers_23:11;2
Numbers_23:12;3
Numbers_23:13;8
Numbers_23:14;3
Numbers_23:15;4
Numbers_23:16;5
Numbers_23:17;3
Numbers_23:18;5
Numbers_23:19;6
Numbers_23:20;8
Numbers_23:21;10
Numbers_23:22;8
Numbers_23:23;9
Numbers_23:24;9
Numbers_23:25;4
Numbers_23:26;2
Numbers_23:27;7
Numbers_23:28;5
Numbers_23:29;1
Numbers_23:30;1
Numbers_24:1;10
Numbers_24:2;6
Numbers_24:3;8
Numbers_24:4;7
Numbers_24:5;7
Numbers_24:6;8
Numbers_24:7;10
Numbers_24:8;10
Numbers_24:9;6
Numbers_24:10;5
Numbers_24:11;5
Numbers_24:12;2
Numbers_24:13;2
Numbers_24:14;11
Numbers_24:15;4
Numbers_24:16;8
Numbers_24:17;10
Numbers_24:18;10
Numbers_24:19;10
Numbers_24:20;11
Numbers_24:21;10
Numbers_24:22;10
Numbers_24:23;9
Numbers_24:24;7
Numbers_24:25;3
Numbers_25:1;10
Numbers_25:2;5
Numbers_25:3;7
Numbers_25:4;7
Numbers_25:5;4
Numbers_25:6;6
Numbers_25:7;5
Numbers_25:8;7
Numbers_25:9;0
Numbers_25:10;1
Numbers_25:11;12
Numbers_25:12;9
Numbers_25:13;10
Numbers_25:14;8
Numbers_25:15;6
Numbers_25:16;0
Numbers_25:17;6
Numbers_25:18;7
Numbers_26:1;8
Numbers_26:2;5
Numbers_26:3;6
Numbers_26:4;6
Numbers_26:5;5
Numbers_26:6;1
Numbers_26:7;0
Numbers_26:8;0
Numbers_26:9;6
Numbers_26:10;5
Numbers_26:11;5
Numbers_26:12;1
Numbers_26:13;4
Numbers_26:14;1
Numbers_26:15;1
Numbers_26:16;3
Numbers_26:17;0
Numbers_26:18;0
Numbers_26:19;1
Numbers_26:20;0
Numbers_26:21;0
Numbers_26:22;0
Numbers_26:23;2
Numbers_26:24;3
Numbers_26:25;0
Numbers_26:26;1
Numbers_26:27;0
Numbers_26:28;1
Numbers_26:29;2
Numbers_26:30;1
Numbers_26:31;0
Numbers_26:32;0
Numbers_26:33;0
Numbers_26:34;1
Numbers_26:35;1
Numbers_26:36;2
Numbers_26:37;0
Numbers_26:38;2
Numbers_26:39;3
Numbers_26:40;1
Numbers_26:41;0
Numbers_26:42;3
Numbers_26:43;0
Numbers_26:44;0
Numbers_26:45;0
Numbers_26:46;5
Numbers_26:47;0
Numbers_26:48;0
Numbers_26:49;0
Numbers_26:50;0
Numbers_26:51;0
Numbers_26:52;3
Numbers_26:53;5
Numbers_26:54;6
Numbers_26:55;8
Numbers_26:56;7
Numbers_26:57;4
Numbers_26:58;4
Numbers_26:59;6
Numbers_26:60;0
Numbers_26:61;0
Numbers_26:62;4
Numbers_26:63;2
Numbers_26:64;6
Numbers_26:65;3
Numbers_27:1;5
Numbers_27:2;4
Numbers_27:3;8
Numbers_27:4;5
Numbers_27:5;4
Numbers_27:6;1
Numbers_27:7;8
Numbers_27:8;3
Numbers_27:9;2
Numbers_27:10;0
Numbers_27:11;5
Numbers_27:12;6
Numbers_27:13;6
Numbers_27:14;5
Numbers_27:15;4
Numbers_27:16;7
Numbers_27:17;7
Numbers_27:18;7
Numbers_27:19;5
Numbers_27:20;7
Numbers_27:21;6
Numbers_27:22;4
Numbers_27:23;5
Numbers_28:1;2
Numbers_28:2;6
Numbers_28:3;5
Numbers_28:4;4
Numbers_28:5;3
Numbers_28:6;5
Numbers_28:7;5
Numbers_28:8;3
Numbers_28:9;4
Numbers_28:10;4
Numbers_28:11;6
Numbers_28:12;4
Numbers_28:13;1
Numbers_28:14;4
Numbers_28:15;4
Numbers_28:16;3
Numbers_28:17;2
Numbers_28:18;1
Numbers_28:19;1
Numbers_28:20;2
Numbers_28:21;0
Numbers_28:22;2
Numbers_28:23;1
Numbers_28:24;1
Numbers_28:25;1
Numbers_28:26;6
Numbers_28:27;0
Numbers_28:28;0
Numbers_28:29;0
Numbers_28:30;2
Numbers_28:31;3
Numbers_29:1;3
Numbers_29:2;2
Numbers_29:3;1
Numbers_29:4;0
Numbers_29:5;0
Numbers_29:6;3
Numbers_29:7;2
Numbers_29:8;1
Numbers_29:9;0
Numbers_29:10;0
Numbers_29:11;5
Numbers_29:12;2
Numbers_29:13;1
Numbers_29:14;0
Numbers_29:15;0
Numbers_29:16;0
Numbers_29:17;0
Numbers_29:18;2
Numbers_29:19;0
Numbers_29:20;0
Numbers_29:21;0
Numbers_29:22;0
Numbers_29:23;0
Numbers_29:24;0
Numbers_29:25;0
Numbers_29:26;0
Numbers_29:27;0
Numbers_29:28;0
Numbers_29:29;0
Numbers_29:30;0
Numbers_29:31;0
Numbers_29:32;1
Numbers_29:33;0
Numbers_29:34;0
Numbers_29:35;7
Numbers_29:36;2
Numbers_29:37;0
Numbers_29:38;0
Numbers_29:39;4
Numbers_30:1;5
Numbers_30:2;12
Numbers_30:3;10
Numbers_30:4;4
Numbers_30:5;3
Numbers_30:6;6
Numbers_30:7;5
Numbers_30:8;3
Numbers_30:9;5
Numbers_30:10;3
Numbers_30:11;5
Numbers_30:12;0
Numbers_30:13;2
Numbers_30:14;5
Numbers_30:15;5
Numbers_30:16;9
Numbers_30:17;3
Numbers_31:1;2
Numbers_31:2;8
Numbers_31:3;6
Numbers_31:4;4
Numbers_31:5;8
Numbers_31:6;11
Numbers_31:7;2
Numbers_31:8;7
Numbers_31:9;2
Numbers_31:10;4
Numbers_31:11;4
Numbers_31:12;3
Numbers_31:13;4
Numbers_31:14;3
Numbers_31:15;4
Numbers_31:16;4
Numbers_31:17;9
Numbers_31:18;2
Numbers_31:19;7
Numbers_31:20;3
Numbers_31:21;6
Numbers_31:22;4
Numbers_31:23;9
Numbers_31:24;3
Numbers_31:25;1
Numbers_31:26;5
Numbers_31:27;5
Numbers_31:28;3
Numbers_31:29;1
Numbers_31:30;4
Numbers_31:31;2
Numbers_31:32;5
Numbers_31:33;1
Numbers_31:34;0
Numbers_31:35;0
Numbers_31:36;1
Numbers_31:37;0
Numbers_31:38;0
Numbers_31:39;0
Numbers_31:40;0
Numbers_31:41;2
Numbers_31:42;2
Numbers_31:43;2
Numbers_31:44;0
Numbers_31:45;0
Numbers_31:46;0
Numbers_31:47;3
Numbers_31:48;4
Numbers_31:49;7
Numbers_31:50;6
Numbers_31:51;4
Numbers_31:52;2
Numbers_31:53;3
Numbers_31:54;4
Numbers_32:1;8
Numbers_32:2;5
Numbers_32:3;4
Numbers_32:4;1
Numbers_32:5;3
Numbers_32:6;4
Numbers_32:7;5
Numbers_32:8;2
Numbers_32:9;2
Numbers_32:10;0
Numbers_32:11;2
Numbers_32:12;4
Numbers_32:13;3
Numbers_32:14;2
Numbers_32:15;0
Numbers_32:16;6
Numbers_32:17;8
Numbers_32:18;1
Numbers_32:19;6
Numbers_32:20;2
Numbers_32:21;4
Numbers_32:22;4
Numbers_32:23;3
Numbers_32:24;5
Numbers_32:25;6
Numbers_32:26;1
Numbers_32:27;2
Numbers_32:28;3
Numbers_32:29;3
Numbers_32:30;4
Numbers_32:31;4
Numbers_32:32;6
Numbers_32:33;4
Numbers_32:34;0
Numbers_32:35;0
Numbers_32:36;2
Numbers_32:37;0
Numbers_32:38;6
Numbers_32:39;2
Numbers_32:40;2
Numbers_32:41;4
Numbers_32:42;5
Numbers_33:1;11
Numbers_33:2;6
Numbers_33:3;4
Numbers_33:4;7
Numbers_33:5;2
Numbers_33:6;1
Numbers_33:7;3
Numbers_33:8;2
Numbers_33:9;1
Numbers_33:10;0
Numbers_33:11;1
Numbers_33:12;1
Numbers_33:13;1
Numbers_33:14;1
Numbers_33:15;0
Numbers_33:16;1
Numbers_33:17;0
Numbers_33:18;3
Numbers_33:19;0
Numbers_33:20;0
Numbers_33:21;1
Numbers_33:22;1
Numbers_33:23;0
Numbers_33:24;0
Numbers_33:25;1
Numbers_33:26;0
Numbers_33:27;0
Numbers_33:28;0
Numbers_33:29;0
Numbers_33:30;0
Numbers_33:31;0
Numbers_33:32;0
Numbers_33:33;0
Numbers_33:34;0
Numbers_33:35;0
Numbers_33:36;0
Numbers_33:37;1
Numbers_33:38;3
Numbers_33:39;1
Numbers_33:40;5
Numbers_33:41;1
Numbers_33:42;1
Numbers_33:43;0
Numbers_33:44;1
Numbers_33:45;0
Numbers_33:46;1
Numbers_33:47;0
Numbers_33:48;0
Numbers_33:49;5
Numbers_33:50;0
Numbers_33:51;2
Numbers_33:52;6
Numbers_33:53;6
Numbers_33:54;6
Numbers_33:55;9
Numbers_33:56;5
Numbers_34:1;0
Numbers_34:2;7
Numbers_34:3;5
Numbers_34:4;5
Numbers_34:5;5
Numbers_34:6;5
Numbers_34:7;5
Numbers_34:8;2
Numbers_34:9;2
Numbers_34:10;2
Numbers_34:11;2
Numbers_34:12;0
Numbers_34:13;1
Numbers_34:14;2
Numbers_34:15;5
Numbers_34:16;0
Numbers_34:17;6
Numbers_34:18;2
Numbers_34:19;3
Numbers_34:20;0
Numbers_34:21;1
Numbers_34:22;0
Numbers_34:23;0
Numbers_34:24;0
Numbers_34:25;0
Numbers_34:26;0
Numbers_34:27;0
Numbers_34:28;1
Numbers_34:29;3
Numbers_35:1;2
Numbers_35:2;4
Numbers_35:3;4
Numbers_35:4;4
Numbers_35:5;3
Numbers_35:6;3
Numbers_35:7;0
Numbers_35:8;4
Numbers_35:9;0
Numbers_35:10;2
Numbers_35:11;7
Numbers_35:12;4
Numbers_35:13;3
Numbers_35:14;6
Numbers_35:15;1
Numbers_35:16;3
Numbers_35:17;4
Numbers_35:18;1
Numbers_35:19;4
Numbers_35:20;4
Numbers_35:21;1
Numbers_35:22;4
Numbers_35:23;5
Numbers_35:24;1
Numbers_35:25;9
Numbers_35:26;2
Numbers_35:27;3
Numbers_35:28;1
Numbers_35:29;4
Numbers_35:30;4
Numbers_35:31;5
Numbers_35:32;5
Numbers_35:33;8
Numbers_35:34;3
Numbers_36:1;2
Numbers_36:2;2
Numbers_36:3;2
Numbers_36:4;6
Numbers_36:5;3
Numbers_36:6;4
Numbers_36:7;4
Numbers_36:8;3
Numbers_36:9;3
Numbers_36:10;3
Numbers_36:11;5
Numbers_36:12;4
Numbers_36:13;2
Deuteronomy_1:1;13
Deuteronomy_1:2;7
Deuteronomy_1:3;6
Deuteronomy_1:4;5
Deuteronomy_1:5;7
Deuteronomy_1:6;8
Deuteronomy_1:7;6
Deuteronomy_1:8;8
Deuteronomy_1:9;10
Deuteronomy_1:10;6
Deuteronomy_1:11;5
Deuteronomy_1:12;8
Deuteronomy_1:13;9
Deuteronomy_1:14;4
Deuteronomy_1:15;5
Deuteronomy_1:16;8
Deuteronomy_1:17;7
Deuteronomy_1:18;7
Deuteronomy_1:19;7
Deuteronomy_1:20;2
Deuteronomy_1:21;3
Deuteronomy_1:22;8
Deuteronomy_1:23;7
Deuteronomy_1:24;5
Deuteronomy_1:25;7
Deuteronomy_1:26;5
Deuteronomy_1:27;6
Deuteronomy_1:28;5
Deuteronomy_1:29;4
Deuteronomy_1:30;3
Deuteronomy_1:31;6
Deuteronomy_1:32;5
Deuteronomy_1:33;6
Deuteronomy_1:34;3
Deuteronomy_1:35;2
Deuteronomy_1:36;5
Deuteronomy_1:37;8
Deuteronomy_1:38;3
Deuteronomy_1:39;4
Deuteronomy_1:40;2
Deuteronomy_1:41;8
Deuteronomy_1:42;2
Deuteronomy_1:43;2
Deuteronomy_1:44;5
Deuteronomy_1:45;6
Deuteronomy_1:46;7
Deuteronomy_2:1;3
Deuteronomy_2:2;1
Deuteronomy_2:3;7
Deuteronomy_2:4;6
Deuteronomy_2:5;6
Deuteronomy_2:6;4
Deuteronomy_2:7;7
Deuteronomy_2:8;5
Deuteronomy_2:9;5
Deuteronomy_2:10;7
Deuteronomy_2:11;5
Deuteronomy_2:12;7
Deuteronomy_2:13;3
Deuteronomy_2:14;2
Deuteronomy_2:15;6
Deuteronomy_2:16;4
Deuteronomy_2:17;2
Deuteronomy_2:18;2
Deuteronomy_2:19;6
Deuteronomy_2:20;7
Deuteronomy_2:21;2
Deuteronomy_2:22;2
Deuteronomy_2:23;8
Deuteronomy_2:24;6
Deuteronomy_2:25;6
Deuteronomy_2:26;6
Deuteronomy_2:27;2
Deuteronomy_2:28;3
Deuteronomy_2:29;5
Deuteronomy_2:30;3
Deuteronomy_2:31;4
Deuteronomy_2:32;3
Deuteronomy_2:33;4
Deuteronomy_2:34;5
Deuteronomy_2:35;2
Deuteronomy_2:36;2
Deuteronomy_2:37;4
Deuteronomy_3:1;4
Deuteronomy_3:2;3
Deuteronomy_3:3;3
Deuteronomy_3:4;4
Deuteronomy_3:5;1
Deuteronomy_3:6;1
Deuteronomy_3:7;1
Deuteronomy_3:8;2
Deuteronomy_3:9;4
Deuteronomy_3:10;1
