Megillah		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
5b.35		תעניות	3.8			א"ח	575.7	א"ח	575	http://www.sefaria.org/Megillah.5b.35	sefaria.org/Mishneh_Torah,_Fasts.3.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.575.7	sefaria.org/Tur,_Orach_Chaim.575		Megillah.5b.35	Mishneh_Torah,_Fasts.3.8		Shulchan_Arukh,_Orach_Chayim.575.7	Tur,_Orach_Chaim.575
5b.37		תעניות	3.8			א"ח	575.7	א"ח	575	http://www.sefaria.org/Megillah.5b.37	sefaria.org/Mishneh_Torah,_Fasts.3.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.575.7	sefaria.org/Tur,_Orach_Chaim.575		Megillah.5b.37	Mishneh_Torah,_Fasts.3.8		Shulchan_Arukh,_Orach_Chayim.575.7	Tur,_Orach_Chaim.575
5b.40		מגילה וחנוכה	1.11	עשין דרבנן ד	1	א"ח	688.4	א"ח	688	http://www.sefaria.org/Megillah.5b.40	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.688.4	sefaria.org/Tur,_Orach_Chaim.688		Megillah.5b.40	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.11	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.688.4	Tur,_Orach_Chaim.688
5b.48		שמיטה ויובל	12.13						0	http://www.sefaria.org/Megillah.5b.48	sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.12.13					Megillah.5b.48	Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.12.13			
6b.35		מגילה וחנוכה	1.12	עשין דרבנן ד	1			א"ח	688	http://www.sefaria.org/Megillah.6b.35	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1		sefaria.org/Tur,_Orach_Chaim.688		Megillah.6b.35	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.12	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1		Tur,_Orach_Chaim.688
6b.45		מגילה וחנוכה	2.13	עשין דרבנן ד	1	א"ח	697	א"ח	697	http://www.sefaria.org/Megillah.6b.45	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.697	sefaria.org/Tur,_Orach_Chaim.697		Megillah.6b.45	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.13	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.697	Tur,_Orach_Chaim.697
6b.61		מגילה וחנוכה	2.13	עשין דרבנן ד	1	א"ח	697	א"ח	697	http://www.sefaria.org/Megillah.6b.61	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.697	sefaria.org/Tur,_Orach_Chaim.697		Megillah.6b.61	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.13	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.697	Tur,_Orach_Chaim.697
7a.38		שאר אבות הטומאות	9.6						0	http://www.sefaria.org/Megillah.7a.38	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.9.6					Megillah.7a.38	Mishneh_Torah,_Other_Sources_of_Defilement.9.6			
7a.41		שאר אבות הטומאות	9.6						0	http://www.sefaria.org/Megillah.7a.41	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.9.6					Megillah.7a.41	Mishneh_Torah,_Other_Sources_of_Defilement.9.6			
7a.76		מגילה וחנוכה	2.15	עשין דרבנן ד	1	א"ח	695.4	א"ח	695	http://www.sefaria.org/Megillah.7a.76	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.4	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7a.76	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.15	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.695.4	Tur,_Orach_Chaim.695
7a.77		מגילה וחנוכה	2.16	עשין דרבנן ד	1	א"ח	694.1	א"ח	694	http://www.sefaria.org/Megillah.7a.77	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.16	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.694.1	sefaria.org/Tur,_Orach_Chaim.694		Megillah.7a.77	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.16	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.694.1	Tur,_Orach_Chaim.694
7b.18		מגילה וחנוכה	2.15	עשין דרבנן ד	1	א"ח	695.4	א"ח	695	http://www.sefaria.org/Megillah.7b.18	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.4	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7b.18	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.15	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.695.4	Tur,_Orach_Chaim.695
7b.20		מגילה וחנוכה	2.15			א"ח	695.2	א"ח	695	http://www.sefaria.org/Megillah.7b.20	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.2	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7b.20	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.15		Shulchan_Arukh,_Orach_Chayim.695.2	Tur,_Orach_Chaim.695
7b.28		מגילה וחנוכה	2.14			א"ח	695.1	א"ח	695	http://www.sefaria.org/Megillah.7b.28	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.14		sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.1	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7b.28	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.14		Shulchan_Arukh,_Orach_Chayim.695.1	Tur,_Orach_Chaim.695
7b.42		שביתת יום טוב	1.4	לאוין	75	א"ח	695.1	א"ח	695	http://www.sefaria.org/Megillah.7b.42	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.1	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7b.42	Mishneh_Torah,_Rest_on_a_Holiday.1.4	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.695.1	Tur,_Orach_Chaim.695
7b.42		שביתת יום טוב	1.17						0	http://www.sefaria.org/Megillah.7b.42	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.17					Megillah.7b.42	Mishneh_Torah,_Rest_on_a_Holiday.1.17			
7b.48		שביתת יום טוב	1.4	לאוין	75	א"ח	695.1	א"ח	695	http://www.sefaria.org/Megillah.7b.48	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.1	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7b.48	Mishneh_Torah,_Rest_on_a_Holiday.1.4	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.695.1	Tur,_Orach_Chaim.695
7b.48		שביתת יום טוב	1.17						0	http://www.sefaria.org/Megillah.7b.48	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.17					Megillah.7b.48	Mishneh_Torah,_Rest_on_a_Holiday.1.17			
7b.52		שביתת יום טוב	1.4	לאוין	75	א"ח	695.1	א"ח	695	http://www.sefaria.org/Megillah.7b.52	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.695.1	sefaria.org/Tur,_Orach_Chaim.695		Megillah.7b.52	Mishneh_Torah,_Rest_on_a_Holiday.1.4	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.695.1	Tur,_Orach_Chaim.695
7b.52		שביתת יום טוב	1.17						0	http://www.sefaria.org/Megillah.7b.52	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.17					Megillah.7b.52	Mishneh_Torah,_Rest_on_a_Holiday.1.17			
7b.53		שביתת עשור	1.2	לאוין	68	א"ח	611.2	א"ח	611	http://www.sefaria.org/Megillah.7b.53	sefaria.org/Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.1.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.68	sefaria.org/Shulchan_Arukh,_Orach_Chayim.611.2	sefaria.org/Tur,_Orach_Chaim.611		Megillah.7b.53	Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.1.2	Sefer_Mitzvot_Gadol,_Volume_One.68	Shulchan_Arukh,_Orach_Chayim.611.2	Tur,_Orach_Chaim.611
7b.59		סנהדרין והעונשין המסורין להם	17.7	לאוין	199				0	http://www.sefaria.org/Megillah.7b.59	sefaria.org/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.17.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.199				Megillah.7b.59	Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.17.7	Sefer_Mitzvot_Gadol,_Volume_One.199		
8a.1		נדרים	6.3	לאוין	242	י"ד	221.1	י"ד	221	http://www.sefaria.org/Megillah.8a.1	sefaria.org/Mishneh_Torah,_Vows.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.242	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.221.1	sefaria.org/Tur,_Yoreh_Deah.221		Megillah.8a.1	Mishneh_Torah,_Vows.6.3	Sefer_Mitzvot_Gadol,_Volume_One.242	Shulchan_Arukh,_Yoreh_De'ah.221.1	Tur,_Yoreh_Deah.221
8a.7		מעשה הקרבנות	14.5	עשין	185				0	http://www.sefaria.org/Megillah.8a.7	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.14.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.185				Megillah.8a.7	Mishneh_Torah,_Sacrificial_Procedure.14.5	Sefer_Mitzvot_Gadol,_Volume_Two.185		
8a.10		מעשה הקרבנות	14.4						0	http://www.sefaria.org/Megillah.8a.10	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.14.4					Megillah.8a.10	Mishneh_Torah,_Sacrificial_Procedure.14.4			
8a.10		נדרים	1.2							http://www.sefaria.org/Megillah.8a.10	sefaria.org/Mishneh_Torah,_Vows.1.2									
8a.20		מחוסרי כפרה	2.6	עשין	221				0	http://www.sefaria.org/Megillah.8a.20	sefaria.org/Mishneh_Torah,_Offerings_for_Those_with_Incomplete_Atonement.2.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.221				Megillah.8a.20	Mishneh_Torah,_Offerings_for_Those_with_Incomplete_Atonement.2.6	Sefer_Mitzvot_Gadol,_Volume_Two.221		
8a.20		איסורי ביאה	6.7						0	http://www.sefaria.org/Megillah.8a.20	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.6.7					Megillah.8a.20	Mishneh_Torah,_Forbidden_Intercourse.6.7			
8a.20		איסורי ביאה	6.8						0	http://www.sefaria.org/Megillah.8a.20	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.6.8					Megillah.8a.20	Mishneh_Torah,_Forbidden_Intercourse.6.8			
8a.20		מטמאי משכב ומושב	1.2						0	http://www.sefaria.org/Megillah.8a.20	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.2					Megillah.8a.20	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.2			
8a.46		מחוסרי כפרה	2.6	עשין	221				0	http://www.sefaria.org/Megillah.8a.46	sefaria.org/Mishneh_Torah,_Offerings_for_Those_with_Incomplete_Atonement.2.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.221				Megillah.8a.46	Mishneh_Torah,_Offerings_for_Those_with_Incomplete_Atonement.2.6	Sefer_Mitzvot_Gadol,_Volume_Two.221		
8a.46		איסורי ביאה	6.7						0	http://www.sefaria.org/Megillah.8a.46	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.6.7					Megillah.8a.46	Mishneh_Torah,_Forbidden_Intercourse.6.7			
8a.46		איסורי ביאה	6.8						0	http://www.sefaria.org/Megillah.8a.46	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.6.8					Megillah.8a.46	Mishneh_Torah,_Forbidden_Intercourse.6.8			
8a.46		מטמאי משכב ומושב	1.2						0	http://www.sefaria.org/Megillah.8a.46	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.2					Megillah.8a.46	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.2			
8b.1		מטמאי משכב ומושב	1.1						0	http://www.sefaria.org/Megillah.8b.1	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.1					Megillah.8b.1	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.1			
8b.1		מטמאי משכב ומושב	1.2							http://www.sefaria.org/Megillah.8b.1	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.1.2									
8b.11		טומאת צרעת	10.10						0	http://www.sefaria.org/Megillah.8b.11	sefaria.org/Mishneh_Torah,_Defilement_by_Leprosy.10.10					Megillah.8b.11	Mishneh_Torah,_Defilement_by_Leprosy.10.10			
8b.20		מטמאי משכב ומושב	5.9						0	http://www.sefaria.org/Megillah.8b.20	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.5.9					Megillah.8b.20	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.5.9			
8b.20		טומאת צרעת	10.11						0	http://www.sefaria.org/Megillah.8b.20	sefaria.org/Mishneh_Torah,_Defilement_by_Leprosy.10.11					Megillah.8b.20	Mishneh_Torah,_Defilement_by_Leprosy.10.11			
8b.34		תפילין ומזוזה וספר תורה	1.19						0	http://www.sefaria.org/Megillah.8b.34	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.1.19					Megillah.8b.34	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.1.19			
8b.36		תפילין ומזוזה וספר תורה	1.19						0	http://www.sefaria.org/Megillah.8b.36	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.1.19					Megillah.8b.36	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.1.19			
8b.40		שאר אבות הטומאות	9.7						0	http://www.sefaria.org/Megillah.8b.40	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.9.7					Megillah.8b.40	Mishneh_Torah,_Other_Sources_of_Defilement.9.7			
9b.11		כלי המקדש והעובדין בו	4.14						0	http://www.sefaria.org/Megillah.9b.11	sefaria.org/Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.4.14					Megillah.9b.11	Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.4.14			
9b.12		שגגות	15.7						0	http://www.sefaria.org/Megillah.9b.12	sefaria.org/Mishneh_Torah,_Offerings_for_Unintentional_Transgressions.15.7					Megillah.9b.12	Mishneh_Torah,_Offerings_for_Unintentional_Transgressions.15.7			
9b.27		עבודת יום הכפורים	1.3						0	http://www.sefaria.org/Megillah.9b.27	sefaria.org/Mishneh_Torah,_Service_on_the_Day_of_Atonement.1.3					Megillah.9b.27	Mishneh_Torah,_Service_on_the_Day_of_Atonement.1.3			
9b.37		קרבן פסח	1.3						0	http://www.sefaria.org/Megillah.9b.37	sefaria.org/Mishneh_Torah,_Paschal_Offering.1.3					Megillah.9b.37	Mishneh_Torah,_Paschal_Offering.1.3			
9b.47		בית הבחירה	6.15						0	http://www.sefaria.org/Megillah.9b.47	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.6.15					Megillah.9b.47	Mishneh_Torah,_The_Chosen_Temple.6.15			
9b.47		בית הבחירה	7.14						0	http://www.sefaria.org/Megillah.9b.47	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.7.14					Megillah.9b.47	Mishneh_Torah,_The_Chosen_Temple.7.14			
9b.47		מעשה הקרבנות	10.5						0	http://www.sefaria.org/Megillah.9b.47	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.10.5					Megillah.9b.47	Mishneh_Torah,_Sacrificial_Procedure.10.5			
9b.48		בית הבחירה	6.15						0	http://www.sefaria.org/Megillah.9b.48	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.6.15					Megillah.9b.48	Mishneh_Torah,_The_Chosen_Temple.6.15			
9b.48		מעשה הקרבנות	10.3						0	http://www.sefaria.org/Megillah.9b.48	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.10.3					Megillah.9b.48	Mishneh_Torah,_Sacrificial_Procedure.10.3			
9b.48		מעשה הקרבנות	11.5						0	http://www.sefaria.org/Megillah.9b.48	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.11.5					Megillah.9b.48	Mishneh_Torah,_Sacrificial_Procedure.11.5			
10a.22		בית הבחירה	1.3						0	http://www.sefaria.org/Megillah.10a.22	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.1.3					Megillah.10a.22	Mishneh_Torah,_The_Chosen_Temple.1.3			
10a.28		בית הבחירה	6.15						0	http://www.sefaria.org/Megillah.10a.28	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.6.15					Megillah.10a.28	Mishneh_Torah,_The_Chosen_Temple.6.15			
10a.28		מעשה הקרבנות	19.15						0	http://www.sefaria.org/Megillah.10a.28	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.19.15					Megillah.10a.28	Mishneh_Torah,_Sacrificial_Procedure.19.15			
10a.29		בית הבחירה	6.15						0	http://www.sefaria.org/Megillah.10a.29	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.6.15					Megillah.10a.29	Mishneh_Torah,_The_Chosen_Temple.6.15			
10a.29		מעשה הקרבנות	19.15						0	http://www.sefaria.org/Megillah.10a.29	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.19.15					Megillah.10a.29	Mishneh_Torah,_Sacrificial_Procedure.19.15			
13b.78		שקלים	1.9						0	http://www.sefaria.org/Megillah.13b.78	sefaria.org/Mishneh_Torah,_Sheqel_Dues.1.9					Megillah.13b.78	Mishneh_Torah,_Sheqel_Dues.1.9			
14a.25		מגילה וחנוכה	3.6			א"ח	693.3	א"ח	693	http://www.sefaria.org/Megillah.14a.25	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.3.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.693.3	sefaria.org/Tur,_Orach_Chaim.693		Megillah.14a.25	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.3.6		Shulchan_Arukh,_Orach_Chayim.693.3	Tur,_Orach_Chaim.693
14b.1		מלכים ומלחמות	3.8	עשין	96				0	http://www.sefaria.org/Megillah.14b.1	sefaria.org/Mishneh_Torah,_Kings_and_Wars.3.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.96				Megillah.14b.1	Mishneh_Torah,_Kings_and_Wars.3.8	Sefer_Mitzvot_Gadol,_Volume_Two.96		
16b.3		נחלות	6.13					ח"מ	282	http://www.sefaria.org/Megillah.16b.3	sefaria.org/Mishneh_Torah,_Inheritances.6.13			sefaria.org/Tur,_Choshen_Mishpat.282		Megillah.16b.3	Mishneh_Torah,_Inheritances.6.13			Tur,_Choshen_Mishpat.282
16b.33								א"ח	25	http://www.sefaria.org/Megillah.16b.33				sefaria.org/Tur,_Orach_Chaim.25		Megillah.16b.33				Tur,_Orach_Chaim.25
16b.35		מגילה וחנוכה	2.12	עשין דרבנן ד	1	א"ח	690.15	א"ח	690	http://www.sefaria.org/Megillah.16b.35	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.15	sefaria.org/Tur,_Orach_Chaim.690		Megillah.16b.35	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.12	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.690.15	Tur,_Orach_Chaim.690
16b.38						א"ח	691.4	א"ח	691	http://www.sefaria.org/Megillah.16b.38			sefaria.org/Shulchan_Arukh,_Orach_Chayim.691.4	sefaria.org/Tur,_Orach_Chaim.691		Megillah.16b.38			Shulchan_Arukh,_Orach_Chayim.691.4	Tur,_Orach_Chaim.691
16b.43		תפילין ומזוזה וספר תורה	7.10	עשין	25	י"ד	275.3	י"ד	275	http://www.sefaria.org/Megillah.16b.43	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.7.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.25	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.275.3	sefaria.org/Tur,_Yoreh_Deah.275		Megillah.16b.43	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.7.10	Sefer_Mitzvot_Gadol,_Volume_Two.25	Shulchan_Arukh,_Yoreh_De'ah.275.3	Tur,_Yoreh_Deah.275
16b.43		תפילין ומזוזה וספר תורה	8.4			י"ד	275.4			http://www.sefaria.org/Megillah.16b.43	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.8.4		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.275.4			Megillah.16b.43	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.8.4		Shulchan_Arukh,_Yoreh_De'ah.275.4	
16b.43		מגילה וחנוכה	2.9			א"ח	691.1	א"ח	691	http://www.sefaria.org/Megillah.16b.43	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.691.1	sefaria.org/Tur,_Orach_Chaim.691		Megillah.16b.43	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.9		Shulchan_Arukh,_Orach_Chayim.691.1	Tur,_Orach_Chaim.691
16b.54		מגילה וחנוכה	2.9			א"ח	691.1	א"ח	691	http://www.sefaria.org/Megillah.16b.54	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.691.1	sefaria.org/Tur,_Orach_Chaim.691		Megillah.16b.54	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.9		Shulchan_Arukh,_Orach_Chayim.691.1	Tur,_Orach_Chaim.691
16b.67		ממרים	6.13			י"ד	290.13	י"ד	290	http://www.sefaria.org/Megillah.16b.67	sefaria.org/Mishneh_Torah,_Rebels.6.13		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.290.13	sefaria.org/Tur,_Yoreh_Deah.290		Megillah.16b.67	Mishneh_Torah,_Rebels.6.13		Shulchan_Arukh,_Yoreh_De'ah.290.13	Tur,_Yoreh_Deah.290
17a.30		מגילה וחנוכה	2.1	עשין דרבנן ד	1	א"ח	690.6	א"ח	690	http://www.sefaria.org/Megillah.17a.30	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.6	sefaria.org/Tur,_Orach_Chaim.690		Megillah.17a.30	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.1	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.690.6	Tur,_Orach_Chaim.690
17a.31		מגילה וחנוכה	2.3			א"ח	690.7	א"ח	690	http://www.sefaria.org/Megillah.17a.31	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.7	sefaria.org/Tur,_Orach_Chaim.690		Megillah.17a.31	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.3		Shulchan_Arukh,_Orach_Chayim.690.7	Tur,_Orach_Chaim.690
17a.31						א"ח	690.7			http://www.sefaria.org/Megillah.17a.31			sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.7							
17a.31		מגילה וחנוכה	2.4			א"ח	690.9	א"ח	690	http://www.sefaria.org/Megillah.17a.31	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.9	sefaria.org/Tur,_Orach_Chaim.690		Megillah.17a.31	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.4		Shulchan_Arukh,_Orach_Chayim.690.9	Tur,_Orach_Chaim.690
17a.32		מגילה וחנוכה	2.3			א"ח	690.8	א"ח	690	http://www.sefaria.org/Megillah.17a.32	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.8	sefaria.org/Tur,_Orach_Chaim.690		Megillah.17a.32	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.3		Shulchan_Arukh,_Orach_Chayim.690.8	Tur,_Orach_Chaim.690
17a.33		מגילה וחנוכה	2.1			א"ח	690.5	א"ח	690	http://www.sefaria.org/Megillah.17a.33	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.1		sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.5	sefaria.org/Tur,_Orach_Chaim.690		Megillah.17a.33	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.1		Shulchan_Arukh,_Orach_Chayim.690.5	Tur,_Orach_Chaim.690
17a.33		מגילה וחנוכה	2.5			א"ח	690.12	א"ח	690	http://www.sefaria.org/Megillah.17a.33	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.12	sefaria.org/Tur,_Orach_Chaim.690		Megillah.17a.33	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.5		Shulchan_Arukh,_Orach_Chayim.690.12	Tur,_Orach_Chaim.690
