Berakhot		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
35b.89	9					א"ח	212.1	א"ח	212	http://www.sefaria.org/Berakhot.35b.89			sefaria.org/Shulchan_Arukh,_Orach_Chayim.212.1	sefaria.org/Tur,_Orach_Chaim.212		Berakhot.35b.89			Shulchan_Arukh,_Orach_Chayim.212.1	Tur,_Orach_Chaim.212
36a.12	1	ברכות	8.2	עשין	27	א"ח	202.4	א"ח	202	http://www.sefaria.org/Berakhot.36a.12	sefaria.org/Mishneh_Torah,_Blessings.8.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.4	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36a.12	Mishneh_Torah,_Blessings.8.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.4	Tur,_Orach_Chaim.202
36a.5	2	ברכות	8.2	עשין	27	א"ח	202.4	א"ח	202	http://www.sefaria.org/Berakhot.36a.5	sefaria.org/Mishneh_Torah,_Blessings.8.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.4	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36a.5	Mishneh_Torah,_Blessings.8.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.4	Tur,_Orach_Chaim.202
36a.7	3	שבת	21.24			א"ח	328.32	א"ח	328	http://www.sefaria.org/Berakhot.36a.7	sefaria.org/Mishneh_Torah,_Sabbath.21.24		sefaria.org/Shulchan_Arukh,_Orach_Chayim.328.32	sefaria.org/Tur,_Orach_Chaim.328		Berakhot.36a.7	Mishneh_Torah,_Sabbath.21.24		Shulchan_Arukh,_Orach_Chayim.328.32	Tur,_Orach_Chaim.328
36a.11	4					א"ח	204.8	א"ח	204	http://www.sefaria.org/Berakhot.36a.11			sefaria.org/Shulchan_Arukh,_Orach_Chayim.204.8	sefaria.org/Tur,_Orach_Chaim.204		Berakhot.36a.11			Shulchan_Arukh,_Orach_Chayim.204.8	Tur,_Orach_Chaim.204
36a.15	5	ברכות	3.2	עשין	27	א"ח	208.5	א"ח	208	http://www.sefaria.org/Berakhot.36a.15	sefaria.org/Mishneh_Torah,_Blessings.3.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.5	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.36a.15	Mishneh_Torah,_Blessings.3.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.5	Tur,_Orach_Chaim.208
36a.27	6	ברכות	8.3	עשין	27	א"ח	204.1	א"ח	204	http://www.sefaria.org/Berakhot.36a.27	sefaria.org/Mishneh_Torah,_Blessings.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.204.1	sefaria.org/Tur,_Orach_Chaim.204		Berakhot.36a.27	Mishneh_Torah,_Blessings.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.204.1	Tur,_Orach_Chaim.204
36a.27	6	ברכות	8.4						0	http://www.sefaria.org/Berakhot.36a.27	sefaria.org/Mishneh_Torah,_Blessings.8.4					Berakhot.36a.27	Mishneh_Torah,_Blessings.8.4			
36a.27	6	ברכות	8.6						0	http://www.sefaria.org/Berakhot.36a.27	sefaria.org/Mishneh_Torah,_Blessings.8.6					Berakhot.36a.27	Mishneh_Torah,_Blessings.8.6			
36a.27	6	ברכות	8.8						0	http://www.sefaria.org/Berakhot.36a.27	sefaria.org/Mishneh_Torah,_Blessings.8.8					Berakhot.36a.27	Mishneh_Torah,_Blessings.8.8			
36a.34	7	ברכות	8.3	עשין	27	א"ח	204.1	א"ח	204	http://www.sefaria.org/Berakhot.36a.34	sefaria.org/Mishneh_Torah,_Blessings.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.204.1	sefaria.org/Tur,_Orach_Chaim.204		Berakhot.36a.34	Mishneh_Torah,_Blessings.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.204.1	Tur,_Orach_Chaim.204
36a.34	7	ברכות	8.4						0	http://www.sefaria.org/Berakhot.36a.34	sefaria.org/Mishneh_Torah,_Blessings.8.4					Berakhot.36a.34	Mishneh_Torah,_Blessings.8.4			
36a.34	7	ברכות	8.6						0	http://www.sefaria.org/Berakhot.36a.34	sefaria.org/Mishneh_Torah,_Blessings.8.6					Berakhot.36a.34	Mishneh_Torah,_Blessings.8.6			
36a.34	7	ברכות	8.8						0	http://www.sefaria.org/Berakhot.36a.34	sefaria.org/Mishneh_Torah,_Blessings.8.8					Berakhot.36a.34	Mishneh_Torah,_Blessings.8.8			
36a.42	8	ברכות	8.3	עשין	27	א"ח	204.1	א"ח	204	http://www.sefaria.org/Berakhot.36a.42	sefaria.org/Mishneh_Torah,_Blessings.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.204.1	sefaria.org/Tur,_Orach_Chaim.204		Berakhot.36a.42	Mishneh_Torah,_Blessings.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.204.1	Tur,_Orach_Chaim.204
36a.42	8	ברכות	8.4						0	http://www.sefaria.org/Berakhot.36a.42	sefaria.org/Mishneh_Torah,_Blessings.8.4					Berakhot.36a.42	Mishneh_Torah,_Blessings.8.4			
36a.42	8	ברכות	8.6						0	http://www.sefaria.org/Berakhot.36a.42	sefaria.org/Mishneh_Torah,_Blessings.8.6					Berakhot.36a.42	Mishneh_Torah,_Blessings.8.6			
36a.42	8	ברכות	8.8						0	http://www.sefaria.org/Berakhot.36a.42	sefaria.org/Mishneh_Torah,_Blessings.8.8					Berakhot.36a.42	Mishneh_Torah,_Blessings.8.8			
36a.46	9					א"ח	203.8	א"ח	203	http://www.sefaria.org/Berakhot.36a.46			sefaria.org/Shulchan_Arukh,_Orach_Chayim.203.8	sefaria.org/Tur,_Orach_Chaim.203		Berakhot.36a.46			Shulchan_Arukh,_Orach_Chayim.203.8	Tur,_Orach_Chaim.203
36a.50	10	ברכות	8.6	עשין	27	א"ח	202.6	א"ח	202	http://www.sefaria.org/Berakhot.36a.50	sefaria.org/Mishneh_Torah,_Blessings.8.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.6	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36a.50	Mishneh_Torah,_Blessings.8.6	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.6	Tur,_Orach_Chaim.202
36a.57	20	מעשר שני ונטע רבעי	10.3	לאוין	136	י"ד	294.3	י"ד	294	http://www.sefaria.org/Berakhot.36a.57	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.10.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.136	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.294.3	sefaria.org/Tur,_Yoreh_Deah.294		Berakhot.36a.57	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.10.3	Sefer_Mitzvot_Gadol,_Volume_One.136	Shulchan_Arukh,_Yoreh_De'ah.294.3	Tur,_Yoreh_Deah.294
36a.64	30	תרומות	2.4						0	http://www.sefaria.org/Berakhot.36a.64	sefaria.org/Mishneh_Torah,_Heave_Offerings.2.4					Berakhot.36a.64	Mishneh_Torah,_Heave_Offerings.2.4			
36a.78	40	כלאים	5.20			י"ד	296.15	י"ד	296	http://www.sefaria.org/Berakhot.36a.78	sefaria.org/Mishneh_Torah,_Diverse_Species.5.20		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.296.15	sefaria.org/Tur,_Yoreh_Deah.296		Berakhot.36a.78	Mishneh_Torah,_Diverse_Species.5.20		Shulchan_Arukh,_Yoreh_De'ah.296.15	Tur,_Yoreh_Deah.296
36a.87	50	מאכלות אסורות	10.11	לאוין	144	י"ד	29.9	י"ד	29	http://www.sefaria.org/Berakhot.36a.87	sefaria.org/Mishneh_Torah,_Forbidden_Foods.10.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.144	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.29.9	sefaria.org/Tur,_Yoreh_Deah.29		Berakhot.36a.87	Mishneh_Torah,_Forbidden_Foods.10.11	Sefer_Mitzvot_Gadol,_Volume_One.144	Shulchan_Arukh,_Yoreh_De'ah.29.9	Tur,_Yoreh_Deah.29
36a.87	50					י"ד	294.10	י"ד	294	http://www.sefaria.org/Berakhot.36a.87			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.294.10	sefaria.org/Tur,_Yoreh_Deah.294		Berakhot.36a.87			Shulchan_Arukh,_Yoreh_De'ah.294.10	Tur,_Yoreh_Deah.294
36b.4	1					י"ד	294.1	י"ד	294	http://www.sefaria.org/Berakhot.36b.4			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.294.1	sefaria.org/Tur,_Yoreh_Deah.294		Berakhot.36b.4			Shulchan_Arukh,_Yoreh_De'ah.294.1	Tur,_Yoreh_Deah.294
36b.8	2	טומאת אוכלים	5.21						0	http://www.sefaria.org/Berakhot.36b.8	sefaria.org/Mishneh_Torah,_Defilement_of_Foods.5.21					Berakhot.36b.8	Mishneh_Torah,_Defilement_of_Foods.5.21			
36b.10	3	מעשר שני ונטע רבעי	9.13			י"ד	294.1	י"ד	294	http://www.sefaria.org/Berakhot.36b.10	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.13		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.294.1	sefaria.org/Tur,_Yoreh_Deah.294		Berakhot.36b.10	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.13		Shulchan_Arukh,_Yoreh_De'ah.294.1	Tur,_Yoreh_Deah.294
36b.10	4	מעשר שני ונטע רבעי	9.13			י"ד	294.1	י"ד	294	http://www.sefaria.org/Berakhot.36b.10	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.13		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.294.1	sefaria.org/Tur,_Yoreh_Deah.294		Berakhot.36b.10	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.13		Shulchan_Arukh,_Yoreh_De'ah.294.1	Tur,_Yoreh_Deah.294
36b.19	5	מעשר שני ונטע רבעי	9.13			י"ד	294.1	י"ד	294	http://www.sefaria.org/Berakhot.36b.19	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.13		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.294.1	sefaria.org/Tur,_Yoreh_Deah.294		Berakhot.36b.19	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.13		Shulchan_Arukh,_Yoreh_De'ah.294.1	Tur,_Yoreh_Deah.294
36b.27	6	שמיטה ויובל	5.18			א"ח	202.2	א"ח	202	http://www.sefaria.org/Berakhot.36b.27	sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.5.18		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.2	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.27	Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.5.18		Shulchan_Arukh,_Orach_Chayim.202.2	Tur,_Orach_Chaim.202
36b.32	7	שמיטה ויובל	5.18			א"ח	202.2	א"ח	202	http://www.sefaria.org/Berakhot.36b.32	sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.5.18		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.2	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.32	Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.5.18		Shulchan_Arukh,_Orach_Chayim.202.2	Tur,_Orach_Chaim.202
36b.40	8	ברכות	8.6	עשין	27	א"ח	202.6	א"ח	202	http://www.sefaria.org/Berakhot.36b.40	sefaria.org/Mishneh_Torah,_Blessings.8.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.6	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.40	Mishneh_Torah,_Blessings.8.6	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.6	Tur,_Orach_Chaim.202
36b.44	9	ברכות	8.7	עשין	27	א"ח	202.16	א"ח	202	http://www.sefaria.org/Berakhot.36b.44	sefaria.org/Mishneh_Torah,_Blessings.8.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.16	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.44	Mishneh_Torah,_Blessings.8.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.16	Tur,_Orach_Chaim.202
36b.44	9	שביתת עשור	2.6			א"ח	202.18	א"ח	202	http://www.sefaria.org/Berakhot.36b.44	sefaria.org/Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.18	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.44	Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		Shulchan_Arukh,_Orach_Chayim.202.18	Tur,_Orach_Chaim.202
36b.44	9					א"ח	612.8	א"ח	612	http://www.sefaria.org/Berakhot.36b.44			sefaria.org/Shulchan_Arukh,_Orach_Chayim.612.8	sefaria.org/Tur,_Orach_Chaim.612		Berakhot.36b.44			Shulchan_Arukh,_Orach_Chayim.612.8	Tur,_Orach_Chaim.612
36b.46	10	ברכות	8.7	עשין	27	א"ח	202.16	א"ח	202	http://www.sefaria.org/Berakhot.36b.46	sefaria.org/Mishneh_Torah,_Blessings.8.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.16	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.46	Mishneh_Torah,_Blessings.8.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.16	Tur,_Orach_Chaim.202
36b.46	10	שביתת עשור	2.6			א"ח	202.18	א"ח	202	http://www.sefaria.org/Berakhot.36b.46	sefaria.org/Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.18	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.46	Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		Shulchan_Arukh,_Orach_Chayim.202.18	Tur,_Orach_Chaim.202
36b.46	10					א"ח	612.8	א"ח	612	http://www.sefaria.org/Berakhot.36b.46			sefaria.org/Shulchan_Arukh,_Orach_Chayim.612.8	sefaria.org/Tur,_Orach_Chaim.612		Berakhot.36b.46			Shulchan_Arukh,_Orach_Chayim.612.8	Tur,_Orach_Chaim.612
36b.53	20	ברכות	8.7	עשין	27	א"ח	202.16	א"ח	202	http://www.sefaria.org/Berakhot.36b.53	sefaria.org/Mishneh_Torah,_Blessings.8.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.16	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.53	Mishneh_Torah,_Blessings.8.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.16	Tur,_Orach_Chaim.202
36b.53	20	שביתת עשור	2.6			א"ח	202.18	א"ח	202	http://www.sefaria.org/Berakhot.36b.53	sefaria.org/Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.18	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.53	Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		Shulchan_Arukh,_Orach_Chayim.202.18	Tur,_Orach_Chaim.202
36b.53	20					א"ח	612.8	א"ח	612	http://www.sefaria.org/Berakhot.36b.53			sefaria.org/Shulchan_Arukh,_Orach_Chayim.612.8	sefaria.org/Tur,_Orach_Chaim.612		Berakhot.36b.53			Shulchan_Arukh,_Orach_Chayim.612.8	Tur,_Orach_Chaim.612
36b.55	30	ברכות	8.7	עשין	27	א"ח	202.16	א"ח	202	http://www.sefaria.org/Berakhot.36b.55	sefaria.org/Mishneh_Torah,_Blessings.8.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.16	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.55	Mishneh_Torah,_Blessings.8.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.202.16	Tur,_Orach_Chaim.202
36b.55	30	שביתת עשור	2.6			א"ח	202.18	א"ח	202	http://www.sefaria.org/Berakhot.36b.55	sefaria.org/Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.18	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.36b.55	Mishneh_Torah,_Rest_on_the_Tenth_of_Tishrei.2.6		Shulchan_Arukh,_Orach_Chayim.202.18	Tur,_Orach_Chaim.202
36b.55	30					א"ח	612.8	א"ח	612	http://www.sefaria.org/Berakhot.36b.55			sefaria.org/Shulchan_Arukh,_Orach_Chayim.612.8	sefaria.org/Tur,_Orach_Chaim.612		Berakhot.36b.55			Shulchan_Arukh,_Orach_Chayim.612.8	Tur,_Orach_Chaim.612
36b.57	40					א"ח	203.6	א"ח	203	http://www.sefaria.org/Berakhot.36b.57			sefaria.org/Shulchan_Arukh,_Orach_Chayim.203.6	sefaria.org/Tur,_Orach_Chaim.203		Berakhot.36b.57			Shulchan_Arukh,_Orach_Chayim.203.6	Tur,_Orach_Chaim.203
36b.64	50	ברכות	3.4	עשין	27	א"ח	208.2	א"ח	208	http://www.sefaria.org/Berakhot.36b.64	sefaria.org/Mishneh_Torah,_Blessings.3.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.2	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.36b.64	Mishneh_Torah,_Blessings.3.4	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.2	Tur,_Orach_Chaim.208
36b.64	50					א"ח	208.9	א"ח	208	http://www.sefaria.org/Berakhot.36b.64			sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.9	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.36b.64			Shulchan_Arukh,_Orach_Chayim.208.9	Tur,_Orach_Chaim.208
36b.72	60	ברכות	3.4	עשין	27	א"ח	208.2	א"ח	208	http://www.sefaria.org/Berakhot.36b.72	sefaria.org/Mishneh_Torah,_Blessings.3.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.2	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.36b.72	Mishneh_Torah,_Blessings.3.4	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.2	Tur,_Orach_Chaim.208
36b.72	60					א"ח	208.9	א"ח	208	http://www.sefaria.org/Berakhot.36b.72			sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.9	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.36b.72			Shulchan_Arukh,_Orach_Chayim.208.9	Tur,_Orach_Chaim.208
37a.2	1	ברכות	3.10	עשין	27	א"ח	208.7	א"ח	208	http://www.sefaria.org/Berakhot.37a.2	sefaria.org/Mishneh_Torah,_Blessings.3.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.7	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.37a.2	Mishneh_Torah,_Blessings.3.10	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.7	Tur,_Orach_Chaim.208
37a.10	2	ברכות	3.4	עשין	27	א"ח	208.2	א"ח	208	http://www.sefaria.org/Berakhot.37a.10	sefaria.org/Mishneh_Torah,_Blessings.3.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.2	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.37a.10	Mishneh_Torah,_Blessings.3.4	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.2	Tur,_Orach_Chaim.208
37a.20	3	חמץ ומצה	5.1	לאוין	79	א"ח	453.1	א"ח	453	http://www.sefaria.org/Berakhot.37a.20	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.5.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.79	sefaria.org/Shulchan_Arukh,_Orach_Chayim.453.1	sefaria.org/Tur,_Orach_Chaim.453		Berakhot.37a.20	Mishneh_Torah,_Leavened_and_Unleavened_Bread.5.1	Sefer_Mitzvot_Gadol,_Volume_One.79	Shulchan_Arukh,_Orach_Chayim.453.1	Tur,_Orach_Chaim.453
37a.20	3	חמץ ומצה	6.1						0	http://www.sefaria.org/Berakhot.37a.20	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.6.1					Berakhot.37a.20	Mishneh_Torah,_Leavened_and_Unleavened_Bread.6.1			
37a.23	4	ברכות	3.2			א"ח	208.4	א"ח	208	http://www.sefaria.org/Berakhot.37a.23	sefaria.org/Mishneh_Torah,_Blessings.3.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.4	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.37a.23	Mishneh_Torah,_Blessings.3.2		Shulchan_Arukh,_Orach_Chayim.208.4	Tur,_Orach_Chaim.208
37a.24	5	ברכות	3.8	עשין	27	א"ח	168.10	א"ח	168	http://www.sefaria.org/Berakhot.37a.24	sefaria.org/Mishneh_Torah,_Blessings.3.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.10	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37a.24	Mishneh_Torah,_Blessings.3.8	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.168.10	Tur,_Orach_Chaim.168
37a.25	6	ברכות	3.10	עשין	27	א"ח	208.7	א"ח	208	http://www.sefaria.org/Berakhot.37a.25	sefaria.org/Mishneh_Torah,_Blessings.3.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.7	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.37a.25	Mishneh_Torah,_Blessings.3.10	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.7	Tur,_Orach_Chaim.208
37a.44	7	ברכות	3.10	עשין	27	א"ח	208.7	א"ח	208	http://www.sefaria.org/Berakhot.37a.44	sefaria.org/Mishneh_Torah,_Blessings.3.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.7	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.37a.44	Mishneh_Torah,_Blessings.3.10	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.7	Tur,_Orach_Chaim.208
37b.20	1	ברכות	3.4	עשין	27	א"ח	208.2	א"ח	208	http://www.sefaria.org/Berakhot.37b.20	sefaria.org/Mishneh_Torah,_Blessings.3.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.2	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.37b.20	Mishneh_Torah,_Blessings.3.4	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.208.2	Tur,_Orach_Chaim.208
37b.27	2	תמידים ומוספין	7.18						0	http://www.sefaria.org/Berakhot.37b.27	sefaria.org/Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.7.18					Berakhot.37b.27	Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.7.18			
37b.30	3	מעשה הקרבנות	13.10						0	http://www.sefaria.org/Berakhot.37b.30	sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.13.10					Berakhot.37b.30	Mishneh_Torah,_Sacrificial_Procedure.13.10			
37b.42	4	ברכות	3.8	עשין	27	א"ח	168.10	א"ח	168	http://www.sefaria.org/Berakhot.37b.42	sefaria.org/Mishneh_Torah,_Blessings.3.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.10	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37b.42	Mishneh_Torah,_Blessings.3.8	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.168.10	Tur,_Orach_Chaim.168
37b.44	5	ברכות	3.8	עשין	27	א"ח	168.10	א"ח	168	http://www.sefaria.org/Berakhot.37b.44	sefaria.org/Mishneh_Torah,_Blessings.3.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.10	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37b.44	Mishneh_Torah,_Blessings.3.8	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.168.10	Tur,_Orach_Chaim.168
37b.45	6	ביכורים ושאר מתנות כהונה שבגבולין	6.12	עשין	141	י"ד	329.5	י"ד	329	http://www.sefaria.org/Berakhot.37b.45	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.6.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.141	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.329.5	sefaria.org/Tur,_Yoreh_Deah.329		Berakhot.37b.45	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.6.12	Sefer_Mitzvot_Gadol,_Volume_Two.141	Shulchan_Arukh,_Yoreh_De'ah.329.5	Tur,_Yoreh_Deah.329
37b.45	6					א"ח	168.15	א"ח	168	http://www.sefaria.org/Berakhot.37b.45			sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.15	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37b.45			Shulchan_Arukh,_Orach_Chayim.168.15	Tur,_Orach_Chaim.168
