Berakhot		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
37b.52	7	ביכורים ושאר מתנות כהונה שבגבולין	6.12	עשין	141	י"ד	329.5	י"ד	329	http://www.sefaria.org/Berakhot.37b.52	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.6.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.141	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.329.5	sefaria.org/Tur,_Yoreh_Deah.329		Berakhot.37b.52	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.6.12	Sefer_Mitzvot_Gadol,_Volume_Two.141	Shulchan_Arukh,_Yoreh_De'ah.329.5	Tur,_Yoreh_Deah.329
37b.52	7					א"ח	168.15	א"ח	168	http://www.sefaria.org/Berakhot.37b.52			sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.15	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37b.52			Shulchan_Arukh,_Orach_Chayim.168.15	Tur,_Orach_Chaim.168
37b.56	8					א"ח	168.16	א"ח	168	http://www.sefaria.org/Berakhot.37b.56			sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.16	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37b.56			Shulchan_Arukh,_Orach_Chayim.168.16	Tur,_Orach_Chaim.168
37b.58	9					א"ח	168.16	א"ח	168	http://www.sefaria.org/Berakhot.37b.58			sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.16	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.37b.58			Shulchan_Arukh,_Orach_Chayim.168.16	Tur,_Orach_Chaim.168
37b.64	10	ביכורים ושאר מתנות כהונה שבגבולין	6.14	עשין	141	י"ד	328.7	י"ד	328	http://www.sefaria.org/Berakhot.37b.64	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.6.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.141	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.328.7	sefaria.org/Tur,_Yoreh_Deah.328		Berakhot.37b.64	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.6.14	Sefer_Mitzvot_Gadol,_Volume_Two.141	Shulchan_Arukh,_Yoreh_De'ah.328.7	Tur,_Yoreh_Deah.328
38a.6	1	ברכות	3.9			א"ח	168.15	א"ח	168	http://www.sefaria.org/Berakhot.38a.6	sefaria.org/Mishneh_Torah,_Blessings.3.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.15	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.38a.6	Mishneh_Torah,_Blessings.3.9		Shulchan_Arukh,_Orach_Chayim.168.15	Tur,_Orach_Chaim.168
38a.7	2	ברכות	3.9			א"ח	168.15	א"ח	168	http://www.sefaria.org/Berakhot.38a.7	sefaria.org/Mishneh_Torah,_Blessings.3.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.15	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.38a.7	Mishneh_Torah,_Blessings.3.9		Shulchan_Arukh,_Orach_Chayim.168.15	Tur,_Orach_Chaim.168
38a.9	3	חמץ ומצה	6.6			א"ח	461.2	א"ח	461	http://www.sefaria.org/Berakhot.38a.9	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.6.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.461.2	sefaria.org/Tur,_Orach_Chaim.461		Berakhot.38a.9	Mishneh_Torah,_Leavened_and_Unleavened_Bread.6.6		Shulchan_Arukh,_Orach_Chayim.461.2	Tur,_Orach_Chaim.461
38a.11	4	ברכות	8.4			א"ח	202.2	א"ח	202	http://www.sefaria.org/Berakhot.38a.11	sefaria.org/Mishneh_Torah,_Blessings.8.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.2	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.38a.11	Mishneh_Torah,_Blessings.8.4		Shulchan_Arukh,_Orach_Chayim.202.2	Tur,_Orach_Chaim.202
38a.16	5	תרומות	11.2						0	http://www.sefaria.org/Berakhot.38a.16	sefaria.org/Mishneh_Torah,_Heave_Offerings.11.2					Berakhot.38a.16	Mishneh_Torah,_Heave_Offerings.11.2			
38a.24	6	תרומות	11.2						0	http://www.sefaria.org/Berakhot.38a.24	sefaria.org/Mishneh_Torah,_Heave_Offerings.11.2					Berakhot.38a.24	Mishneh_Torah,_Heave_Offerings.11.2			
38a.26	7	ברכות	8.4			א"ח	202.7	א"ח	202	http://www.sefaria.org/Berakhot.38a.26	sefaria.org/Mishneh_Torah,_Blessings.8.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.7	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.38a.26	Mishneh_Torah,_Blessings.8.4		Shulchan_Arukh,_Orach_Chayim.202.7	Tur,_Orach_Chaim.202
38a.32	8	ברכות	3.3			א"ח	208.6	א"ח	208	http://www.sefaria.org/Berakhot.38a.32	sefaria.org/Mishneh_Torah,_Blessings.3.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.6	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.38a.32	Mishneh_Torah,_Blessings.3.3		Shulchan_Arukh,_Orach_Chayim.208.6	Tur,_Orach_Chaim.208
38a.35	8.1	שבת	21.33			א"ח	321.14	א"ח	321	http://www.sefaria.org/Berakhot.38a.35	sefaria.org/Mishneh_Torah,_Sabbath.21.33		sefaria.org/Shulchan_Arukh,_Orach_Chayim.321.14	sefaria.org/Tur,_Orach_Chaim.321		Berakhot.38a.35	Mishneh_Torah,_Sabbath.21.33		Shulchan_Arukh,_Orach_Chayim.321.14	Tur,_Orach_Chaim.321
38a.35	9.1	שבת	21.22						0	http://www.sefaria.org/Berakhot.38a.35	sefaria.org/Mishneh_Torah,_Sabbath.21.22					Berakhot.38a.35	Mishneh_Torah,_Sabbath.21.22			
38a.40	9	שבת	21.22			א"ח	328.37	א"ח	328	http://www.sefaria.org/Berakhot.38a.40	sefaria.org/Mishneh_Torah,_Sabbath.21.22		sefaria.org/Shulchan_Arukh,_Orach_Chayim.328.37	sefaria.org/Tur,_Orach_Chaim.328		Berakhot.38a.40	Mishneh_Torah,_Sabbath.21.22		Shulchan_Arukh,_Orach_Chayim.328.37	Tur,_Orach_Chaim.328
38b.5	1	ברכות	3.2	עשין	27	א"ח	167.2	א"ח	167	http://www.sefaria.org/Berakhot.38b.5	sefaria.org/Mishneh_Torah,_Blessings.3.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.2	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.38b.5	Mishneh_Torah,_Blessings.3.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.2	Tur,_Orach_Chaim.167
38b.9	2	ברכות	8.3	עשין	27	א"ח	205.1	א"ח	205	http://www.sefaria.org/Berakhot.38b.9	sefaria.org/Mishneh_Torah,_Blessings.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.205.1	sefaria.org/Tur,_Orach_Chaim.205		Berakhot.38b.9	Mishneh_Torah,_Blessings.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.205.1	Tur,_Orach_Chaim.205
38b.9	2					א"ח	202.12	א"ח	202	http://www.sefaria.org/Berakhot.38b.9			sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.12	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.38b.9			Shulchan_Arukh,_Orach_Chayim.202.12	Tur,_Orach_Chaim.202
38b.16	3	ברכות	8.3	עשין	27	א"ח	205.1	א"ח	205	http://www.sefaria.org/Berakhot.38b.16	sefaria.org/Mishneh_Torah,_Blessings.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.205.1	sefaria.org/Tur,_Orach_Chaim.205		Berakhot.38b.16	Mishneh_Torah,_Blessings.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.205.1	Tur,_Orach_Chaim.205
38b.16	3					א"ח	202.12	א"ח	202	http://www.sefaria.org/Berakhot.38b.16			sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.12	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.38b.16			Shulchan_Arukh,_Orach_Chayim.202.12	Tur,_Orach_Chaim.202
38b.21	4	ברכות	8.3	עשין	27	א"ח	205.1	א"ח	205	http://www.sefaria.org/Berakhot.38b.21	sefaria.org/Mishneh_Torah,_Blessings.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.205.1	sefaria.org/Tur,_Orach_Chaim.205		Berakhot.38b.21	Mishneh_Torah,_Blessings.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.205.1	Tur,_Orach_Chaim.205
38b.21	4					א"ח	202.12	א"ח	202	http://www.sefaria.org/Berakhot.38b.21			sefaria.org/Shulchan_Arukh,_Orach_Chayim.202.12	sefaria.org/Tur,_Orach_Chaim.202		Berakhot.38b.21			Shulchan_Arukh,_Orach_Chayim.202.12	Tur,_Orach_Chaim.202
38b.30	5	חמץ ומצה	6.6	עשין	40	א"ח	461.4	א"ח	461	http://www.sefaria.org/Berakhot.38b.30	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.6.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.40	sefaria.org/Shulchan_Arukh,_Orach_Chayim.461.4	sefaria.org/Tur,_Orach_Chaim.461		Berakhot.38b.30	Mishneh_Torah,_Leavened_and_Unleavened_Bread.6.6	Sefer_Mitzvot_Gadol,_Volume_Two.40	Shulchan_Arukh,_Orach_Chayim.461.4	Tur,_Orach_Chaim.461
38b.49	6	חמץ ומצה	7.13	עשין	41	א"ח	473.5	א"ח	473	http://www.sefaria.org/Berakhot.38b.49	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.7.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.41	sefaria.org/Shulchan_Arukh,_Orach_Chayim.473.5	sefaria.org/Tur,_Orach_Chaim.473		Berakhot.38b.49	Mishneh_Torah,_Leavened_and_Unleavened_Bread.7.13	Sefer_Mitzvot_Gadol,_Volume_Two.41	Shulchan_Arukh,_Orach_Chayim.473.5	Tur,_Orach_Chaim.473
38b.54	7	ברכות	1.2	עשין	27	א"ח	210.1	א"ח	210	http://www.sefaria.org/Berakhot.38b.54	sefaria.org/Mishneh_Torah,_Blessings.1.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.210.1	sefaria.org/Tur,_Orach_Chaim.210		Berakhot.38b.54	Mishneh_Torah,_Blessings.1.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.210.1	Tur,_Orach_Chaim.210
38b.54	7	ברכות	3.12						0	http://www.sefaria.org/Berakhot.38b.54	sefaria.org/Mishneh_Torah,_Blessings.3.12					Berakhot.38b.54	Mishneh_Torah,_Blessings.3.12			
39a.6	1	מאכלות אסורות	14.1			א"ח	486	א"ח	486	http://www.sefaria.org/Berakhot.39a.6	sefaria.org/Mishneh_Torah,_Forbidden_Foods.14.1		sefaria.org/Shulchan_Arukh,_Orach_Chayim.486	sefaria.org/Tur,_Orach_Chaim.486		Berakhot.39a.6	Mishneh_Torah,_Forbidden_Foods.14.1		Shulchan_Arukh,_Orach_Chayim.486	Tur,_Orach_Chaim.486
39a.23	2					א"ח	211.3	א"ח	211	http://www.sefaria.org/Berakhot.39a.23			sefaria.org/Shulchan_Arukh,_Orach_Chayim.211.3	sefaria.org/Tur,_Orach_Chaim.211		Berakhot.39a.23			Shulchan_Arukh,_Orach_Chayim.211.3	Tur,_Orach_Chaim.211
39a.32	3					א"ח	205.4	א"ח	205	http://www.sefaria.org/Berakhot.39a.32			sefaria.org/Shulchan_Arukh,_Orach_Chayim.205.4	sefaria.org/Tur,_Orach_Chaim.205		Berakhot.39a.32			Shulchan_Arukh,_Orach_Chayim.205.4	Tur,_Orach_Chaim.205
39a.37	4	ברכות	3.6			א"ח	208.2	א"ח	208	http://www.sefaria.org/Berakhot.39a.37	sefaria.org/Mishneh_Torah,_Blessings.3.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.208.2	sefaria.org/Tur,_Orach_Chaim.208		Berakhot.39a.37	Mishneh_Torah,_Blessings.3.6		Shulchan_Arukh,_Orach_Chayim.208.2	Tur,_Orach_Chaim.208
39a.43	5	ברכות	8.4	עשין	27	א"ח	205.2	א"ח	205	http://www.sefaria.org/Berakhot.39a.43	sefaria.org/Mishneh_Torah,_Blessings.8.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.205.2	sefaria.org/Tur,_Orach_Chaim.205		Berakhot.39a.43	Mishneh_Torah,_Blessings.8.4	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.205.2	Tur,_Orach_Chaim.205
39a.47	6	תרומות	15.12						0	http://www.sefaria.org/Berakhot.39a.47	sefaria.org/Mishneh_Torah,_Heave_Offerings.15.12					Berakhot.39a.47	Mishneh_Torah,_Heave_Offerings.15.12			
39a.47	6	טומאת אוכלים	1.7						0	http://www.sefaria.org/Berakhot.39a.47	sefaria.org/Mishneh_Torah,_Defilement_of_Foods.1.7					Berakhot.39a.47	Mishneh_Torah,_Defilement_of_Foods.1.7			
39b.7	1	ברכות	7.2	עשין	27	א"ח	167.1	א"ח	167	http://www.sefaria.org/Berakhot.39b.7	sefaria.org/Mishneh_Torah,_Blessings.7.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.1	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.39b.7	Mishneh_Torah,_Blessings.7.2	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.1	Tur,_Orach_Chaim.167
39b.12	2	ברכות	7.4	עשין	27	א"ח	168.1	א"ח	168	http://www.sefaria.org/Berakhot.39b.12	sefaria.org/Mishneh_Torah,_Blessings.7.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.1	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.39b.12	Mishneh_Torah,_Blessings.7.4	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.168.1	Tur,_Orach_Chaim.168
39b.15	3	תרומות	5.2						0	http://www.sefaria.org/Berakhot.39b.15	sefaria.org/Mishneh_Torah,_Heave_Offerings.5.2					Berakhot.39b.15	Mishneh_Torah,_Heave_Offerings.5.2			
39b.23	4	תרומות	5.1						0	http://www.sefaria.org/Berakhot.39b.23	sefaria.org/Mishneh_Torah,_Heave_Offerings.5.1					Berakhot.39b.23	Mishneh_Torah,_Heave_Offerings.5.1			
39b.30	5	ברכות	7.4	עשין	26	א"ח	168.1	א"ח	168	http://www.sefaria.org/Berakhot.39b.30	sefaria.org/Mishneh_Torah,_Blessings.7.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.26	sefaria.org/Shulchan_Arukh,_Orach_Chayim.168.1	sefaria.org/Tur,_Orach_Chaim.168		Berakhot.39b.30	Mishneh_Torah,_Blessings.7.4	Sefer_Mitzvot_Gadol,_Volume_Two.26	Shulchan_Arukh,_Orach_Chayim.168.1	Tur,_Orach_Chaim.168
39b.38	6	חמץ ומצה	8.6			א"ח	475.1	א"ח	475	http://www.sefaria.org/Berakhot.39b.38	sefaria.org/Mishneh_Torah,_Leavened_and_Unleavened_Bread.8.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.475.1	sefaria.org/Tur,_Orach_Chaim.475		Berakhot.39b.38	Mishneh_Torah,_Leavened_and_Unleavened_Bread.8.6		Shulchan_Arukh,_Orach_Chayim.475.1	Tur,_Orach_Chaim.475
39b.41	7	ברכות	7.4	עשין	29	א"ח	274.1	א"ח	274	http://www.sefaria.org/Berakhot.39b.41	sefaria.org/Mishneh_Torah,_Blessings.7.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.274.1	sefaria.org/Tur,_Orach_Chaim.274		Berakhot.39b.41	Mishneh_Torah,_Blessings.7.4	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.274.1	Tur,_Orach_Chaim.274
39b.41	7	שבת	30.9						0	http://www.sefaria.org/Berakhot.39b.41	sefaria.org/Mishneh_Torah,_Sabbath.30.9					Berakhot.39b.41	Mishneh_Torah,_Sabbath.30.9			
39b.44	8	ברכות	7.4	עשין	29	א"ח	274.1	א"ח	274	http://www.sefaria.org/Berakhot.39b.44	sefaria.org/Mishneh_Torah,_Blessings.7.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.274.1	sefaria.org/Tur,_Orach_Chaim.274		Berakhot.39b.44	Mishneh_Torah,_Blessings.7.4	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.274.1	Tur,_Orach_Chaim.274
39b.44	8	שבת	30.9						0	http://www.sefaria.org/Berakhot.39b.44	sefaria.org/Mishneh_Torah,_Sabbath.30.9					Berakhot.39b.44	Mishneh_Torah,_Sabbath.30.9			
39b.45	9	ברכות	7.3			א"ח	274.2	א"ח	274	http://www.sefaria.org/Berakhot.39b.45	sefaria.org/Mishneh_Torah,_Blessings.7.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.274.2	sefaria.org/Tur,_Orach_Chaim.274		Berakhot.39b.45	Mishneh_Torah,_Blessings.7.3		Shulchan_Arukh,_Orach_Chayim.274.2	Tur,_Orach_Chaim.274
39b.50	10					א"ח	394.2	א"ח	394	http://www.sefaria.org/Berakhot.39b.50			sefaria.org/Shulchan_Arukh,_Orach_Chayim.394.2	sefaria.org/Tur,_Orach_Chaim.394		Berakhot.39b.50			Shulchan_Arukh,_Orach_Chayim.394.2	Tur,_Orach_Chaim.394
40a.2	1	ברכות	1.8	עשין	27	א"ח	167.6	א"ח	167	http://www.sefaria.org/Berakhot.40a.2	sefaria.org/Mishneh_Torah,_Blessings.1.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.6	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.40a.2	Mishneh_Torah,_Blessings.1.8	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.6	Tur,_Orach_Chaim.167
40a.2	1					א"ח	206.3	א"ח	206	http://www.sefaria.org/Berakhot.40a.2			sefaria.org/Shulchan_Arukh,_Orach_Chayim.206.3	sefaria.org/Tur,_Orach_Chaim.206		Berakhot.40a.2			Shulchan_Arukh,_Orach_Chayim.206.3	Tur,_Orach_Chaim.206
40a.7	2	ברכות	1.8	עשין	27	א"ח	167.6	א"ח	167	http://www.sefaria.org/Berakhot.40a.7	sefaria.org/Mishneh_Torah,_Blessings.1.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.6	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.40a.7	Mishneh_Torah,_Blessings.1.8	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.6	Tur,_Orach_Chaim.167
40a.7	2					א"ח	206.3	א"ח	206	http://www.sefaria.org/Berakhot.40a.7			sefaria.org/Shulchan_Arukh,_Orach_Chayim.206.3	sefaria.org/Tur,_Orach_Chaim.206		Berakhot.40a.7			Shulchan_Arukh,_Orach_Chayim.206.3	Tur,_Orach_Chaim.206
40a.8	2.1	עבדים	9.8	עשין	87				0	http://www.sefaria.org/Berakhot.40a.8	sefaria.org/Mishneh_Torah,_Slaves.9.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.87				Berakhot.40a.8	Mishneh_Torah,_Slaves.9.8	Sefer_Mitzvot_Gadol,_Volume_Two.87		
40a.11	3	ברכות	7.3	עשין	27	א"ח	167.5	א"ח	167	http://www.sefaria.org/Berakhot.40a.11	sefaria.org/Mishneh_Torah,_Blessings.7.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.5	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.40a.11	Mishneh_Torah,_Blessings.7.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.5	Tur,_Orach_Chaim.167
40a.16	4	ברכות	7.3	עשין	27	א"ח	167.5	א"ח	167	http://www.sefaria.org/Berakhot.40a.16	sefaria.org/Mishneh_Torah,_Blessings.7.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.5	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.40a.16	Mishneh_Torah,_Blessings.7.3	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.5	Tur,_Orach_Chaim.167
40a.19	5	תפילין ומזוזה וספר תורה	4.18			א"ח	3.13	א"ח	3	http://www.sefaria.org/Berakhot.40a.19	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.18		sefaria.org/Shulchan_Arukh,_Orach_Chayim.3.13	sefaria.org/Tur,_Orach_Chaim.3		Berakhot.40a.19	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.18		Shulchan_Arukh,_Orach_Chayim.3.13	Tur,_Orach_Chaim.3
40a.24	6					א"ח	179.6	א"ח	179	http://www.sefaria.org/Berakhot.40a.24			sefaria.org/Shulchan_Arukh,_Orach_Chayim.179.6	sefaria.org/Tur,_Orach_Chaim.179		Berakhot.40a.24			Shulchan_Arukh,_Orach_Chayim.179.6	Tur,_Orach_Chaim.179
40a.24	6					א"ח	170.22	א"ח	170	http://www.sefaria.org/Berakhot.40a.24			sefaria.org/Shulchan_Arukh,_Orach_Chayim.170.22	sefaria.org/Tur,_Orach_Chaim.170		Berakhot.40a.24			Shulchan_Arukh,_Orach_Chayim.170.22	Tur,_Orach_Chaim.170
40a.28	7					א"ח	179.6	א"ח	179	http://www.sefaria.org/Berakhot.40a.28			sefaria.org/Shulchan_Arukh,_Orach_Chayim.179.6	sefaria.org/Tur,_Orach_Chaim.179		Berakhot.40a.28			Shulchan_Arukh,_Orach_Chayim.179.6	Tur,_Orach_Chaim.179
40a.28	7					א"ח	170.22	א"ח	170	http://www.sefaria.org/Berakhot.40a.28			sefaria.org/Shulchan_Arukh,_Orach_Chayim.170.22	sefaria.org/Tur,_Orach_Chaim.170		Berakhot.40a.28			Shulchan_Arukh,_Orach_Chayim.170.22	Tur,_Orach_Chaim.170
40a.31	8	דעות	4.2						0	http://www.sefaria.org/Berakhot.40a.31	sefaria.org/Mishneh_Torah,_Human_Dispositions.4.2					Berakhot.40a.31	Mishneh_Torah,_Human_Dispositions.4.2			
40a.36	9	דעות	4.9						0	http://www.sefaria.org/Berakhot.40a.36	sefaria.org/Mishneh_Torah,_Human_Dispositions.4.9					Berakhot.40a.36	Mishneh_Torah,_Human_Dispositions.4.9			
40a.39	10	דעות	4.9						0	http://www.sefaria.org/Berakhot.40a.39	sefaria.org/Mishneh_Torah,_Human_Dispositions.4.9					Berakhot.40a.39	Mishneh_Torah,_Human_Dispositions.4.9			
40a.54	20	ברכות	8.1	עשין	27	א"ח	205.1	א"ח	205	http://www.sefaria.org/Berakhot.40a.54	sefaria.org/Mishneh_Torah,_Blessings.8.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.205.1	sefaria.org/Tur,_Orach_Chaim.205		Berakhot.40a.54	Mishneh_Torah,_Blessings.8.1	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.205.1	Tur,_Orach_Chaim.205
40a.64	30	ברכות	8.10	עשין	27	א"ח	206.1	א"ח	206	http://www.sefaria.org/Berakhot.40a.64	sefaria.org/Mishneh_Torah,_Blessings.8.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.206.1	sefaria.org/Tur,_Orach_Chaim.206		Berakhot.40a.64	Mishneh_Torah,_Blessings.8.10	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.206.1	Tur,_Orach_Chaim.206
40a.73	40	ביכורים ושאר מתנות כהונה שבגבולין	4.12						0	http://www.sefaria.org/Berakhot.40a.73	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.4.12					Berakhot.40a.73	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.4.12			
40a.89	50					א"ח	203.2	א"ח	203	http://www.sefaria.org/Berakhot.40a.89			sefaria.org/Shulchan_Arukh,_Orach_Chayim.203.2	sefaria.org/Tur,_Orach_Chaim.203		Berakhot.40a.89			Shulchan_Arukh,_Orach_Chayim.203.2	Tur,_Orach_Chaim.203
40b.6	1	ברכות	8.10	עשין	27	א"ח	167.10	א"ח	167	http://www.sefaria.org/Berakhot.40b.6	sefaria.org/Mishneh_Torah,_Blessings.8.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.10	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.40b.6	Mishneh_Torah,_Blessings.8.10	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.167.10	Tur,_Orach_Chaim.167
40b.6	1					א"ח	206.1	א"ח	206	http://www.sefaria.org/Berakhot.40b.6			sefaria.org/Shulchan_Arukh,_Orach_Chayim.206.1	sefaria.org/Tur,_Orach_Chaim.206		Berakhot.40b.6			Shulchan_Arukh,_Orach_Chayim.206.1	Tur,_Orach_Chaim.206
40b.12	2	ברכות	1.5	עשין	27				0	http://www.sefaria.org/Berakhot.40b.12	sefaria.org/Mishneh_Torah,_Blessings.1.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27				Berakhot.40b.12	Mishneh_Torah,_Blessings.1.5	Sefer_Mitzvot_Gadol,_Volume_Two.27		
40b.19	3					א"ח	167.10	א"ח	167	http://www.sefaria.org/Berakhot.40b.19			sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.10	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.40b.19			Shulchan_Arukh,_Orach_Chayim.167.10	Tur,_Orach_Chaim.167
40b.19	3					א"ח	187.1	א"ח	187	http://www.sefaria.org/Berakhot.40b.19			sefaria.org/Shulchan_Arukh,_Orach_Chayim.187.1	sefaria.org/Tur,_Orach_Chaim.187		Berakhot.40b.19			Shulchan_Arukh,_Orach_Chayim.187.1	Tur,_Orach_Chaim.187
