"['Makkot 7b:2', 'Mishneh Torah, Murderer and the Preservation of Life 6:10']"
"['Leviticus 6:2', 'Mizrachi, Leviticus 6:2:1']"
"['Mizrachi, Leviticus 6:14:3', 'Rashi on Leviticus 6:14:3']"
"['Leviticus 7:7', 'Mizrachi, Leviticus 7:7:1']"
"['Leviticus 10:15', 'Mizrachi, Leviticus 10:15:3']"
"['Leviticus 11:8', 'Mizrachi, Leviticus 11:8:1']"
"['Mizrachi, Leviticus 12:4:4', 'Rashi on Leviticus 12:4:6']"
"['Leviticus 13:2', 'Mizrachi, Leviticus 13:2:2']"
"['Leviticus 14:11', 'Mizrachi, Leviticus 14:11:1']"
"['Mizrachi, Leviticus 14:46:3', 'Rashi on Leviticus 14:46:2']"
"['Leviticus 14:46', 'Mizrachi, Leviticus 14:46:3']"
"['Mizrachi, Leviticus 16:2:3', 'Rashi on Leviticus 16:2:3']"
"['Leviticus 16:4', 'Mizrachi, Leviticus 16:4:3']"
"['Leviticus 16:10', 'Mizrachi, Leviticus 16:10:2']"
"['Mizrachi, Leviticus 16:32:3', 'Rashi on Leviticus 16:32:3']"
"['Leviticus 18:10', 'Mizrachi, Leviticus 18:10:2']"
"['Leviticus 19:18', 'Mizrachi, Leviticus 19:18:1']"
"['Mizrachi, Leviticus 19:19:3', 'Rashi on Leviticus 19:19:2']"
"['Leviticus 19:20', 'Mizrachi, Leviticus 19:20:3']"
"['Leviticus 21:5', 'Mizrachi, Leviticus 21:5:5']"
"['Leviticus 21:11', 'Mizrachi, Leviticus 21:11:3']"
"['Mizrachi, Leviticus 23:16:2', 'Rashi on Leviticus 23:16:2']"
"['Leviticus 25:10', 'Mizrachi, Leviticus 25:10:1']"
"['Mizrachi, Leviticus 25:33:3', 'Rashi on Leviticus 25:33:3']"
"['Leviticus 26:21', 'Mizrachi, Leviticus 26:21:1']"
"['Leviticus 27:30', 'Mizrachi, Leviticus 27:30:2']"
"['Mizrachi, Numbers 1:1:1', 'Rashi on Numbers 1:1:1']"
"['Mizrachi, Numbers 2:3:1', 'Rashi on Numbers 2:3:1']"
"['Mizrachi, Numbers 3:46:2', 'Numbers 3:46']"
"['Mizrachi, Numbers 6:15:1', 'Rashi on Numbers 6:15:1']"
"['Mizrachi, Numbers 10:29:3', 'Rashi on Numbers 10:29:2']"
"['Mizrachi, Numbers 12:11:1', 'Numbers 12:11']"
"['Mizrachi, Numbers 14:24:3', 'Rashi on Numbers 14:24:3']"
"['Mizrachi, Numbers 14:41:1', 'Numbers 14:41']"
"['Mizrachi, Numbers 16:24:1', 'Rashi on Numbers 16:24:1']"
"['Mizrachi, Numbers 16:34:1', 'Rashi on Numbers 16:34:1']"
"['Mizrachi, Numbers 22:11:1', 'Numbers 22:11']"
"['Mizrachi, Numbers 22:11:2', 'Numbers 22:11']"
"['Mizrachi, Numbers 23:9:1', 'Numbers 23:9']"
"['Mizrachi, Numbers 23:10:1', 'Numbers 23:10']"
"['Mizrachi, Numbers 26:24:4', 'Rashi on Numbers 26:24:1']"
"['Mizrachi, Numbers 26:24:1', 'Numbers 26:24']"
"['Mizrachi, Numbers 27:7:2', 'Rashi on Numbers 27:7:3']"
"['Mizrachi, Numbers 28:15:1', 'Numbers 28:15']"
"['Mizrachi, Numbers 28:15:2', 'Numbers 28:15']"
"['Mizrachi, Numbers 28:31:2', 'Numbers 28:31']"
"['Mizrachi, Numbers 29:35:1', 'Numbers 29:35']"
"['Mizrachi, Numbers 31:42:1', 'Rashi on Numbers 31:42:1']"
"['Mizrachi, Numbers 34:17:1', 'Numbers 34:17']"
"['Mizrachi, Numbers 35:29:1', 'Numbers 35:29']"
"['Mizrachi, Exodus 1:10:2', 'Rashi on Exodus 1:10:2']"
"['Mizrachi, Exodus 12:9:1', 'Rashi on Exodus 12:9:2']"
"['Mizrachi, Exodus 19:13:1', 'Rashi on Exodus 19:13:1']"
"['Mizrachi, Exodus 21:31:1', 'Rashi on Exodus 21:31:2']"
"['Mizrachi, Exodus 25:6:2', 'Rashi on Exodus 25:6:2']"
"['Mizrachi, Exodus 26:17:2', 'Rashi on Exodus 26:17:2-3']"
"['Mizrachi, Exodus 27:20:4', 'Rashi on Exodus 27:20:2']"
"['Mizrachi, Exodus 36:7:1', 'Rashi on Exodus 36:7:1']"
"['Mizrachi, Genesis 1:1:3', 'Rashi on Genesis 1:1:1']"
"['Mizrachi, Genesis 3:24:2', 'Rashi on Genesis 3:24:1']"
"['Mizrachi, Genesis 9:22:1', 'Rashi on Genesis 9:22:2']"
"['Mizrachi, Genesis 14:10:1', 'Rashi on Genesis 14:10:1']"
"['Mizrachi, Genesis 14:13:4', 'Rashi on Genesis 14:13:2']"
"['Mizrachi, Genesis 14:13:5', 'Rashi on Genesis 14:13:3']"
"['Mizrachi, Genesis 17:10:1', 'Rashi on Genesis 17:10:3']"
"['Mizrachi, Genesis 37:23:1', 'Rashi on Genesis 37:23:1']"
"['Mizrachi, Leviticus 11:11:1', 'Rashi on Leviticus 11:11:1']"
"['Mizrachi, Numbers 19:22:1', 'Rashi on Numbers 19:22:1-3']"
"['Mizrachi, Deuteronomy 28:22:1', 'Rashi on Deuteronomy 28:22:5']"
"['Mizrachi, Exodus 20:21:1', 'Rashi on Exodus 20:21:3']"
"['Mizrachi, Exodus 21:20:1', 'Rashi on Exodus 21:20:1']"
"['Mizrachi, Genesis 4:15:3', 'Rashi on Genesis 4:15:2']"
"['Mizrachi, Genesis 29:12:1', 'Rashi on Genesis 29:12:2']"
"['Mizrachi, Leviticus 7:12:1', 'Rashi on Leviticus 7:12:2']"
"['Mizrachi, Leviticus 26:3:2', 'Rashi on Leviticus 26:3:2']"
"['Mizrachi, Exodus 23:8:1', 'Rashi on Exodus 23:8:4']"
"['Numbers 11:29', 'Rabbeinu Bahya, Bamidbar 11:29:1-2']"
"['Numbers 12:7', 'Rabbeinu Bahya, Bamidbar 12:7:1-3']"
"['Numbers 12:13', 'Rabbeinu Bahya, Bamidbar 12:13:1']"
"['Numbers 12:13', 'Rabbeinu Bahya, Bamidbar 12:13:2']"
"['Numbers 12:14', 'Rabbeinu Bahya, Bamidbar 12:14:1-4']"
"['Numbers 12:15', 'Rabbeinu Bahya, Bamidbar 12:15:1']"
"['Numbers 14:24', 'Rabbeinu Bahya, Bamidbar 14:24:1']"
"['Numbers 15:39', 'Rabbeinu Bahya, Bamidbar 15:39:1-2']"
"['Numbers 16:15', 'Rabbeinu Bahya, Bamidbar 16:15:1-2']"
"['Numbers 26:56', 'Rabbeinu Bahya, Bamidbar 26:56:1']"
"['Deuteronomy 1:41', 'Rabbeinu Bahya, Devarim 1:41:1']"
"['Deuteronomy 3:24', 'Rabbeinu Bahya, Devarim 3:24:1-5']"
"['Deuteronomy 3:29', 'Rabbeinu Bahya, Devarim 3:29:1']"
"['Deuteronomy 4:1', 'Rabbeinu Bahya, Devarim 4:1:1']"
"['Deuteronomy 4:2', 'Rabbeinu Bahya, Devarim 4:2:1']"
"['Deuteronomy 4:5', 'Rabbeinu Bahya, Devarim 4:5:1']"
"['Deuteronomy 4:6', 'Rabbeinu Bahya, Devarim 4:6:1']"
"['Deuteronomy 4:8', 'Rabbeinu Bahya, Devarim 4:8:1']"
"['Deuteronomy 4:19', 'Rabbeinu Bahya, Devarim 4:19:1']"
"['Deuteronomy 4:23', 'Rabbeinu Bahya, Devarim 4:23:1-2']"
"['Deuteronomy 4:26', 'Rabbeinu Bahya, Devarim 4:26:1-2']"
"['Deuteronomy 4:29', 'Rabbeinu Bahya, Devarim 4:29:1']"
"['Deuteronomy 7:26', 'Rabbeinu Bahya, Devarim 7:26:1']"
"['Deuteronomy 9:18', 'Rabbeinu Bahya, Devarim 9:18:1-3']"
"['Deuteronomy 10:6', 'Rabbeinu Bahya, Devarim 10:6:1-2']"
"['Deuteronomy 10:12', 'Rabbeinu Bahya, Devarim 10:12:1-4']"
"['Deuteronomy 10:14', 'Rabbeinu Bahya, Devarim 10:14:1-5']"
"['Deuteronomy 10:16', 'Rabbeinu Bahya, Devarim 10:16:1']"
"['Deuteronomy 10:16', 'Rabbeinu Bahya, Devarim 10:16:2']"
"['Deuteronomy 10:18', 'Rabbeinu Bahya, Devarim 10:18:1']"
"['Deuteronomy 13:15', 'Rabbeinu Bahya, Devarim 13:15:1']"
"['Deuteronomy 13:16', 'Rabbeinu Bahya, Devarim 13:16:1']"
"['Deuteronomy 14:4', 'Rabbeinu Bahya, Devarim 14:4:1']"
"['Deuteronomy 14:7', 'Rabbeinu Bahya, Devarim 14:7:1']"
"['Deuteronomy 14:21', 'Rabbeinu Bahya, Devarim 14:21:1']"
"['Deuteronomy 14:22', 'Rabbeinu Bahya, Devarim 14:22:1']"
"['Deuteronomy 14:23', 'Rabbeinu Bahya, Devarim 14:23:1-2']"
"['Deuteronomy 14:28', 'Rabbeinu Bahya, Devarim 14:28:1']"
"['Deuteronomy 15:1', 'Rabbeinu Bahya, Devarim 15:1:1-2']"
"['Deuteronomy 15:2', 'Rabbeinu Bahya, Devarim 15:2:1']"
"['Deuteronomy 15:3', 'Rabbeinu Bahya, Devarim 15:3:1']"
"['Deuteronomy 15:4', 'Rabbeinu Bahya, Devarim 15:4:1-3']"
"['Deuteronomy 15:7', 'Rabbeinu Bahya, Devarim 15:7:1']"
"['Deuteronomy 15:14', 'Rabbeinu Bahya, Devarim 15:14:1']"
"['Deuteronomy 15:17', 'Rabbeinu Bahya, Devarim 15:17:1']"
"['Deuteronomy 15:20', 'Rabbeinu Bahya, Devarim 15:20:1']"
"['Deuteronomy 15:22', 'Rabbeinu Bahya, Devarim 15:22:1']"
"['Deuteronomy 16:3', 'Rabbeinu Bahya, Devarim 16:3:1']"
"['Deuteronomy 16:6', 'Rabbeinu Bahya, Devarim 16:6:1']"
"['Deuteronomy 16:7', 'Rabbeinu Bahya, Devarim 16:7:1']"
"['Deuteronomy 16:7', 'Rabbeinu Bahya, Devarim 16:7:2']"
"['Deuteronomy 16:9', 'Rabbeinu Bahya, Devarim 16:9:1']"
"['Deuteronomy 16:9', 'Rabbeinu Bahya, Devarim 16:9:2']"
"['Deuteronomy 16:15', 'Rabbeinu Bahya, Devarim 16:15:1-2']"
"['Deuteronomy 24:13', 'Rabbeinu Bahya, Devarim 24:13:1-2']"
"['Deuteronomy 29:27', 'Rabbeinu Bahya, Devarim 29:27:1']"
"['Deuteronomy 32:34', 'Rabbeinu Bahya, Devarim 32:34:1-3']"
"['Deuteronomy 32:46', 'Rabbeinu Bahya, Devarim 32:46:1']"
"['Deuteronomy 32:47', 'Rabbeinu Bahya, Devarim 32:47:1-2']"
"['Deuteronomy 33:2', 'Rabbeinu Bahya, Devarim 33:2:1-3']"
"['Deuteronomy 33:2', 'Rabbeinu Bahya, Devarim 33:2:4-5']"
"['Deuteronomy 33:3', 'Rabbeinu Bahya, Devarim 33:3:1-2']"
"['Deuteronomy 33:4', 'Rabbeinu Bahya, Devarim 33:4:1-3']"
"['Deuteronomy 33:6', 'Rabbeinu Bahya, Devarim 33:6:2-5']"
"['Deuteronomy 33:7', 'Rabbeinu Bahya, Devarim 33:7:1-2']"
"['Deuteronomy 33:8', 'Rabbeinu Bahya, Devarim 33:8:1-5']"
"['Deuteronomy 33:9', 'Rabbeinu Bahya, Devarim 33:9:1']"
"['Deuteronomy 33:12', 'Rabbeinu Bahya, Devarim 33:12:1']"
"['Deuteronomy 33:12', 'Rabbeinu Bahya, Devarim 33:12:2-5']"
"['Deuteronomy 33:26', 'Rabbeinu Bahya, Devarim 33:26:1-4']"
"['Deuteronomy 33:29', 'Rabbeinu Bahya, Devarim 33:29:1']"
"['Deuteronomy 34:1', 'Rabbeinu Bahya, Devarim 34:1:1']"
"['Deuteronomy 34:4', 'Rabbeinu Bahya, Devarim 34:4:1']"
"['Deuteronomy 34:5', 'Rabbeinu Bahya, Devarim 34:5:1-3']"
"['Deuteronomy 34:7', 'Rabbeinu Bahya, Devarim 34:7:1']"
"['Deuteronomy 34:12', 'Rabbeinu Bahya, Devarim 34:12:1']"
"['Deuteronomy 34:12', 'Rabbeinu Bahya, Devarim 34:12:2-5']"
"['Exodus 8:18', 'Rabbeinu Bahya, Shemot 8:18:2-3']"
"['Exodus 11:1', 'Rabbeinu Bahya, Shemot 11:1:1']"
"['Exodus 12:1', 'Rabbeinu Bahya, Shemot 12:1:1']"
"['Exodus 12:8', 'Rabbeinu Bahya, Shemot 12:8:1-3']"
"['Exodus 14:7', 'Rabbeinu Bahya, Shemot 14:7:1']"
"['Exodus 14:11', 'Rabbeinu Bahya, Shemot 14:11:1-2']"
"['Exodus 14:14', 'Rabbeinu Bahya, Shemot 14:14:1-2']"
"['Exodus 14:15', 'Rabbeinu Bahya, Shemot 14:15:1-2']"
"['Exodus 14:16', 'Rabbeinu Bahya, Shemot 14:16:1']"
"['Exodus 14:20', 'Rabbeinu Bahya, Shemot 14:20:1-4']"
"['Exodus 14:27', 'Rabbeinu Bahya, Shemot 14:27:4']"
"['Exodus 14:31', 'Rabbeinu Bahya, Shemot 14:31:1-4']"
"['Exodus 18:20', 'Rabbeinu Bahya, Shemot 18:20:1']"
"['Exodus 18:21', 'Rabbeinu Bahya, Shemot 18:21:1']"
"['Exodus 18:22', 'Rabbeinu Bahya, Shemot 18:22:1']"
"['Exodus 19:2', 'Rabbeinu Bahya, Shemot 19:2:1-2']"
"['Exodus 19:6', 'Rabbeinu Bahya, Shemot 19:6:1-2']"
"['Exodus 19:9', 'Rabbeinu Bahya, Shemot 19:9:1']"
"['Exodus 19:10', 'Rabbeinu Bahya, Shemot 19:10:1']"
"['Exodus 19:13', 'Rabbeinu Bahya, Shemot 19:13:4']"
"['Exodus 19:16', 'Rabbeinu Bahya, Shemot 19:16:1']"
"['Exodus 19:17', 'Rabbeinu Bahya, Shemot 19:17:1']"
"['Exodus 19:18', 'Rabbeinu Bahya, Shemot 19:18:1']"
"['Exodus 19:24', 'Rabbeinu Bahya, Shemot 19:24:1-2']"
"['Exodus 20:1', 'Rabbeinu Bahya, Shemot 20:1:1-18']"
"['Exodus 20:2', 'Rabbeinu Bahya, Shemot 20:2:1-3']"
"['Exodus 20:3', 'Rabbeinu Bahya, Shemot 20:3:1']"
"['Exodus 20:3', 'Rabbeinu Bahya, Shemot 20:3:2-3']"
"['Exodus 20:4', 'Rabbeinu Bahya, Shemot 20:4:1-2']"
"['Exodus 20:5', 'Rabbeinu Bahya, Shemot 20:5:1-2']"
"['Exodus 21:18', 'Rabbeinu Bahya, Shemot 21:18:1-2']"
"['Exodus 21:19', 'Rabbeinu Bahya, Shemot 21:19:1']"
"['Exodus 21:20', 'Rabbeinu Bahya, Shemot 21:20:1-3']"
"['Exodus 21:22', 'Rabbeinu Bahya, Shemot 21:22:1']"
"['Exodus 21:23', 'Rabbeinu Bahya, Shemot 21:23:1-2']"
"['Exodus 21:30', 'Rabbeinu Bahya, Shemot 21:30:2']"
"['Exodus 21:32', 'Rabbeinu Bahya, Shemot 21:32:1']"
"['Exodus 21:37', 'Rabbeinu Bahya, Shemot 21:37:1-3']"
"['Exodus 22:7', 'Rabbeinu Bahya, Shemot 22:7:1']"
"['Exodus 22:10', 'Rabbeinu Bahya, Shemot 22:10:1']"
"['Exodus 22:17', 'Rabbeinu Bahya, Shemot 22:17:1-4']"
"['Exodus 22:19', 'Rabbeinu Bahya, Shemot 22:19:1-2']"
"['Exodus 25:9', 'Rabbeinu Bahya, Shemot 25:9:1-2']"
"['Exodus 25:12', 'Rabbeinu Bahya, Shemot 25:12:1']"
"['Exodus 25:15', 'Rabbeinu Bahya, Shemot 25:15:1']"
"['Exodus 25:18', 'Rabbeinu Bahya, Shemot 25:18:1-16']"
"['Exodus 25:20', 'Rabbeinu Bahya, Shemot 25:20:1']"
"['Exodus 25:24', 'Rabbeinu Bahya, Shemot 25:24:1']"
"['Exodus 25:29', 'Rabbeinu Bahya, Shemot 25:29:1-2']"
"['Exodus 25:30', 'Rabbeinu Bahya, Shemot 25:30:1-3']"
"['Exodus 25:38', 'Rabbeinu Bahya, Shemot 25:38:1-4']"
"['Exodus 26:1', 'Rabbeinu Bahya, Shemot 26:1:1']"
"['Exodus 26:25', 'Rabbeinu Bahya, Shemot 26:25:1']"
"['Exodus 28:2', 'Rabbeinu Bahya, Shemot 28:2:1-3']"
"['Exodus 33:20', 'Rabbeinu Bahya, Shemot 33:20:1-3']"
"['Exodus 34:1', 'Rabbeinu Bahya, Shemot 34:1:1-2']"
"['Exodus 34:21', 'Rabbeinu Bahya, Shemot 34:21:1']"
"['Exodus 35:2', 'Rabbeinu Bahya, Shemot 35:2:1']"
"['Exodus 38:22', 'Rabbeinu Bahya, Shemot 38:22:1-2']"
"['Exodus 40:18', 'Rabbeinu Bahya, Shemot 40:18:1']"
"['Exodus 40:38', 'Rabbeinu Bahya, Shemot 40:38:1-4']"
"['Genesis 32:3', 'Rabbeinu Bahya, Bereshit 32:3:1-2']"
"['Genesis 32:4', 'Rabbeinu Bahya, Bereshit 32:4:6-7']"
"['Genesis 32:30', 'Rabbeinu Bahya, Bereshit 32:30:1-2']"
"['Numbers 31:23', 'Rabbeinu Bahya, Bamidbar 31:23:2']"
"['Numbers 35:16', 'Rabbeinu Bahya, Bamidbar 35:16:1']"
"['Numbers 35:22', 'Rabbeinu Bahya, Bamidbar 35:22:1']"
"['Genesis 6:2', 'Rabbeinu Bahya, Bereshit 6:2:1-2']"
"['Exodus 24:17', 'Rabbeinu Bahya, Shemot 24:17:1']"
"['Genesis 42:28', 'Rabbeinu Bahya, Bereshit 42:28:1']"
"['Deuteronomy 33:15', 'Rabbeinu Bahya, Devarim 33:15:1']"
"['Deuteronomy 33:16', 'Rabbeinu Bahya, Devarim 33:16:1-2']"
"['Deuteronomy 33:16', 'Rabbeinu Bahya, Devarim 33:16:3']"
"['Genesis 17:22', 'Rabbeinu Bahya, Bereshit 17:22:1']"
"['Genesis 17:24', 'Rabbeinu Bahya, Bereshit 17:24:1-3']"
"['Genesis 27:9', 'Rabbeinu Bahya, Bereshit 27:9:1']"
"['Genesis 27:19', 'Rabbeinu Bahya, Bereshit 27:19:1-2']"
"['Genesis 1:11', 'Rabbeinu Bahya, Bereshit 1:11:1']"
"['Genesis 6:12', 'Rabbeinu Bahya, Bereshit 6:12:2-3']"
"['Genesis 7:22', 'Rabbeinu Bahya, Bereshit 7:22:3']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 341:18', 'Shulchan Arukh, Choshen Mishpat 341:8']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 373:4', 'Shulchan Arukh, Choshen Mishpat 373:1']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 373:5', 'Shulchan Arukh, Choshen Mishpat 373:1']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 377:1', 'Shulchan Arukh, Choshen Mishpat 377:1']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 388:87', 'Shulchan Arukh, Choshen Mishpat 388:15']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 398:7', 'Shulchan Arukh, Choshen Mishpat 398:5']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 410:17', 'Shulchan Arukh, Choshen Mishpat 410:7']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 420:54', 'Shulchan Arukh, Choshen Mishpat 420:38']"
"['Beur HaGra on Shulchan Arukh, Choshen Mishpat 422:2', 'Shulchan Arukh, Choshen Mishpat 422:1']"
"['Bava Batra 40a:2-6', 'Mordechai on Bava Batra 3:15']"
"['Bava Batra 175b:1-18', 'Mordechai on Bava Batra 10:44']"
"['Gittin 56a:8', 'Taanit 19b:15-20a:4']"
"[""Likutei Halachot, Orach Chaim, Laws of Washing One's Hands for a Meal 4:10-6:1"", 'Likutei Moharan, Part II 7:8']"
"['Guide for the Perplexed, Part 3 23:5', 'Job 33:15']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 554:30"", 'Shulchan Arukh, Orach Chayim 554:21']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 562:17"", 'Shulchan Arukh, Orach Chayim 562:10']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 567:4"", 'Shulchan Arukh, Orach Chayim 567:2']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 568:8"", 'Shulchan Arukh, Orach Chayim 568:4']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 575:25"", 'Shulchan Arukh, Orach Chayim 575:7']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 575:38"", 'Shulchan Arukh, Orach Chayim 575:11']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 576:3"", 'Shulchan Arukh, Orach Chayim 576:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 576:33"", 'Shulchan Arukh, Orach Chayim 576:14']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 579:12"", 'Shulchan Arukh, Orach Chayim 579:2']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 585:3"", 'Shulchan Arukh, Orach Chayim 585:2']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 586:30"", 'Shulchan Arukh, Orach Chayim 586:11']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 598:1"", 'Shulchan Arukh, Orach Chayim 598:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 599:1"", 'Shulchan Arukh, Orach Chayim 599:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 600:1"", 'Shulchan Arukh, Orach Chayim 600:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 600:2"", 'Shulchan Arukh, Orach Chayim 600:2']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 612:22"", 'Shulchan Arukh, Orach Chayim 612:10']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 618:13"", 'Shulchan Arukh, Orach Chayim 618:7']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 629:20"", 'Shulchan Arukh, Orach Chayim 629:11']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 633:2"", 'Shulchan Arukh, Orach Chayim 633:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 633:16"", 'Shulchan Arukh, Orach Chayim 633:9']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 639:10"", 'Shulchan Arukh, Orach Chayim 639:3']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 640:11"", 'Shulchan Arukh, Orach Chayim 640:4']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 640:12"", 'Shulchan Arukh, Orach Chayim 640:5']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 646:4"", 'Shulchan Arukh, Orach Chayim 646:2']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 650:5"", 'Shulchan Arukh, Orach Chayim 650:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 651:1"", 'Shulchan Arukh, Orach Chayim 651:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 652:6"", 'Shulchan Arukh, Orach Chayim 652:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 658:11"", 'Shulchan Arukh, Orach Chayim 658:6']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 665:2"", 'Shulchan Arukh, Orach Chayim 665:1']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 685:5"", 'Shulchan Arukh, Orach Chayim 685:3']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 687:3"", 'Shulchan Arukh, Orach Chayim 687:2']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 690:7"", 'Shulchan Arukh, Orach Chayim 690:3']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 691:14"", 'Shulchan Arukh, Orach Chayim 691:3']"
"[""Be'er HaGolah on Shulchan Arukh, Orach Chayim 691:25"", 'Shulchan Arukh, Orach Chayim 691:8']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 4:7"", 'Shulchan Arukh, Orach Chayim 4:7']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 14:6"", 'Shulchan Arukh, Orach Chayim 14:3']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 15:2"", 'Shulchan Arukh, Orach Chayim 15:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 24:2"", 'Shulchan Arukh, Orach Chayim 24:4']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 38:12"", 'Shulchan Arukh, Orach Chayim 38:10']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 42:6"", 'Shulchan Arukh, Orach Chayim 42:3']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 55:6"", 'Shulchan Arukh, Orach Chayim 55:3']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 55:8"", 'Shulchan Arukh, Orach Chayim 55:5']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 93:4"", 'Shulchan Arukh, Orach Chayim 93:4']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 117:4"", 'Shulchan Arukh, Orach Chayim 117:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 117:6"", 'Shulchan Arukh, Orach Chayim 117:2']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 117:7"", 'Shulchan Arukh, Orach Chayim 117:3']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 117:8"", 'Shulchan Arukh, Orach Chayim 117:4']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 125:3"", 'Shulchan Arukh, Orach Chayim 125:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 126:4"", 'Shulchan Arukh, Orach Chayim 126:3']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 128:78"", 'Shulchan Arukh, Orach Chayim 128:44']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 128:83"", 'Shulchan Arukh, Orach Chayim 128:45']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 152:2"", 'Shulchan Arukh, Orach Chayim 152:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 153:17"", 'Shulchan Arukh, Orach Chayim 153:8']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 154:10"", 'Shulchan Arukh, Orach Chayim 154:6']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 154:11"", 'Shulchan Arukh, Orach Chayim 154:6']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 170:2"", 'Shulchan Arukh, Orach Chayim 170:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 170:3"", 'Shulchan Arukh, Orach Chayim 170:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 197:1"", 'Shulchan Arukh, Orach Chayim 197:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 197:5"", 'Shulchan Arukh, Orach Chayim 197:3']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 216:6"", 'Shulchan Arukh, Orach Chayim 216:2']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 229:1"", 'Shulchan Arukh, Orach Chayim 229:1']"
"[""Sha'arei Teshuvah on Shulchan Arukh, Orach Chayim 365:5"", 'Shulchan Arukh, Orach Chayim 365:8']"
