chinukh,smk,rambam,smg,mishneh,shulchanArukh,pasuk
383,[]," מצוות לא תעשה קכ""א"," לאוין שנ""ז","רמב""ם הלכות קרבן פסח פרק י' הלכה טו'",[],"במדבר ט, יב.]."
383,[],"[u'Negative Commandments', 121]","[u'Negative Commandments', 357]","[u'Mishneh Torah, Paschal Offering 10:15']",[],[u'Numbers 9']
384,[]," מצוות עשה נ""ט"," עשין ק""ע","רמב""ם הלכות תעניות פרק א' הלכות א'-ד'"," אורח חיים סימן תקע""ו","במדבר י, י."
384,[],"[u'Positive Commandments', 59]","[u'Positive Commandments', 170]","[u'Mishneh Torah, Fasts 1:1-4']","[u'Shulchan Arukh, Orach Chayim 576']",[u'Numbers 10:10']
385," סימן רמ""ה."," מצוות עשה קל""ג"," עשין קמ""א","רמב""ם הלכות בכורים פרקים ה'-ח'", יורה דעה ,"במדבר טו, כ. "
385,[245],"[u'Positive Commandments', 133]","[u'Positive Commandments', 141]","[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 5-8']","[u""Shulchan Arukh, Yoreh De'ah""]",[u'Numbers 15:20']
386," סימן ל""א."," מצוות עשה י""ד"," עשין כ""ו","רמב""ם הלכות ציצית", אורח חיים סימן ח'-כז',במדבר טו. לח.
386,[31],"[u'Positive Commandments', 14]","[u'Positive Commandments', 26]","[u'Mishneh Torah, Fringes']","[u'Shulchan Arukh, Orach Chayim 8-27']",[u'Numbers 15:38']
387," סימן י""ב."," לא תעשה מ""ז"," לאוין ט""ו","רמב""ם הלכות עבודת כוכבים פרק ב' הלכה ג'",[],"במדבר טו, לט."
387,[12],"[u'Negative Commandments', 47]","[u'Negative Commandments', 15]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 2:3']",[],[u'Numbers 15:39']
388,[]," מצוות עשה כ""ב"," עשין קס""ה","רמב""ם הלכות בית הבחירה פרק ח'",[],"במדבר יח, ג. |במדבר יח, ד."
388,[],"[u'Positive Commandments', 22]","[u'Positive Commandments', 165]","[u'Mishneh Torah, The Chosen Temple 8']",[],"[[u'Numbers 18:3'], [u'Numbers 18:4']]"
389,[]," מצוות לא תעשה ע""ב"," לאוין רצ""ז","רמב""ם הלכות כלי המקדש פרק ג' הלכות ט'-יא'",[],"במדבר יח, ג."
389,[],"[u'Negative Commandments', 72]","[u'Negative Commandments', 297]","[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 3:9-11']",[],[u'Numbers 18:3']
390,[]," לא תעשה ע""ד"," לאוין ש""ט","רמב""ם הלכות ביאת המקדש פרק ט'",[],"במדבר יח, ד."
390,[],"[u'Negative Commandments', 74]","[u'Negative Commandments', 309]","[u'Mishneh Torah, Admission into the Sanctuary 9']",[],[u'Numbers 18:4']
391,[]," מצוות לא תעשה ס""ז",[],"רמב""ם הלכות בית הבחירה פרק ח' הלכה ג'",[],"במדבר יח, ה."
391,[],"[u'Negative Commandments', 67]",[],"[u'Mishneh Torah, The Chosen Temple 8:3']",[],[u'Numbers 18:5']
392," סימן רמ""ד.", מצוות עשה פ'," עשין קמ""ד","רמב""ם הלכות בכורים פרק י""א"," יורה דעה סימן ש""ה","במדבר יח, טו."
392,[244],"[u'Positive Commandments', 80]","[u'Positive Commandments', 144]","[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 11']","[u""Shulchan Arukh, Yoreh De'ah 305""]",[u'Numbers 18:15']
393,[]," לא תעשה ק""ח"," לאוין שמ""ג","רמב""ם הלכות בכורות פרק א' הלכה יז'"," יורה דעה סימן שכ""א","במדבר יח, יז."
393,[],"[u'Negative Commandments', 108]","[u'Negative Commandments', 343]","[u'Mishneh Torah, Firstlings 1:17']","[u""Shulchan Arukh, Yoreh De'ah 321""]",[u'Numbers 18:17']
394,[]," מצוות עשה כ""ג"," עשין קס""ט","רמב""ם הלכות כלי המקדש והעובדים בו פרק ג'",[],"במדבר יח, כג."
394,[],"[u'Positive Commandments', 23]","[u'Positive Commandments', 169]","[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein']",[],[u'Numbers 18:23']
395,[]," מצוות עשה קכ""ז, "," עשין קל""ה","רמב""ם הלכות מעשר פרק א'"," יורה דעה סימן של""א","במדבר יח, כד."
395,[],"[u'Positive Commandments', 127]","[u'Positive Commandments', 135]","[u""Mishneh Torah, Second Tithes and Fourth Year's Fruit 1""]","[u""Shulchan Arukh, Yoreh De'ah 331""]",[u'Numbers 18:24']
396,[]," מצוות עשה קכ""ט"," עשין קל""ד","רמב""ם הלכות תרומות פרק ג'"," יורה דעה סימן של""א","במדבר יח, כו."
396,[],"[u'Positive Commandments', 129]","[u'Positive Commandments', 134]","[u'Mishneh Torah, Heave Offerings 3']","[u""Shulchan Arukh, Yoreh De'ah 331""]",[u'Numbers 18:26']
397,[]," מצוות עשה קי""ג | מצוות עשה ק""ז"," עשין רל""ב | עשין רל""א","רמב""ם הלכות פרה אדומה פרקים א'-ה' |רמב""ם הלכות טומאת מת"," יורה דעה סימנים שס""ט, שע""ד","במדבר יט, ב. |במדבר יט, יד."
397,[],"[[u'Positive Commandments', 113], [u'Positive Commandments', 107]]","[[u'Positive Commandments', 232], [u'Positive Commandments', 231]]","[[u'Mishneh Torah, Red Heifer 1-5'], [u'Mishneh Torah, Defilement by a Corpse']]","[u""Shulchan Arukh, Yoreh De'ah 369""]","[[u'Numbers 19:2'], [u'Numbers 19:14']]"
398,[]," מצוות עשה ק""ז"," עשין רל""א","רמב""ם הלכות טומאת מת"," יורה דעה סימנים שס""ט, שע""ד",[]
398,[],"[u'Positive Commandments', 107]","[u'Positive Commandments', 231]","[u'Mishneh Torah, Defilement by a Corpse']","[u""Shulchan Arukh, Yoreh De'ah 369""]",[]
399,[]," מצוות עשה ק""ח"," עשין רל""ג","רמב""ם הלכות פרה אדומה פרקים ו'-טו'",[],"במדבר יט, יט-כ. "
399,[],"[u'Positive Commandments', 108]","[u'Positive Commandments', 233]","[u'Mishneh Torah, Red Heifer 6-15']",[],[u'Numbers 19:19-20']
400,[]," מצוות עשה רמ""ח"," עשין צ""ו","רמב""ם הלכות נחלות"," חושן משפט סימן רע""ו-רפ""ט","במדבר כז, ח."
400,[],"[u'Positive Commandments', 248]","[u'Positive Commandments', 96]","[u'Mishneh Torah, Inheritances']","[u'Shulchan Arukh, Choshen Mishpat 276-289']",[u'Numbers 27:8']
401,[]," מצוות עשה ל""ט"," עשין ק""צ","רמב""ם הלכות תמידין ומוספין פרק א'",[],"במדבר כח, ג-ד."
401,[],"[u'Positive Commandments', 39]","[u'Positive Commandments', 190]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 1']",[],[u'Numbers 28:3-4']
402,[]," מצוות עשה מ""א"," עשין קצ""ה","רמב""ם הלכות תמידין ומוספין פרק ד' הלכה ט'",[],"במדבר כח, ט."
402,[],"[u'Positive Commandments', 41]","[u'Positive Commandments', 195]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 4:9']",[],[u'Numbers 28:9']
403,[]," מצוות עשה מ""ב"," עשין קצ""ו","רמב""ם הלכות תמידין ומוספין פרק ז' הלכה א'",[],"במדבר כח, יא-טו."
403,[],"[u'Positive Commandments', 42]","[u'Positive Commandments', 196]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 7:1']",[],[u'Numbers 28:11-15']
404,[]," מצוות עשה מ""ה"," עשין ר""א","רמב""ם הלכות תמידין ומוספין פרק ח' הלכה א'",[],"במדבר כח, כו-כז."
404,[],"[u'Positive Commandments', 45]","[u'Positive Commandments', 201]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 8:1']",[],[u'Numbers 28:26-27']
405," סימן צ""ב."," מצוות עשה ק""ע"," עשין מ""ב","רמב""ם הלכות שופר פרק א'"," אורח חיים סימן תקפ""ה- תק""צ","במדבר כט, א."
405,[92],"[u'Positive Commandments', 170]","[u'Positive Commandments', 42]","[u'Mishneh Torah, Shofar, Sukkah and Lulav 1']","[u'Shulchan Arukh, Orach Chayim 585-590']",[u'Numbers 29:1']
406," סימן פ""א."," מצוות עשה צ""ה"," עשין קכ""ה","רמב""ם הלכות שבועות פרק ו'"," יורה דעה סימן ר""ג, רכ""ח - רל""ד","במדבר ל, ג."
406,[81],"[u'Positive Commandments', 95]","[u'Positive Commandments', 125]","[u'Mishneh Torah, Oaths 6']","[u""Shulchan Arukh, Yoreh De'ah 203:228-234""]",[u'Numbers 30:3']
407,[]," מצוות לא תעשה קנ""ז"," לאוין רמ""ב","רמב""ם הלכות שבועות פרק ו'"," יורה דעה סימן רכ""ח - רל""ד | אבן העזר סימן ע""ד","במדבר ל, ג."
407,[],"[u'Negative Commandments', 157]","[u'Negative Commandments', 242]","[u'Mishneh Torah, Oaths 6']","[[u""Shulchan Arukh, Yoreh De'ah 228-234""], [u'Shulchan Arukh, Even HaEzer 74']]",[u'Numbers 30:3']
408,[]," מצוות עשה קפ""ג",[],"רמב""ם הלכות שמיטה ויובל פרק י""ג",[],"במדבר לה, ב."
408,[],"[u'Positive Commandments', 183]",[],"[u'Mishneh Torah, Sabbatical Year and the Jubilee 13']",[],[u'Numbers 35:2']
409,[]," לא תעשה רצ""ב"," לאוין קס""ג","רמב""ם הלכות רוצח ושמירת הנפש פרק א'",[],"במדבר לה, יב."
409,[],"[u'Negative Commandments', 292]","[u'Negative Commandments', 163]","[u'Mishneh Torah, Murderer and the Preservation of Life']",[],[u'Numbers 35:12']
410,[]," מצוות עשה רכ""ה"," עשין ע""ה","רמב""ם הלכות רוצח ושמירת הנפש פרק ה'",[],"במדבר לה, כה."
410,[],"[u'Positive Commandments', 225]","[u'Positive Commandments', 75]","[u'Mishneh Torah, Murderer and the Preservation of Life']",[],[u'Numbers 35:25']
411,[]," לא תעשה רצ""א", לא מנה לאו זה,"רמב""ם הלכות עדות פרק ה' הלכה ח'",[],"במדבר לה, ל."
411,[],"[u'Negative Commandments', 291]",[31],"[u'Mishneh Torah, Testimony 5:8']",[],[u'Numbers 35:30']
412,[]," לא תעשה רצ""ו"," לאוין קס""א","רמב""ם הלכות רוצח ושמירת הנפש פרק א' הלכה ד'",[],"במדבר לה, לא."
412,[],"[u'Negative Commandments', 296]","[u'Negative Commandments', 161]","[u'Mishneh Torah, Murderer and the Preservation of Life']",[],[u'Numbers 35:31']
413,[]," לא תעשה רצ""ה"," לאוין קס""ב","רמב""ם הלכות רוצח ושמירת הנפש פרק ה' הלכה א'",[],"במדבר לה, לב."
413,[],"[u'Negative Commandments', 295]","[u'Negative Commandments', 162]","[u'Mishneh Torah, Murderer and the Preservation of Life']",[],[u'Numbers 35:32']
414,[]," לא תעשה רפ""ד"," לאוין קצ""ד","רמב""ם הלכות סנהדרין פרק ג' הלכה ח'", חושן משפט סימן ח',"דברים א, יז."
414,[],"[u'Negative Commandments', 284]","[u'Negative Commandments', 194]","[u'Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction 3:8']","[u'Shulchan Arukh, Choshen Mishpat 8']",[u'Deuteronomy 1:17']
415,[]," לא תעשה רע""ו"," לאוין ר""ז","רמב""ם הלכות סנהדרין פרק כ""ב הלכות א'-ב'"," חושן משפט סימן י""ב","דברים א, יז."
415,[],"[u'Negative Commandments', 276]","[u'Negative Commandments', 207]","[u'Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction 22:1-2']","[u'Shulchan Arukh, Choshen Mishpat 12']",[u'Deuteronomy 1:17']
416,[]," לא תעשה רס""ו"," לאוין קנ""ח","רמב""ם הלכות גזלה ואבדה פרק א' הלכות י'-יא'"," חושן משפט סימן שנ""ט","דברים ה, יח."
416,[],"[u'Negative Commandments', 266]","[u'Negative Commandments', 158]","[u'Mishneh Torah, Robbery and Lost Property 1:10-11']","[u'Shulchan Arukh, Choshen Mishpat 359']",[u'Deuteronomy 5:18']
417, סימן ב'., מצוות עשה ב', עשין ב',"רמב""ם הלכות יסודי התורה פרק א' הלכה ז'"," אורח חיים סימן ס""א","דברים ו, ד."
417,[2],"[u'Positive Commandments', 2]","[u'Positive Commandments', 2]","[u'Mishneh Torah, Foundations of the Torah 1:7']","[u'Shulchan Arukh, Orach Chayim 61']",[u'Deuteronomy 6:4']
418,[], מצוות עשה ג', עשין ג',"רמב""ם הלכות יסודי התורה פרק ב' וסוף הלכות תשובה",[],"דברים ו, ה."
418,[],"[u'Positive Commandments', 3]","[u'Positive Commandments', 3]","[u'Mishneh Torah, Foundations of the Torah 2']",[],[u'Deuteronomy 6:5']
419," סימן ק""ה, ק""ו."," מצוות עשה י""א"," עשין י""ב","רמב""ם הלכות תלמוד תורה"," יורה דעה סימן רמ""ו","דברים ו, ז."
419,"[105, 106]","[u'Positive Commandments', 11]","[u'Positive Commandments', 12]","[u'Mishneh Torah, Torah Study']","[u""Shulchan Arukh, Yoreh De'ah 246""]",[u'Deuteronomy 6:7']
420," סימן ק""ד.", מצוות עשה י'," עשין י""ח","רמב""ם הלכות קריאת שמע"," אורח חיים סימן ס""א","דברים ו, ז."
420,[104],"[u'Positive Commandments', 10]","[u'Positive Commandments', 18]","[u'Mishneh Torah, Reading the Shema']","[u'Shulchan Arukh, Orach Chayim 61']",[u'Deuteronomy 6:7']
421," סימן קנ""ג."," מצוות עשה י""ג"," עשין כ""א",[]," אורח חיים סימן כ""ה","דברים ו, ח."
421,[153],"[u'Positive Commandments', 13]","[u'Positive Commandments', 21]",[],"[u'Shulchan Arukh, Orach Chayim 25']",[u'Deuteronomy 6:8']
422," סימן קנ""ג."," מצוות עשה י""ב"," עשין כ""ב",[]," אורח חיים סימן כ""ה","דברים ו, ח."
422,[153],"[u'Positive Commandments', 12]","[u'Positive Commandments', 22]",[],"[u'Shulchan Arukh, Orach Chayim 25']",[u'Deuteronomy 6:8']
423," סימן קנ""ד."," מצוות עשה ט""ו"," עשין כ""ג","רמב""ם הלכות תפילין ומזוזה וספר תורה פרק ה'"," יורה דעה סימן רפ""ה","דברים ו, ט."
423,[154],"[u'Positive Commandments', 15]","[u'Positive Commandments', 23]","[u'Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll 5']","[u""Shulchan Arukh, Yoreh De'ah 285""]",[u'Deuteronomy 6:9']
424," סימן י""ח."," לא תעשה ס""ד", לאוין ד',"רמב""ם הלכות יסודי התורה פרק י' הלכה ה'",[],"דברים ו, טז."
424,[18],"[u'Negative Commandments', 64]","[u'Negative Commandments', 4]","[u'Mishneh Torah, Foundations of the Torah 10:5']",[],[u'Deuteronomy 6:16']
425,[]," מצוות עשה קפ""ז"," עשין קי""ז","רמב""ם הלכות מלכים פרק ה' הלכה ד'",[],"דברים ז, ב."
425,[],"[u'Positive Commandments', 187]","[u'Positive Commandments', 117]","[u'Mishneh Torah, Kings and Wars 5:4']",[],[u'Deuteronomy 7:2']
426," סימן קל""ה.", לא תעשה נ'," לאוין מ""ח","רמב""ם הלכות עבודת כוכבים פרק י'"," יורה דעה סימן קנ""א | חושן משפט סימן רמ""ט","דברים ז, ב."
426,[135],"[u'Negative Commandments', 50]","[u'Negative Commandments', 48]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 10']","[[u""Shulchan Arukh, Yoreh De'ah 151""], [u'Shulchan Arukh, Choshen Mishpat 249']]",[u'Deuteronomy 7:2']
427," סימן ר""צ."," לא תעשה נ""ב"," לאוין קי""ב סובר שזה קאי על ז' אומות אף לאחר שנתגיירו","רמב""ם הלכות איסורי ביאה פרק י""ב"," אבן העזר סימן ט""ז | חושן משפט  סימן תכ""ה","דברים ז, ג."
427,[290],"[u'Negative Commandments', 52]","[u'Negative Commandments', 112]","[u'Mishneh Torah, Forbidden Intercourse 12']","[[u'Shulchan Arukh, Even HaEzer 16'], [u'Shulchan Arukh, Choshen Mishpat 425']]",[u'Deuteronomy 7:3']
428," סימן ס""ו."," לא תעשה כ""ב"," לאוין מ""ו","רמב""ם הלכות עבודת כוכבים פרק ח' הלכה ז'"," יורה דעה סימן קמ""ה","דברים ז, כה."
428,[66],"[u'Negative Commandments', 22]","[u'Negative Commandments', 46]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 8:7']","[u""Shulchan Arukh, Yoreh De'ah 145""]",[u'Deuteronomy 7:25']
429," סימן ס""ח."," לא תעשה כ""ה"," לאוין מ""ה","רמב""ם הלכות עבודת כוכבים פרק ז'"," יורה דעה סימן קמ""ה","דברים ז, כו."
429,[68],"[u'Negative Commandments', 25]","[u'Negative Commandments', 45]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 7']","[u""Shulchan Arukh, Yoreh De'ah 145""]",[u'Deuteronomy 7:26']
430," סימן ק""ט."," מצוות עשה י""ט"," עשין כ""ז","רמב""ם הלכות ברכות פרקים א'-ה'"," אורח חיים סימן קפ""ד-כ""א","דברים ח, י."
430,[109],"[u'Positive Commandments', 19]","[u'Positive Commandments', 27]","[u'Mishneh Torah, Blessings 1-5']","[u'Shulchan Arukh, Orach Chayim']",[u'Deuteronomy 8:10']
431,[]," מצוות עשה ר""ז", עשין י',"רמב""ם הלכות דעות פרק ו'",[],"דברים י, יט."
431,[],"[u'Positive Commandments', 207]","[u'Positive Commandments', 10]","[u'Mishneh Torah, Human Dispositions 6']",[],[u'Deuteronomy 10:19']
432, סימן ד'., מצוות עשה ד', עשין ד',"רמב""ם הלכות יסודי התורה פרק ב'",[],"דברים י, כ."
432,[4],"[u'Positive Commandments', 4]","[u'Positive Commandments', 4]","[u'Mishneh Torah, Foundations of the Torah 2']",[],[u'Deuteronomy 10:20']
433," סימן י""א.", מצוות עשה ה'," עשין י""ט","רמב""ם הלכות תפילה פרק א'"," אורח חיים סימן פ""ט","דברים י, כ."
433,[11],"[u'Positive Commandments', 5]","[u'Positive Commandments', 19]","[u'Mishneh Torah, Prayer and the Priestly Blessing 1']","[u'Shulchan Arukh, Orach Chayim 89']",[u'Deuteronomy 10:20']
434," סימן מ""ה."," מצוות עשה ו', ", עשין ח',"רמב""ם הלכות דעות פרק ו'",[],"דברים י, כ."
