Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments	Talmud	Rambam	SMG	ShuA	Tur
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
5b:11		נזקי ממון	1.5	עשין	68	ח"מ	389.2	ח"מ	389	http://www.sefaria.org/Bava_Kamma.5b:11	sefaria.org/Mishneh_Torah,_Damages_to_Property.1.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.389.2	sefaria.org/Tur,_Choshen_Mishpat.389		Bava_Kamma.5b:11	Mishneh_Torah,_Damages_to_Property.1.5	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.389.2	Tur,_Choshen_Mishpat.389
5b:11						ח"מ	389.9	ח"מ	389	http://www.sefaria.org/Bava_Kamma.5b:11			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.389.9	sefaria.org/Tur,_Choshen_Mishpat.389		Bava_Kamma.5b:11			Shulchan_Arukh,_Choshen_Mishpat.389.9	Tur,_Choshen_Mishpat.389
5b:12		נזקי ממון	1.8			ח"מ	389.15	ח"מ	389	http://www.sefaria.org/Bava_Kamma.5b:12	sefaria.org/Mishneh_Torah,_Damages_to_Property.1.8		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.389.15	sefaria.org/Tur,_Choshen_Mishpat.389		Bava_Kamma.5b:12	Mishneh_Torah,_Damages_to_Property.1.8		Shulchan_Arukh,_Choshen_Mishpat.389.15	Tur,_Choshen_Mishpat.389
5b:13		נזקי ממון	13.1	עשין	68	ח"מ	410.21	ח"מ	410	http://www.sefaria.org/Bava_Kamma.5b:13	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.21	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.5b:13	Mishneh_Torah,_Damages_to_Property.13.1	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.21	Tur,_Choshen_Mishpat.410
5b:14		נזקי ממון	13.1	עשין	68	ח"מ	410.21	ח"מ	410	http://www.sefaria.org/Bava_Kamma.5b:14	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.410.21	sefaria.org/Tur,_Choshen_Mishpat.410		Bava_Kamma.5b:14	Mishneh_Torah,_Damages_to_Property.13.1	Sefer_Mitzvot_Gadol,_Volume_Two.68	Shulchan_Arukh,_Choshen_Mishpat.410.21	Tur,_Choshen_Mishpat.410
5b:15		חובל ומזיק	1.1	עשין	70	ח"מ	420.3	ח"מ	420	http://www.sefaria.org/Bava_Kamma.5b:15	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.1.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.420.3	sefaria.org/Tur,_Choshen_Mishpat.420		Bava_Kamma.5b:15	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.1.1	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.420.3	Tur,_Choshen_Mishpat.420
5b:16		נזקי ממון	14.8	עשין	69	ח"מ	418.13	ח"מ	418	http://www.sefaria.org/Bava_Kamma.5b:16	sefaria.org/Mishneh_Torah,_Damages_to_Property.14.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.69	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.418.13	sefaria.org/Tur,_Choshen_Mishpat.418		Bava_Kamma.5b:16	Mishneh_Torah,_Damages_to_Property.14.8	Sefer_Mitzvot_Gadol,_Volume_Two.69	Shulchan_Arukh,_Choshen_Mishpat.418.13	Tur,_Choshen_Mishpat.418
6a:1		נזקי ממון	14/8	עשין	69	ח"מ	418.2	ח"מ	418	http://www.sefaria.org/Bava_Kamma.6a:1	sefaria.org/Mishneh_Torah,_Damages_to_Property.14/8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.69	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.418.2	sefaria.org/Tur,_Choshen_Mishpat.418		Bava_Kamma.6a:1	Mishneh_Torah,_Damages_to_Property.14/8	Sefer_Mitzvot_Gadol,_Volume_Two.69	Shulchan_Arukh,_Choshen_Mishpat.418.2	Tur,_Choshen_Mishpat.418
6a:5		נזקי ממון	13.3	עשין	69	ח"מ	411.1	ח"מ	411	http://www.sefaria.org/Bava_Kamma.6a:5	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.69	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.411.1	sefaria.org/Tur,_Choshen_Mishpat.411		Bava_Kamma.6a:5	Mishneh_Torah,_Damages_to_Property.13.3	Sefer_Mitzvot_Gadol,_Volume_Two.69	Shulchan_Arukh,_Choshen_Mishpat.411.1	Tur,_Choshen_Mishpat.411
6a:11		נזקי ממון	13.2	עשין	69	ח"מ	411.1	ח"מ	411	http://www.sefaria.org/Bava_Kamma.6a:11	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.69	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.411.1	sefaria.org/Tur,_Choshen_Mishpat.411		Bava_Kamma.6a:11	Mishneh_Torah,_Damages_to_Property.13.2	Sefer_Mitzvot_Gadol,_Volume_Two.69	Shulchan_Arukh,_Choshen_Mishpat.411.1	Tur,_Choshen_Mishpat.411
6a:16		נזקי ממון	13.3			ח"מ	411.3	ח"מ	411	http://www.sefaria.org/Bava_Kamma.6a:16	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.411.3	sefaria.org/Tur,_Choshen_Mishpat.411		Bava_Kamma.6a:16	Mishneh_Torah,_Damages_to_Property.13.3		Shulchan_Arukh,_Choshen_Mishpat.411.3	Tur,_Choshen_Mishpat.411
6a:26-27		נזקי ממון	13.13	עשין	69	ח"מ	414.2	ח"מ	414	http://www.sefaria.org/Bava_Kamma.6a:26-27	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.69	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.414.2	sefaria.org/Tur,_Choshen_Mishpat.414		Bava_Kamma.6a:26-27	Mishneh_Torah,_Damages_to_Property.13.13	Sefer_Mitzvot_Gadol,_Volume_Two.69	Shulchan_Arukh,_Choshen_Mishpat.414.2	Tur,_Choshen_Mishpat.414
6b:5-6		נזקי ממון	13.19	עשין	67	ח"מ	416.1	ח"מ	416	http://www.sefaria.org/Bava_Kamma.6b:5-6	sefaria.org/Mishneh_Torah,_Damages_to_Property.13.19	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.67	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.416.1	sefaria.org/Tur,_Choshen_Mishpat.416		Bava_Kamma.6b:5-6	Mishneh_Torah,_Damages_to_Property.13.19	Sefer_Mitzvot_Gadol,_Volume_Two.67	Shulchan_Arukh,_Choshen_Mishpat.416.1	Tur,_Choshen_Mishpat.416
6b:5-6				עשין	68				0	http://www.sefaria.org/Bava_Kamma.6b:5-6		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.68				Bava_Kamma.6b:5-6		Sefer_Mitzvot_Gadol,_Volume_Two.68		
6b:31-34						ח"מ	419.1	ח"מ	419	http://www.sefaria.org/Bava_Kamma.6b:31-34			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.419.1	sefaria.org/Tur,_Choshen_Mishpat.419		Bava_Kamma.6b:31-34			Shulchan_Arukh,_Choshen_Mishpat.419.1	Tur,_Choshen_Mishpat.419
6b:47		נזקי ממון	8.1	עשין	67				0	http://www.sefaria.org/Bava_Kamma.6b:47	sefaria.org/Mishneh_Torah,_Damages_to_Property.8.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.67				Bava_Kamma.6b:47	Mishneh_Torah,_Damages_to_Property.8.1	Sefer_Mitzvot_Gadol,_Volume_Two.67		
7a:1		מלווה ולווה	19.1	עשין	94	ח"מ	102.1	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7a:1	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.1	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7a:1	Mishneh_Torah,_Creditor_and_Debtor.19.1	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.102.1	Tur,_Choshen_Mishpat.102
7a:17		נזקי ממון	1.1	עשין	67	ח"מ	389.2	ח"מ	389	http://www.sefaria.org/Bava_Kamma.7a:17	sefaria.org/Mishneh_Torah,_Damages_to_Property.1.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.67	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.389.2	sefaria.org/Tur,_Choshen_Mishpat.389		Bava_Kamma.7a:17	Mishneh_Torah,_Damages_to_Property.1.1	Sefer_Mitzvot_Gadol,_Volume_Two.67	Shulchan_Arukh,_Choshen_Mishpat.389.2	Tur,_Choshen_Mishpat.389
7a:17		נזקי ממון	8.10			ח"מ	419.1	ח"מ	419	http://www.sefaria.org/Bava_Kamma.7a:17	sefaria.org/Mishneh_Torah,_Damages_to_Property.8.10		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.419.1	sefaria.org/Tur,_Choshen_Mishpat.419		Bava_Kamma.7a:17	Mishneh_Torah,_Damages_to_Property.8.10		Shulchan_Arukh,_Choshen_Mishpat.419.1	Tur,_Choshen_Mishpat.419
7a:31		מתנות עניים	9.16			י"ד	253.3	י"ד	253	http://www.sefaria.org/Bava_Kamma.7a:31	sefaria.org/Mishneh_Torah,_Gifts_to_the_Poor.9.16		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.253.3	sefaria.org/Tur,_Yoreh_Deah.253		Bava_Kamma.7a:31	Mishneh_Torah,_Gifts_to_the_Poor.9.16		Shulchan_Arukh,_Yoreh_De'ah.253.3	Tur,_Yoreh_Deah.253
7b:3		מתנות עניים	9.16			י"ד	253.3	י"ד	253	http://www.sefaria.org/Bava_Kamma.7b:3	sefaria.org/Mishneh_Torah,_Gifts_to_the_Poor.9.16		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.253.3	sefaria.org/Tur,_Yoreh_Deah.253		Bava_Kamma.7b:3	Mishneh_Torah,_Gifts_to_the_Poor.9.16		Shulchan_Arukh,_Yoreh_De'ah.253.3	Tur,_Yoreh_Deah.253
7b:8						ח"מ	419.2	ח"מ	419	http://www.sefaria.org/Bava_Kamma.7b:8			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.419.2	sefaria.org/Tur,_Choshen_Mishpat.419		Bava_Kamma.7b:8			Shulchan_Arukh,_Choshen_Mishpat.419.2	Tur,_Choshen_Mishpat.419
7b:15						ח"מ	102.2	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7b:15			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.2	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7b:15			Shulchan_Arukh,_Choshen_Mishpat.102.2	Tur,_Choshen_Mishpat.102
7b:15						ח"מ	102.3	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7b:15			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.3	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7b:15			Shulchan_Arukh,_Choshen_Mishpat.102.3	Tur,_Choshen_Mishpat.102
7b:18		אישות	16.3	עשין	48	אה"ע	100.2	אה"ע	100	http://www.sefaria.org/Bava_Kamma.7b:18	sefaria.org/Mishneh_Torah,_Marriage.16.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.48	sefaria.org/Shulchan_Arukh,_Even_HaEzer.100.2	sefaria.org/Tur,_Even_HaEzer.100		Bava_Kamma.7b:18	Mishneh_Torah,_Marriage.16.3	Sefer_Mitzvot_Gadol,_Volume_Two.48	Shulchan_Arukh,_Even_HaEzer.100.2	Tur,_Even_HaEzer.100
7b:18		מלווה ולווה	19.4						0	http://www.sefaria.org/Bava_Kamma.7b:18	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.4					Bava_Kamma.7b:18	Mishneh_Torah,_Creditor_and_Debtor.19.4			
7b:26		נזקי ממון	8.10	עשין	66	ח"מ	419.1	ח"מ	419	http://www.sefaria.org/Bava_Kamma.7b:26	sefaria.org/Mishneh_Torah,_Damages_to_Property.8.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.66	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.419.1	sefaria.org/Tur,_Choshen_Mishpat.419		Bava_Kamma.7b:26	Mishneh_Torah,_Damages_to_Property.8.10	Sefer_Mitzvot_Gadol,_Volume_Two.66	Shulchan_Arukh,_Choshen_Mishpat.419.1	Tur,_Choshen_Mishpat.419
7b:28		נזקי ממון	8.10	עשין	66	ח"מ	419.1	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7b:28	sefaria.org/Mishneh_Torah,_Damages_to_Property.8.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.66	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.419.1	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7b:28	Mishneh_Torah,_Damages_to_Property.8.10	Sefer_Mitzvot_Gadol,_Volume_Two.66	Shulchan_Arukh,_Choshen_Mishpat.419.1	Tur,_Choshen_Mishpat.102
7b:28		מלווה ולווה	19.1	עשין	94	ח"מ	419.1	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7b:28	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.419.1	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7b:28	Mishneh_Torah,_Creditor_and_Debtor.19.1	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.419.1	Tur,_Choshen_Mishpat.102
7b:28		מלווה ולווה	24.1							http://www.sefaria.org/Bava_Kamma.7b:28	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.24.1					Bava_Kamma.7b:28	Mishneh_Torah,_Creditor_and_Debtor.24.1			
7b:35		מלווה ולווה	19.7	עשין	94	ח"מ	102.3	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7b:35	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.3	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7b:35	Mishneh_Torah,_Creditor_and_Debtor.19.7	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.102.3	Tur,_Choshen_Mishpat.102
7b:36		מלווה ולווה	19.4	עשין	94				0	http://www.sefaria.org/Bava_Kamma.7b:36	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94				Bava_Kamma.7b:36	Mishneh_Torah,_Creditor_and_Debtor.19.4	Sefer_Mitzvot_Gadol,_Volume_Two.94		
7b:37		מלווה ולווה	19.4	עשין	94	ח"מ	102.3	ח"מ	102	http://www.sefaria.org/Bava_Kamma.7b:37	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.3	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.7b:37	Mishneh_Torah,_Creditor_and_Debtor.19.4	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.102.3	Tur,_Choshen_Mishpat.102
8a:1		מלווה ולווה	19.4	עשין	94	ח"מ	102.4	ח"מ	102	http://www.sefaria.org/Bava_Kamma.8a:1	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.4	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.8a:1	Mishneh_Torah,_Creditor_and_Debtor.19.4	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.102.4	Tur,_Choshen_Mishpat.102
8a:5						ח"מ	102.4	ח"מ	102	http://www.sefaria.org/Bava_Kamma.8a:5			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.102.4	sefaria.org/Tur,_Choshen_Mishpat.102		Bava_Kamma.8a:5			Shulchan_Arukh,_Choshen_Mishpat.102.4	Tur,_Choshen_Mishpat.102
8a:22		מלווה ולווה	19.1	עשין	94				0	http://www.sefaria.org/Bava_Kamma.8a:22	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94				Bava_Kamma.8a:22	Mishneh_Torah,_Creditor_and_Debtor.19.1	Sefer_Mitzvot_Gadol,_Volume_Two.94		
8a:27		מלווה ולווה	19.6	עשין	94	ח"מ	119.3	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8a:27	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.3	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8a:27	Mishneh_Torah,_Creditor_and_Debtor.19.6	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.119.3	Tur,_Choshen_Mishpat.119
8a:27		מלווה ולווה	19.5			ח"מ	119.4			http://www.sefaria.org/Bava_Kamma.8a:27	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.5		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.4			Bava_Kamma.8a:27	Mishneh_Torah,_Creditor_and_Debtor.19.5		Shulchan_Arukh,_Choshen_Mishpat.119.4	
8a:34		מלווה ולווה	19.6			ח"מ	119.5	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8a:34	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.6		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.5	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8a:34	Mishneh_Torah,_Creditor_and_Debtor.19.6		Shulchan_Arukh,_Choshen_Mishpat.119.5	Tur,_Choshen_Mishpat.119
8b:2						ח"מ	119.5	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8b:2			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.5	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8b:2			Shulchan_Arukh,_Choshen_Mishpat.119.5	Tur,_Choshen_Mishpat.119
8b:5		מלווה ולווה	19.6	עשין	94				0	http://www.sefaria.org/Bava_Kamma.8b:5	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94				Bava_Kamma.8b:5	Mishneh_Torah,_Creditor_and_Debtor.19.6	Sefer_Mitzvot_Gadol,_Volume_Two.94		
8b:11-12		אישות	12.4	עשין	48	אה"ע	69.4	אה"ע	69	http://www.sefaria.org/Bava_Kamma.8b:11-12	sefaria.org/Mishneh_Torah,_Marriage.12.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.48	sefaria.org/Shulchan_Arukh,_Even_HaEzer.69.4	sefaria.org/Tur,_Even_HaEzer.69		Bava_Kamma.8b:11-12	Mishneh_Torah,_Marriage.12.4	Sefer_Mitzvot_Gadol,_Volume_Two.48	Shulchan_Arukh,_Even_HaEzer.69.4	Tur,_Even_HaEzer.69
8b:11-12						אה"ע	80.15	אה"ע	80	http://www.sefaria.org/Bava_Kamma.8b:11-12			sefaria.org/Shulchan_Arukh,_Even_HaEzer.80.15	sefaria.org/Tur,_Even_HaEzer.80		Bava_Kamma.8b:11-12			Shulchan_Arukh,_Even_HaEzer.80.15	Tur,_Even_HaEzer.80
8b:11-12						אה"ע	81.1	אה"ע	81	http://www.sefaria.org/Bava_Kamma.8b:11-12			sefaria.org/Shulchan_Arukh,_Even_HaEzer.81.1	sefaria.org/Tur,_Even_HaEzer.81		Bava_Kamma.8b:11-12			Shulchan_Arukh,_Even_HaEzer.81.1	Tur,_Even_HaEzer.81
8b:13		מלווה ולווה	19.7	עשין	94	ח"מ	119.6	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8b:13	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.6	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8b:13	Mishneh_Torah,_Creditor_and_Debtor.19.7	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.119.6	Tur,_Choshen_Mishpat.119
8b:20		מלווה ולווה	19.2	עשין	94	ח"מ	111.8	ח"מ	111	http://www.sefaria.org/Bava_Kamma.8b:20	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.111.8	sefaria.org/Tur,_Choshen_Mishpat.111		Bava_Kamma.8b:20	Mishneh_Torah,_Creditor_and_Debtor.19.2	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.111.8	Tur,_Choshen_Mishpat.111
8b:20		מלווה ולווה	18.4						0	http://www.sefaria.org/Bava_Kamma.8b:20	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.18.4					Bava_Kamma.8b:20	Mishneh_Torah,_Creditor_and_Debtor.18.4			
8b:22-23		מלווה ולווה	19.6	עשין	94	ח"מ	119.6	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8b:22-23	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.6	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8b:22-23	Mishneh_Torah,_Creditor_and_Debtor.19.6	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.119.6	Tur,_Choshen_Mishpat.119
8b:25		מלווה ולווה	19.3	עשין	94	ח"מ	119.1	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8b:25	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.1	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8b:25	Mishneh_Torah,_Creditor_and_Debtor.19.3	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.119.1	Tur,_Choshen_Mishpat.119
8b:26		מלווה ולווה	19.3	עשין	94	ח"מ	119.1	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8b:26	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.1	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8b:26	Mishneh_Torah,_Creditor_and_Debtor.19.3	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.119.1	Tur,_Choshen_Mishpat.119
8b:28-29		מלווה ולווה	19.3	עשין	94	ח"מ	119.1	ח"מ	119	http://www.sefaria.org/Bava_Kamma.8b:28-29	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.19.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.94	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.119.1	sefaria.org/Tur,_Choshen_Mishpat.119		Bava_Kamma.8b:28-29	Mishneh_Torah,_Creditor_and_Debtor.19.3	Sefer_Mitzvot_Gadol,_Volume_Two.94	Shulchan_Arukh,_Choshen_Mishpat.119.1	Tur,_Choshen_Mishpat.119
8b:37		מכירה	19.9	עשין	82	ח"מ	226.1	ח"מ	226	http://www.sefaria.org/Bava_Kamma.8b:37	sefaria.org/Mishneh_Torah,_Sales.19.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.226.1	sefaria.org/Tur,_Choshen_Mishpat.226		Bava_Kamma.8b:37	Mishneh_Torah,_Sales.19.9	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.226.1	Tur,_Choshen_Mishpat.226
8b:37				לאוין	170				0	http://www.sefaria.org/Bava_Kamma.8b:37		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.170				Bava_Kamma.8b:37		Sefer_Mitzvot_Gadol,_Volume_One.170		
9a:1		מכירה	19.2	עשין	82	ח"מ	226.5	ח"מ	226	http://www.sefaria.org/Bava_Kamma.9a:1	sefaria.org/Mishneh_Torah,_Sales.19.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.226.5	sefaria.org/Tur,_Choshen_Mishpat.226		Bava_Kamma.9a:1	Mishneh_Torah,_Sales.19.2	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.226.5	Tur,_Choshen_Mishpat.226
9a:6		מכירה	19.2	עשין	82	ח"מ	226.5	ח"מ	226	http://www.sefaria.org/Bava_Kamma.9a:6	sefaria.org/Mishneh_Torah,_Sales.19.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.226.5	sefaria.org/Tur,_Choshen_Mishpat.226		Bava_Kamma.9a:6	Mishneh_Torah,_Sales.19.2	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.226.5	Tur,_Choshen_Mishpat.226
9a:9		מכירה	19.2	עשין	82	ח"מ	226.5	ח"מ	226	http://www.sefaria.org/Bava_Kamma.9a:9	sefaria.org/Mishneh_Torah,_Sales.19.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.226.5	sefaria.org/Tur,_Choshen_Mishpat.226		Bava_Kamma.9a:9	Mishneh_Torah,_Sales.19.2	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.226.5	Tur,_Choshen_Mishpat.226
