masechet,בבלי,מקבילות,ספ' תנאים,מקרא,תח' ציטוט,מקום בירו'
35,,")צה ע""ב(; תנ""ו מסעי יב",,,,(47
36,,-615,,,,
37,,,,"שמ""ב ב, יד",יקומו נא,"פאה א, א )טז ע""א,"
38,,,,,,(49
39,,,,"שמ""ב ג, יב",וישלח אבנר,"פאה א, א )טז ע""א,"
40,,,,,,(50
41,,,,"שמ""א כד, יא",ואבי ראה,"פאה א, א )טז ע""א,"
42,,,,,,(52
43,"הש' סנ' מט ע""א","הש' דמאי כב ע""א (33)",,,בסירה הוערת,"פאה א, א )טז ע""א,"
44,,,,,,(53
45,,,,"הש' שמ""א כו, יא",וצפחת,"פאה א, א )טז ע""א,"
46,,,,,,(54
47,,,,"שמ""א כו, יד",הלא תענה,"פאה א, א )טז ע""א,"
,,,,,,
,,,,,,
,,Unnamed: 0,"מ' פאה ה, ב",,שיבולת של קציר,"פאה ה, ב )יח ע""ד (32,"
0,,"פאה יט ע""ג 46)(; פאה כ",,,"א""ר הושעיא","פאה ה, ב )יח ע""ד (36,"
1,,"ע""ג 44)(; פס' לא ע""ב",,,,
2,,"פאה יט ע""ג 47)(; פאה כ",,,אמר רבי,"פאה ה, ב )יח ע""ד (38,"
3,,"ע""ג 42)(; פס' לא ע""ב",,,,
4,,,"מ' פאה ה, ב",,שיבולת של קציר,"פאה ה, ב )יח ע""ד (39,"
5,,"פאה יט ע""ג",,,נישמעינה מן,"פאה ה, ב )יח ע""ד (41,"
6,,,"מ' פאה ו, ט",,סאה תבואה,"פאה ה, ב )יח ע""ד (48,"
7,,"פאה יט ע""ד",,,ותציל עקורה,"פאה ה, ב )יח ע""ד (48,"
8,,,"מ' בכו' ב, ח",,שרבי יוסי,"פאה ה, ב )יח ע""ד (55,"
9,,,"מ' פאה ה, ב",,אלא מזכה,"פאה ה, ב )יח ע""ד (58,"
,,,,,,
,,,,,,
Horayot,,,,,,
Niddah,,,,,,
,"נדה יז ע""ב",,Unnamed: 0,Unnamed: 1,החדר לפנים,"נדה ב, ד )נ ע""א (22,"
0,"נדה יח ע""א",,,,שלשה הן,"נדה ב, ד )נ ע""א (26,"
1,,,"הש' מ' נדה ב, ג",,ושיליא,"נדה ב, ד )נ ע""א (27,"
2,,,"הש' מ' נדה ב, ד",,בפרוזדור,"נדה ב, ד )נ ע""א (28,"
3,"נדה יט ע""א",,,,אדום הוא,"נדה ב, ה )נ ע""א (32,"
4,"נדה יט ע""א",,,,מניין לחמשה,"נדה ב, ה )נ ע""א (33,"
5,,,,"ויקרא כ, יח",והיא גלתה,"נדה ב, ה )נ ע""א (34,"
6,,,,"ויקרא יב, ז",וטהרה,"נדה ב, ה )נ ע""א (34,"
7,,,,"ויקרא טו, יט",דם יהיה,"נדה ב, ה )נ ע""א (35,"
8,,,,"ויקרא טו, כה",ואשה כי,"נדה ב, ה )נ ע""א (35,"
9,"נדה יט ע""א",,,,ומניין שיש,"נדה ב, ה )נ ע""א (36,"
,,,,,,
,,,,,,
,"נדה כ ע""א",,,,על גבי,"נדה ב, ו )נ ע""א (49,"
0,"נדה כ ע""א",,,,שחור כעורב,"נדה ב, ו )נ ע""א (50,"
1,"נדה כ ע""א",,,,כולהן דיהא,"נדה ב, ו )נ ע""א (54,"
,,,,,,
,,,,,,
Bava Kamma,,,,,,
,"ב""ק יד ע""ב",,"ת' ב""ק א, ב (11:346)",,אין אומרים,"ב""ק א, ג )ב ע""ג (48,"
0,,,"ת' ב""ק א, ב (12:346)",,מלמד שאין,"ב""ק א, ג )ב ע""ג (49,"
1,,,"ת' ב""ק א, ב (13:346)",,שאין שמין,"ב""ק א, ג )ב ע""ג (51,"
2,,,"ת' ב""ק א, ג (15:346)",,ונשים בכלל,"ב""ק א, ג )ב ע""ג (53,"
,,,,,,
,,,,,,
,"ב""ק כח ע""א; ב""ק ל",Unnamed: 0,Unnamed: 1,,בשנחבט בקרקעו,"ב""ק ג, ג )ג ע""ג (35,"
0,"ע""א",,,,,
1,,,"ת' ב""ק ו, יד (13:355)",,בור של נזקין,"ב""ק ג, ג )ג ע""ג (36,"
2,"ב""ק ל ע""א",,,,המצניע את,"ב""ק ג, ג )ג ע""ג (36,"
3,"ב""ק ל ע""א",,"הש' ת' ב, ה (16:348)",,במפריח,"ב""ק ג, ג )ג ע""ג (40,"
4,"הש' ב""ק נ ע""א","ב""ק ה ע""א","הש' ת' ב""ק ו, ד",,כרבי יוסי,"ב""ק ג, ג )ג ע""ג (41,"
5,,,(25:354),,,
6,,,"מ' ב""מ י, ד",,נתנו לו,"ב""ק ג, ג )ג ע""ג (45,"
7,,"ב""מ יב ע""ג",,,וכמה הוא,"ב""ק ג, ג )ג ע""ג (46,"
8,,,"ת' ב""מ יא, ז",,שלשים יום,"ב""ק ג, ג )ג ע""ג (46,"
,,,,,,
,,,,,,
,,Unnamed: 0,"מדר""י 276",Unnamed: 1,כאשר יושת,"ב""ק ה, ו )ה ע""א (7,"
0,,,,"שמות כא, כב",בעל,"ב""ק ה, ו )ה ע""א (10,"
1,,,,"שמות כא, לג",כי יפתח,"ב""ק ה, ז )ה ע""א (13,"
2,,"ב""ק ג ע""ג",,,רבי יוסי,"ב""ק ה, ז )ה ע""א (18,"
3,,"ב""ק ב ע""ג (15)",,,זה י',"ב""ק ה, ט )ה ע""א (23,"
4,,,"מ' ב""ב ג, ח",,כדי שתהא,"ב""ק ה, ט )ה ע""א (27,"
5,,,"ת' ב""ק ו, יג ;(8:355)",,לתוכו בין,"ב""ק ה, ט )ה ע""א (28,"
6,,,"מדר""י 289",,,
7,,,,"שמות כא, לג",ונפל שמה,"ב""ק ה, ט )ה ע""א (35,"
8,,,"מדר""י 16:288",,שור ולא,"ב""ק ה, ט )ה ע""א (35,"
9,,"ב""ק ד ע""ב (33)",,,שור והוא,"ב""ק ה, ט )ה ע""א (37,"
10,,,,"שמות כא, לג",ונפל שמה,"ב""ק ה, י )ה ע""א (39,"
11,,,,"שמות יט, יג",להפרשת,"ב""ק ה, י )ה ע""א (39,"
12,,,,"שמות כב, ג",משור עד,"ב""ק ה, י )ה ע""א (40,"
13,,,,"דברים כב, א",השב תשיבם,"ב""ק ה, י )ה ע""א (40,"
14,,,,"שמות כג, ה",עזוב תעזוב,"ב""ק ה, י )ה ע""א (41,"
15,,,,"דברים כה, ד",לא תחסום,"ב""ק ה, י )ה ע""א (41,"
16,,,,"ויקרא יט, יט",בהמתך לא,"ב""ק ה, י )ה ע""א (41,"
17,,,,"שמות כג, יב",למען ינוח,"ב""ק ה, י )ה ע""א (42,"
,,,,,,
,,,,,,
Beitzah,,,,,,
Berakhot,,,,,,
,"בר' ט ע""ב",,Unnamed: 0,Unnamed: 1,בין תכלת שבה,"בר' א, ה )ג ע""א (45,"
0,,,,"במדבר טו, לט",וראיתם אותו,"בר' א, ה )ג ע""א (46,"
1,"הש' מנ' מג ע""ב",,"ס""ב, שלח, קטו",,וראיתם אותה,"בר' א, ה )ג ע""א (47,"
2,,,(1:126),,,
3,"סוטה יז ע""א; מנ' מג ע""ב;",,"ס""ב, שלח, קטו",,תכלת דומה לים,"בר' א, ה )ג ע""א (49,"
4,,,(3:126),,,
5,,,,"יחזקאל י, א",ואראה והנה,"בר' א, ה )ג ע""א (50,"
6,"בר' ט ע""ב",,"ת' בר' א, ב (11:1)",,אחרים אומרים,"בר' א, ה )ג ע""א (51,"
7,"בר' ט ע""ב",,,,בין זאב לכלב,"בר' א, ה )ג ע""א (56,"
8,"בר' כו ע""א",,"ת' בר' א, ב (12:1)",,אבל אמרו,"בר' א, ה )ג ע""א (59,"
9,,,,"תהילים עב, ה",יראוך עם שמש,"בר' א, ה )ג ע""א (61,"
10,"בר' ט ע""ב; בר' כה ע""ב; בר",,,,ותיקין,"בר' א, ה )ג ע""א (61,"
11,,,"ת' בר' א, ב (13:2)",,אמר ר' יודה,"בר' א, ה )ג ע""א (62,"
,,,,,,
,,,,,,
,"שבת יא ע""א","ביכ' ג, ג )סה ע""ג,","מ' שבת א, ב; ת' בר'",,מפסיקין,"בר' א, ה )ג ע""ב (6,"
0,,"41(; שבת א, ב )ג","ב, ו (13:7)",,,
1,,"ע""א (55,",,,,
2,,"בר' ב, א )ד ע""א,",,,ג' פסוקים,"בר' א, ה )ג ע""ב (9,"
3,,"60(; הש' בר' ב, ה )ה",,,,
4,,"ע""א 64,(; שבת א, א",,,,
5,,")ג ע""א (59,",,,,
6,"שבת יא ע""א",,,,רבי יוחנן,"בר' א, ה )ג ע""ב (10,"
7,"בר' כא ע""א; פס' נד ע""ב","בר' א, א )ב ע""ב ;(1,",,,וולואי שמתפלל,"בר' א, ה )ג ע""ב (13,"
8,,"בר' ד, ד )ח ע""ב ;(1,",,,,
9,,"שבת א, ב )ג ע""א,",,,,
10,,"63(; סופ' י, ו",,,,
11,,"38:216)(; תנ""ב מקץ",,,,
12,,יא (7:196),,,,
13,"הש' סוכה כו ע""א",,"ת' בר' ב, ו (12:7)",,כותבי ספרים,"בר' א, ה )ג ע""ב (19,"
14,"הש' בר' יז ע""א","ו""ר לה, ה )תתכו.(1:","ספ' בחוקותי א, ה )קי",,הלמד על מנת,"בר' א, ה )ג ע""ב (23,"
,,,,,,
,,,,,,
,"בר' לח ע""א",,Unnamed: 0,Unnamed: 1,שתיתא,"בר' ו, א )י ע""א (64,"
0,"בר' נ ע""א",,"הש' תמיד ב, א",,הרי שנתן,"בר' ו, א )י ע""ב (1,"
1,,,,"תהילים עא, ח",ימלא פי,"בר' ו, א )י ע""ב (3,"
2,"בר' לז ע""ב",,"ת' בר' ד, ו (16:19)",,החטים,"בר' ו, א )י ע""ב (4,"
3,"בר' לז ע""ב",,"ת' בר' ד, ז (19:19)",,האורז,"בר' ו, א )י ע""ב (8,"
,,,,,,
,,,,,,
,"בר' נב ע""א; פס' קה ע""ב",,Unnamed: 0,Unnamed: 1,מלא,"בר' ז, ה )יא ע""ד (1,"
0,,,,"דברים לג, כג",נפתלי שבע,"בר' ז, ה )יא ע""ד (2,"
1,,,,"דברים לג, כג",ים ודרום,"בר' ז, ה )יא ע""ד (3,"
2,"בר' נב ע""א; פס' קה ע""ב",,,,כוס פגום,"בר' ז, ה )יא ע""ד (4,"
3,"פס' קה ע""א",,"ת' בר' ג, ח (39:14)",,כבוד יום,"בר' ז, ה )יא ע""ד (6,"
4,"הש' שבת כד ע""א",,,,חנוכה,"בר' ז, ה )יא ע""ד (9,"
,,,,,,
,,,,,,
Yevamot,,,,,,
,,Unnamed: 0,Unnamed: 1,"ויקרא כא, יד",אלמנה לא,"יב' ו, ד )ז ע""ג (14,"
0,,,,"ויקרא כא, יד",גרושה לא,"יב' ו, ד )ז ע""ג (15,"
1,,"שמ' ד, ה 7)",,,אחות מוכת,"יב' ו, ד )ז ע""ג (20,"
2,,,"ס""ד רמד (13:274)",,נערה לא,"יב' ו, ד )ז ע""ג (22,"
3,,,"ס""ד רמד (2:274)",,בתולה לא,"יב' ו, ד )ז ע""ג (23,"
4,,,"ספ' צד ע""א","ויקרא כא, ג",ולאחותו הבתולה,"יב' ו, ד )ז ע""ג (24,"
5,,,,"ויקרא כא, ג",אשר לא,"יב' ו, ד )ז ע""ג (25,"
6,,,,"ויקרא כא, ג",הקרובה,"יב' ו, ד )ז ע""ג (26,"
7,,,,"ויקרא כא, ג",אליו,"יב' ו, ד )ז ע""ג (26,"
8,,"ב""ב טז ע""ב",,,תמן אינון,"יב' ו, ד )ז ע""ג (27,"
9,,,"ספ' צג ע""ג","ויקרא כא, ב",קרוב,"יב' ו, ד )ז ע""ג (28,"
10,,,,"ויקרא כא, ב",אליו,"יב' ו, ד )ז ע""ג (28,"
11,,,"ת' יב' ח, ג (9:24)",,אנוסתו ומפותתו,"יב' ו, ד )ז ע""ג (30,"
12,,,"מ' גט' ט, ט",,יצא שמה,"יב' ו, ד )ז ע""ג (35,"
13,,"יב' ג ע""ג",,,דרבי לעזר,"יב' ו, ד )ז ע""ג (37,"
14,,"יב' ד ע""ד",,,הדא מסייעא,"יב' ו, ד )ז ע""ג (38,"
15,,,"מ' יב' ז, ה",,אין זונה,"יב' ו, ה )ז ע""ג (41,"
16,,"ב""ר 271",,,אמר רבי,"יב' ו, ה )ז ע""ג (42,"
17,,,,"איוב כד, יא",בין שורותם,"יב' ו, ה )ז ע""ג (43,"
18,,,,"איוב כד, יח",ולא יפנה,"יב' ו, ה )ז ע""ג (43,"
,,,,,,
,,,,,,
,,Unnamed: 0,Unnamed: 1,"דברים כג, ב",פצוע,"יב' ח, ב )ט ע""א (55,"
0,,,,"דברים כג, ב",שפכה,"יב' ח, ב )ט ע""א (55,"
1,,,"ת' יב' י, ג (20:31)",,ולא סוף,"יב' ח, ב )ט ע""א (59,"
2,,,"ת' יב' י, ג (21:32)",,תני רבי,"יב' ח, ב )ט ע""א (60,"
3,,"הש' יב' טו ע""א",,,אתא עובדא,"יב' ח, ב )ט ע""ב (1,"
4,,,,"דברים כג, ג",לא יבא,"יב' ח, ב )ט ע""ב (5,"
5,,,,"דברים כג, ב",לא יבוא,"יב' ח, ב )ט ע""ב (5,"
6,,,"ת' יב' י, ד (28:32)",,ניקב בו,"יב' ח, ב )ט ע""ב (17,"
7,,,"ס""ד רמז (276)",,אין בין,"יב' ח, ב )ט ע""ב (20,"
8,,"קד' סה ע""ד","מ' קד' ד, ג",,כל האסורין,"יב' ח, ב )ט ע""ב (24,"
9,,,"ת' קד' ב, ד (27:295)",,אמר רבי,"יב' ח, ב )ט ע""ב (37,"
10,,"יב' ה ע""ד",,,ר' אלעזר,"יב' ח, ב )ט ע""ב (44,"
11,,"קד' סב ע""ג","ת' קד' ה, א (2:293)",,דרבי יודה,"יב' ח, ב )ט ע""ב (48,"
12,,,,"דברים כג, ב",לא יבוא,"יב' ח, ב )ט ע""ב (50,"
13,,,,"דברים כג, ט",בנים אשר,"יב' ח, ב )ט ע""ב (50,"
14,,,,"דברים כג, א-ד",לא יבא,"יב' ח, ב )ט ע""ב (52,"
15,,"קד' סה ע""ד",,,דלמה רבי,"יב' ח, ב )ט ע""ב (53,"
16,,"ביכ' סד ע""א; קד' סו",,,רבי יעקב,"יב' ח, ב )ט ע""ב (60,"
17,,"ע""א",,,,
18,,,"הש' ס""ב קנז (212)",,כר' שמעון,"יב' ח, ב )ט ע""ב (63,"
19,,,,"ויקרא כא, יג",והוא אשה,"יב' ח, ב )ט ע""ג (2,"
20,,,,"ויקרא כא, יד",כי אם,"יב' ח, ב )ט ע""ג (3,"
21,,"ר""ר ד, ט (122:114)","ס""ד רמט (277)","דברים כג, ד",עמוני,"יב' ח, ג )ט ע""ג (8,"
22,,,,"דברים כג, ט",אדומי,"יב' ח, ג )ט ע""ג (9,"
23,,,,"דברים כג, ט",מצרי,"יב' ח, ג )ט ע""ג (9,"
24,,,,"דברים כג, ה",על דבר,"יב' ח, ג )ט ע""ג (9,"
,,,,,,
,,,,,,
,,Unnamed: 0,,"ויקרא ו, יח",במקו' אשר,"יב' ח, ג )ט ע""ג (62,"
0,,"קד' סד ע""ג",,,רב הונא,"יב' ח, ג )ט ע""ג (63,"
,,,,,,
,,,,,,
,,,Unnamed: 0,"דברים כה, ז",זקינים,"יב' יב, א )יב ע""ב (54,"
0,,,"ספ' קג ע""א","ויקרא כג, מב",בישראל,"יב' יב, א )יב ע""ב (58,"
1,,,"ס""ד רפט (17:308)","דברים כה, ז",בישראל,"יב' יב, א )יב ע""ב (59,"
2,,,,"ויקרא כג, מב",האזרח,"יב' יב, א )יב ע""ב (60,"
3,,,,"דברים כה, ז",בישראל,"יב' יב, א )יב ע""ב (61,"
4,,,,,כשירה בגרים,"יב' יב, א )יב ע""ג (1,"
5,,,"ת' יב' יב, ט (39:42)",,והן שיהו,"יב' יב, א )יב ע""ג (6,"
6,,,,"דברים כה, ט",וענתה ואמרה,"יב' יב, א )יב ע""ג (8,"
7,,,"ת' יב' יב, יא (48:43)",,אמר רבי,"יב' יב, א )יב ע""ג (11,"
8,,,,,ועבדין כן,"יב' יב, א )יב ע""ג (20,"
9,,,,,רב אמ',"יב' יב, א )יב ע""ג (24,"
10,,,,,דברי חכמי',"יב' יב, א )יב ע""ג (26,"
11,,,,,אמר רבי,"יב' יב, א )יב ע""ג (33,"
12,,,"ת' יב' יב, יב (55:43)",,חליצתה פסולה,"יב' יב, א )יב ע""ג (34,"
13,,,"ת' יב' יב, י (46:43)",,חליצתה כשירה,"יב' יב, א )יב ע""ג (35,"
14,,,"ת' יב' יב, י (43:43)",,חליצתה כשירה,"יב' יב, א )יב ע""ג (37,"
15,,,"מ' יב' יב, א",,חליצתה פסולה,"יב' יב, א )יב ע""ג (37,"
,,,,,,
,,,,,,
,,Unnamed: 0,Unnamed: 1,"שמות ל, כא",ורחצו אהרן,"יב' יב, א )יב ע""ג (49,"
0,,,"ת' ידים ב, א (13:682)",,ביד עד,"יב' יב, א )יב ע""ג (50,"
1,,,,"דברים כה, ט",מעל רגלו,"יב' יב, א )יב ע""ג (51,"
2,,,,"דברים כה, ט",מעל רגלו,"יב' יב, א )יב ע""ג (52,"
3,,,,"דברים כח, נז",ובשיליית' היוצאת,"יב' יב, א )יב ע""ג (53,"
4,,,"מ' מדות ג, ו",,כיור הו',"יב' יב, א )יב ע""ג (54,"
5,,"סוכה נג ע""ג",,,שופר של,"יב' יב, ב )יב ע""ג (56,"
6,,,,"ויקרא כג, מ",ולקחתם לכם,"יב' יב, ב )יב ע""ג (59,"
7,,,,"במדבר כט, א",יום תרועה,"יב' יב, ב )יב ע""ג (59,"
8,,,,"דברים כה, י",חלוץ הנעל,"יב' יב, ב )יב ע""ג (62,"
9,,,,"דברים כה, י",יום תרועה,"יב' יב, ב )יב ע""ג (62,"
10,,,"ת' כלים ב""ב ד, ה",,סנדל של,"יב' יב, ב )יב ע""ד (2,"
11,,,(3:584),,,
12,,"שבת ח ע""א",,,סנדל שנפסק,"יב' יב, ב )יב ע""ד (3,"
13,,,,"דברים כה, ט",לעיני הזקנים,"יב' יב, ב )יב ע""ד (22,"
14,,,"הש' מ' נג' יד, ט",,הימנית מעכבת,"יב' יב, ב )יב ע""ד (24,"
15,,,,"ויקרא יד, יד",ימנית (1),"יב' יב, ב )יב ע""ד (25,"
16,,,"מדר""י 253; מדרשב""י","ויקרא יד, יד",אזנו (1),"יב' יב, ב )יב ע""ד (26,"
17,,,"163; ס""ד קכב (181)",,,
18,,,,"שמות כא, ו",אזנו (2),"יב' יב, ב )יב ע""ד (26,"
19,,,,"ויקרא יד, יד",רגלו (1),"יב' יב, ב )יב ע""ד (27,"
20,,,"ס""ד רצא (309)",,רגלו רגלו,"יב' יב, ב )יב ע""ד (28,"
21,,,"ת' יב' יב, יב (50:44)",,חלצה אבל,"יב' יב, ג )יב ע""ד (32,"
22,,"יב' יב ע""ג",,,דברי חכמים,"יב' יב, ג )יב ע""ד (33,"
23,,,,"דברים כה, ט",ככה יעשה,"יב' יב, ד )יב ע""ד (39,"
24,,,,"דברים כה, ח",ואמר,"יב' יב, ד )יב ע""ד (39,"
25,,,,"דברים כה, ט",ואמרה,"יב' יב, ד )יב ע""ד (40,"
,,,,,,
,,,,,,
,,Unnamed: 0,"ת' יב' יד, ד (29:52)",,נפל ליורה,"יב' טז, ג )טו ע""ד (1,"
0,,,"ת' יב' יד, ה (32:52)",,נפל למים,"יב' טז, ד )טו ע""ד (5,"
1,,,"ת' יב' יד, ה (44:53)",,אמר לו,"יב' טז, ד )טו ע""ד (8,"
2,,,"ת' יב' יד, ה (40:53)",,אמר רבי,"יב' טז, ד )טו ע""ד (8,"
3,,"הש' יומא לח ע""ב (29)",,,הספר קשור,"יב' טז, ד )טו ע""ד (12,"
4,,"ק""ר יא, א )כח ע""ב(","ת' יב' יד, ה (35:52)",,אמ' ר',"יב' טז, ד )טו ע""ד (12,"
5,,,"ת' יב' יד, ה (34:52)",,מים שאין,"יב' טז, ד )טו ע""ד (16,"
6,,,"ת' יב' יד, ז (44:53)",,שמע קול,"יב' טז, ה )טו ע""ד (22,"
7,,,"ת' יב' יד, ד (31:52)",,אבד פלוני,"יב' טז, ה )טו ע""ד (23,"
8,,"יב' טז ע""ב (9)",,,ר' שמעון,"יב' טז, ה )טו ע""ד (28,"
9,,,"ת' יב' יד, י (62:54)",,אין בודקין,"יב' טז, ה )טו ע""ד (32,"
,,,,,,
,,,,,,
Maasrot,,,,,,
